Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	60.291342692	60.585597352	23.7	842.4	0.294	818.6	-56.2	
2	Spectrogram 1	1	67.032793624	67.246797014	151.0	1229.0	0.214	1078.0	-55.5	
3	Spectrogram 1	1	69.551898225	69.792639756	29.7	1180.5	0.241	1150.8	-53.3	
4	Spectrogram 1	1	71.168559641	71.340517877	71.2	705.9	0.172	634.7	-60.3	
5	Spectrogram 1	1	73.740368463	73.864178393	47.5	984.7	0.124	937.3	-57.6	
6	Spectrogram 1	1	77.791018115	78.191680804	53.4	984.7	0.401	931.3	-58.9	
7	Spectrogram 1	1	80.562603475	80.774112105	136.4	1245.7	0.212	1109.3	-54.3	
8	Spectrogram 1	1	81.898718969	82.136021334	71.2	1210.1	0.237	1139.0	-53.2	
9	Spectrogram 1	1	82.106788434	82.320016647	160.2	1038.1	0.213	878.0	-52.7	
10	Spectrogram 1	1	82.540851461	82.743762179	118.6	765.2	0.203	646.6	-46.9	
11	Spectrogram 1	1	83.366250993	83.548526723	112.7	1020.3	0.182	907.6	-56.1	
12	Spectrogram 1	1	84.592872135	85.504250786	41.5	1103.4	0.911	1061.8	-46.3	
13	Spectrogram 1	1	86.635735979	87.000287439	29.7	943.2	0.365	913.5	-55.8	
14	Spectrogram 1	1	88.310609197	88.661403999	77.1	925.4	0.351	848.3	-49.1	
15	Spectrogram 1	1	88.843679729	89.184157036	112.7	907.6	0.340	794.9	-51.4	
16	Spectrogram 1	1	93.735363591	94.072401733	53.4	1127.1	0.337	1073.7	-57.3	
17	Spectrogram 1	1	95.692248316	96.101508918	65.3	901.7	0.409	836.4	-58.2	
18	Spectrogram 1	1	96.534843672	96.858125156	35.6	889.8	0.323	854.2	-54.1	
19	Spectrogram 1	1	110.873289348	111.389164056	35.6	1073.7	0.516	1038.1	-58.8	
20	Spectrogram 1	1	121.918954085	122.352288840	195.8	1328.8	0.433	1133.0	-51.5	
