Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	8.933592236	9.689867263	110.8	1759.0	0.756	1648.2	-62.9	
2	Spectrogram 1	1	25.840044970	26.659545562	117.7	1336.6	0.820	1218.8	-50.3	
3	Spectrogram 1	1	38.929594222	39.223836275	90.0	983.4	0.294	893.4	-55.0	
4	Spectrogram 1	1	43.968304459	44.199320947	484.8	1343.5	0.231	858.7	-53.9	
5	Spectrogram 1	1	47.025271722	47.433806142	97.0	817.2	0.409	720.2	-55.6	
6	Spectrogram 1	1	47.599165312	47.847204066	117.7	699.4	0.248	581.7	-51.1	
7	Spectrogram 1	1	56.227504921	56.485270686	76.2	782.5	0.258	706.4	-49.7	
8	Spectrogram 1	1	64.210065304	64.377856226	97.2	555.6	0.168	458.3	-65.2	
9	Spectrogram 1	1	68.813600093	69.195385235	97.2	583.3	0.382	486.1	-61.2	
10	Spectrogram 1	1	70.951110540	71.221035067	83.3	770.8	0.270	687.5	-52.8	
11	Spectrogram 1	1	70.523122100	70.934088272	277.8	1319.4	0.411	1041.7	-49.9	
12	Spectrogram 1	1	72.418009607	72.824112274	55.6	770.8	0.406	715.3	-55.8	
13	Spectrogram 1	1	77.878371525	78.097229250	90.3	1020.8	0.219	930.6	-52.8	
14	Spectrogram 1	1	79.174495607	79.476032917	55.6	868.1	0.302	812.5	-53.7	
15	Spectrogram 1	1	86.371843684	86.863057689	180.6	1138.9	0.491	958.3	-49.9	
16	Spectrogram 1	1	95.812009502	96.191362892	41.7	840.3	0.379	798.6	-51.5	
17	Spectrogram 1	1	96.529295239	96.770038736	41.7	534.7	0.241	493.1	-55.9	
18	Spectrogram 1	1	118.298992840	118.707527260	13.9	868.1	0.409	854.2	-57.4	
