Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	31.396750824	31.677154381	113.0	948.8	0.280	835.8	-56.2	
2	Spectrogram 1	1	33.614095875	34.019602558	113.0	888.6	0.406	775.6	-52.1	
3	Spectrogram 1	1	33.907441135	34.330203421	150.6	896.1	0.423	745.5	-54.3	
4	Spectrogram 1	1	36.907931833	37.196963192	90.4	903.6	0.289	813.3	-52.2	
5	Spectrogram 1	1	38.094254575	38.370344231	97.9	820.8	0.276	722.9	-52.6	
6	Spectrogram 1	1	41.586603754	41.944657527	97.9	1039.2	0.358	941.3	-57.3	
7	Spectrogram 1	1	43.437267231	43.890226823	128.0	1084.3	0.453	956.3	-58.5	
8	Spectrogram 1	1	44.738840670	45.027872029	113.0	843.4	0.289	730.4	-54.1	
9	Spectrogram 1	1	44.937280111	45.234939272	75.3	911.1	0.298	835.8	-54.3	
10	Spectrogram 1	1	45.278078280	45.605934747	82.8	866.0	0.328	783.1	-53.7	
11	Spectrogram 1	1	45.083952741	45.334158992	82.8	594.9	0.250	512.0	-54.1	
12	Spectrogram 1	1	46.365181302	46.805199191	75.3	775.6	0.440	700.3	-49.6	
13	Spectrogram 1	1	47.749943484	48.095055554	128.0	1046.7	0.345	918.7	-52.8	
14	Spectrogram 1	1	48.073486049	48.448795426	90.4	805.7	0.375	715.4	-52.6	
15	Spectrogram 1	1	48.579635104	48.851410859	97.9	820.8	0.272	722.9	-52.8	
16	Spectrogram 1	1	48.855724760	49.110244912	120.5	933.7	0.255	813.3	-51.5	
17	Spectrogram 1	1	50.775410651	50.978163992	143.1	1031.6	0.203	888.6	-52.2	
18	Spectrogram 1	1	51.245485648	51.425458573	135.5	956.3	0.180	820.8	-52.4	
19	Spectrogram 1	1	51.620683441	51.761001315	105.4	760.5	0.140	655.1	-48.5	
20	Spectrogram 1	1	51.699993544	51.980629292	271.1	850.9	0.281	579.8	-51.4	
21	Spectrogram 1	1	52.322272811	52.523598456	67.8	850.9	0.201	783.1	-38.2	
22	Spectrogram 1	1	53.036063735	53.249590935	195.8	903.6	0.214	707.8	-51.9	
23	Spectrogram 1	1	54.703376952	55.002315031	90.4	753.0	0.299	662.7	-50.6	
24	Spectrogram 1	1	56.124858023	56.417695325	90.4	760.5	0.293	670.2	-49.1	
25	Spectrogram 1	1	57.393819666	57.665304248	135.5	760.5	0.271	625.0	-49.9	
26	Spectrogram 1	1	57.666048605	57.879575804	113.0	783.1	0.214	670.2	-49.9	
27	Spectrogram 1	1	57.818568033	58.035145621	90.4	602.4	0.217	512.0	-50.8	
28	Spectrogram 1	1	57.983289015	58.151060386	30.1	534.6	0.168	504.5	-44.4	
29	Spectrogram 1	1	58.154110775	58.370688363	301.2	903.6	0.217	602.4	-49.0	
30	Spectrogram 1	1	58.282227095	58.544560511	158.1	768.1	0.262	609.9	-50.8	
31	Spectrogram 1	1	58.553711677	58.751986934	263.6	888.6	0.198	625.0	-48.0	
32	Spectrogram 1	1	58.629971391	58.877052865	52.7	587.3	0.247	534.6	-47.1	
33	Spectrogram 1	1	59.063126567	59.331560761	188.3	775.6	0.268	587.3	-45.1	
34	Spectrogram 1	1	59.709808943	59.981293525	82.8	640.1	0.271	557.2	-49.5	
