Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	36.961478156	37.498895458	63.7	1003.9	0.537	940.2	-57.3	
3	Spectrogram 1	1	39.131016172	39.675728732	44.1	876.5	0.545	832.5	-54.7	
4	Spectrogram 1	1	55.882781269	56.198909094	24.5	754.1	0.316	729.6	-50.4	
5	Spectrogram 1	1	57.789275228	58.000837695	49.0	856.9	0.212	808.0	-47.6	
6	Spectrogram 1	1	61.873261984	62.199116819	49.0	651.3	0.326	602.3	-48.1	
7	Spectrogram 1	1	64.938444051	65.339683214	44.1	670.9	0.401	626.8	-47.0	
8	Spectrogram 1	1	71.334069776	71.509155956	151.8	631.7	0.175	479.9	-49.8	
9	Spectrogram 1	1	71.543200491	71.698832651	97.9	651.3	0.156	553.3	-48.7	
10	Spectrogram 1	1	71.907963366	72.068459031	97.9	651.3	0.160	553.3	-46.6	
11	Spectrogram 1	1	72.917140653	73.182201675	24.5	524.0	0.265	499.5	-48.0	
12	Spectrogram 1	1	75.804138800	76.071631575	34.3	572.9	0.267	538.7	-51.4	
13	Spectrogram 1	1	79.148640599	79.301841006	122.4	602.3	0.153	479.9	-46.2	
14	Spectrogram 1	1	80.376675610	80.512853750	78.3	538.6	0.136	460.3	-52.5	
15	Spectrogram 1	1	84.543239968	84.822891506	171.4	602.3	0.280	430.9	-50.7	
16	Spectrogram 1	1	85.941497655	86.072812290	73.4	612.1	0.131	538.7	-39.5	
17	Spectrogram 1	1	87.978482205	88.245974980	24.5	479.9	0.267	455.4	-36.4	
18	Spectrogram 1	1	90.274056564	90.551276349	73.4	592.5	0.277	519.1	-49.1	
19	Spectrogram 1	1	90.992597470	91.194432928	313.4	1096.9	0.202	783.5	-48.8	
20	Spectrogram 1	1	93.482712029	93.808566864	68.5	700.2	0.326	631.7	-51.2	
21	Spectrogram 1	1	95.051802305	95.713238985	220.4	1346.6	0.661	1126.3	-48.8	
22	Spectrogram 1	1	97.882870145	98.391106418	93.0	812.9	0.508	719.8	-53.2	
23	Spectrogram 1	1	98.624554657	98.833685372	58.8	572.9	0.209	514.2	-59.1	
24	Spectrogram 1	1	99.144949692	99.230061030	186.1	759.0	0.085	572.9	-52.8	
25	Spectrogram 1	1	99.154676702	99.320035872	39.2	612.1	0.165	572.9	-54.0	
26	Spectrogram 1	1	100.287563328	101.021952582	254.6	1390.7	0.734	1136.1	-55.2	
27	Spectrogram 1	1	106.490070906	106.755131928	73.4	1214.4	0.265	1141.0	-54.4	
28	Spectrogram 1	1	107.876968417	108.621084681	142.0	1420.1	0.744	1278.1	-50.0	
29	Spectrogram 1	1	109.687279696	110.017998036	88.1	974.5	0.331	886.3	-50.9	
