Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	5.890915731	6.839940588	172.8	2506.2	0.949	2333.3	-55.0	
2	Spectrogram 1	1	31.585286872	31.956269316	37.0	1370.4	0.371	1333.3	-57.3	
3	Spectrogram 1	1	31.982151812	32.322938011	160.5	1148.1	0.341	987.7	-55.3	
4	Spectrogram 1	1	48.511380948	48.934128384	24.7	1148.1	0.423	1123.5	-40.2	
5	Spectrogram 1	1	58.567712673	58.917126370	123.5	1358.0	0.349	1234.6	-59.9	
6	Spectrogram 1	1	59.978308709	60.232819920	37.0	913.6	0.255	876.5	-39.8	
7	Spectrogram 1	1	66.263144765	66.513342227	86.4	604.9	0.250	518.5	-61.1	
8	Spectrogram 1	1	67.772957036	68.217273219	111.1	1000.0	0.444	888.9	-58.5	
9	Spectrogram 1	1	69.867321120	70.505756023	160.5	1765.4	0.638	1604.9	-56.4	
10	Spectrogram 1	1	75.546307799	75.805132760	185.2	802.5	0.259	617.3	-53.5	
11	Spectrogram 1	1	77.767888713	77.957693684	61.7	901.2	0.190	839.5	-54.9	
12	Spectrogram 1	1	77.992203679	78.285538634	135.8	802.5	0.293	666.7	-51.6	
13	Spectrogram 1	1	79.769468409	79.907508388	123.5	851.9	0.138	728.4	-51.7	
14	Spectrogram 1	1	82.213517562	82.567245008	37.0	1135.8	0.354	1098.8	-56.2	
15	Spectrogram 1	1	99.409815144	99.655698857	222.2	1148.1	0.246	925.9	-46.7	
16	Spectrogram 1	1	103.296503305	103.598465759	49.4	691.4	0.302	642.0	-61.0	
17	Spectrogram 1	1	106.550065027	106.787321241	197.5	1049.4	0.237	851.9	-55.4	
18	Spectrogram 1	1	107.563796123	107.904582321	74.1	1024.7	0.341	950.6	-55.6	
