Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	7.650845812	8.312676943	107.8	1983.3	0.662	1875.6	-53.5	
2	Spectrogram 1	1	44.046052169	44.658492918	237.1	1897.1	0.612	1660.0	-59.4	
3	Spectrogram 1	1	44.895566756	45.251177513	53.9	1228.8	0.356	1174.9	-52.8	
4	Spectrogram 1	1	46.426668627	46.871182073	323.4	1563.0	0.445	1239.6	-58.3	
5	Spectrogram 1	1	46.657808323	47.215919650	64.7	1207.3	0.558	1142.6	-58.3	
6	Spectrogram 1	1	47.803665207	48.218544423	75.5	808.4	0.415	733.0	-50.6	
7	Spectrogram 1	1	48.025921930	48.327203266	64.7	959.3	0.301	894.7	-50.2	
8	Spectrogram 1	1	48.376593649	49.043363818	247.9	1757.0	0.667	1509.1	-50.5	
9	Spectrogram 1	1	52.252785990	52.484920790	21.6	603.6	0.232	582.1	-59.1	
10	Spectrogram 1	1	55.799224458	56.149896177	86.2	1616.9	0.351	1530.6	-58.6	
11	Spectrogram 1	1	56.984593649	57.192033257	75.5	657.5	0.207	582.1	-58.1	
12	Spectrogram 1	1	60.360614841	61.323727308	118.6	2015.7	0.963	1897.1	-57.9	
13	Spectrogram 1	1	62.993455429	64.075104815	97.0	1800.1	1.082	1703.1	-50.8	
14	Spectrogram 1	1	64.353185829	64.550747361	204.8	754.5	0.198	549.7	-50.5	
15	Spectrogram 1	1	65.968251351	66.215203266	86.2	819.2	0.247	733.0	-60.3	
16	Spectrogram 1	1	69.509834075	69.964225598	43.1	1703.1	0.454	1660.0	-58.1	
17	Spectrogram 1	1	76.199992348	76.871701556	183.2	2145.0	0.672	1961.8	-57.9	
18	Spectrogram 1	1	81.720760237	81.977590229	64.7	603.6	0.257	539.0	-48.9	
19	Spectrogram 1	1	81.868931386	82.259115411	75.5	1304.3	0.390	1228.8	-51.1	
20	Spectrogram 1	1	83.059239615	83.612411904	161.7	1110.2	0.553	948.6	-47.8	
21	Spectrogram 1	1	83.740826899	83.997656891	172.5	797.7	0.257	625.2	-45.1	
22	Spectrogram 1	1	90.374124867	90.626015820	86.2	689.9	0.252	603.6	-61.5	
23	Spectrogram 1	1	92.097849232	92.527545563	64.7	1088.7	0.430	1024.0	-53.4	
24	Spectrogram 1	1	93.652651190	94.240396747	97.0	1077.9	0.588	980.9	-60.3	
25	Spectrogram 1	1	104.126114271	104.486664067	118.6	1013.2	0.361	894.7	-57.8	
26	Spectrogram 1	1	118.888698136	120.044433096	140.1	1972.6	1.156	1832.4	-55.9	
