Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	4.542945588	4.810817851	179.2	1247.4	0.268	1068.2	-52.0	
2	Spectrogram 1	1	37.019780571	37.213635497	110.3	944.2	0.194	833.9	-52.1	
3	Spectrogram 1	1	48.639336686	48.790895993	41.4	799.5	0.152	758.1	-53.9	
4	Spectrogram 1	1	52.967797285	53.182800023	130.9	1144.1	0.215	1013.1	-55.1	
5	Spectrogram 1	1	55.197718705	55.349278012	103.4	703.0	0.152	599.6	-48.7	
6	Spectrogram 1	1	62.161609443	62.573991742	103.4	909.7	0.412	806.3	-55.5	
7	Spectrogram 1	1	63.187278238	63.462199770	41.4	854.6	0.275	813.2	-48.5	
8	Spectrogram 1	1	64.927790365	65.096972846	89.6	758.1	0.169	668.5	-48.6	
9	Spectrogram 1	1	67.303431495	67.571303758	55.1	758.1	0.268	703.0	-50.5	
10	Spectrogram 1	1	74.500459092	74.789479164	75.8	689.2	0.289	613.4	-50.3	
11	Spectrogram 1	1	75.906788470	76.199333178	89.6	654.7	0.293	565.1	-51.4	
12	Spectrogram 1	1	78.930455531	79.170130714	41.4	572.0	0.240	530.7	-45.1	
13	Spectrogram 1	1	79.483823232	79.645956444	82.7	682.3	0.162	599.6	-49.4	
14	Spectrogram 1	1	79.698825969	79.836286735	82.7	606.5	0.137	523.8	-44.3	
15	Spectrogram 1	1	96.302521127	96.559819485	55.1	696.1	0.257	640.9	-50.9	
16	Spectrogram 1	1	101.748223761	101.938554053	75.8	758.1	0.190	682.3	-49.2	
17	Spectrogram 1	1	103.115886543	103.316790740	158.5	778.8	0.201	620.3	-54.3	
18	Spectrogram 1	1	103.870158440	104.092210448	89.6	799.5	0.222	709.9	-52.4	
19	Spectrogram 1	1	106.905077982	107.088359003	110.3	1102.7	0.183	992.4	-50.9	
20	Spectrogram 1	1	107.074260463	107.363280536	103.4	765.0	0.289	661.6	-48.8	
