Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	4.244865356	5.556287173	74.5	1027.6	1.311	953.1	-47.8	
2	Spectrogram 1	1	13.302451910	14.631129278	117.1	1277.9	1.329	1160.8	-54.6	
3	Spectrogram 1	1	40.656910976	41.243599684	143.8	995.7	0.587	851.9	-60.4	
4	Spectrogram 1	1	48.822187600	49.264492576	210.8	1679.2	0.442	1468.4	-51.2	
5	Spectrogram 1	1	51.975765314	52.463825977	210.8	1784.6	0.488	1573.8	-52.3	
6	Spectrogram 1	1	57.792122107	58.414399453	120.5	1445.8	0.622	1325.3	-66.5	
7	Spectrogram 1	1	60.436800826	60.894357697	7.5	926.2	0.458	918.7	-60.3	
8	Spectrogram 1	1	62.635297583	63.153862037	203.3	1159.6	0.519	956.3	-64.1	
9	Spectrogram 1	1	64.264200046	64.974938387	210.8	1777.1	0.711	1566.3	-60.7	
10	Spectrogram 1	1	68.375495854	68.863556518	180.7	1250.0	0.488	1069.3	-60.4	
11	Spectrogram 1	1	69.922038081	70.480257464	60.2	1129.5	0.558	1069.3	-54.7	
12	Spectrogram 1	1	78.856213474	79.161251388	97.9	933.7	0.305	835.8	-52.8	
13	Spectrogram 1	1	82.701804598	83.119706541	90.4	1091.9	0.418	1001.5	-56.7	
14	Spectrogram 1	1	83.650472512	84.132432417	90.4	1046.7	0.482	956.3	-62.4	
15	Spectrogram 1	1	89.710970008	89.967201856	113.0	903.6	0.256	790.7	-51.8	
16	Spectrogram 1	1	90.592529581	90.726746263	233.4	1129.5	0.134	896.1	-59.3	
17	Spectrogram 1	1	90.748098917	91.037884936	52.7	1137.0	0.290	1084.3	-52.9	
18	Spectrogram 1	1	95.252158633	95.706665126	105.4	903.6	0.455	798.2	-55.9	
19	Spectrogram 1	1	95.987300007	96.536368253	60.2	994.0	0.549	933.7	-53.2	
20	Spectrogram 1	1	101.358512774	101.889278745	135.5	1129.5	0.531	994.0	-61.4	
21	Spectrogram 1	1	107.747495473	108.186750070	90.4	956.3	0.439	866.0	-59.3	
22	Spectrogram 1	1	109.656196797	109.796514238	120.5	1272.6	0.140	1152.1	-57.1	
23	Spectrogram 1	1	110.129005565	110.589612815	195.8	933.7	0.461	738.0	-57.3	
