Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	0.000000000	0.589594374	78.4	1837.4	0.590	1759.1	-64.7	
2	Spectrogram 1	1	4.483557221	4.688155269	95.8	836.0	0.205	740.2	-63.9	
3	Spectrogram 1	1	21.735585850	22.879574935	61.0	2020.3	1.144	1959.3	-51.1	
4	Spectrogram 1	1	35.258783835	36.235574515	148.0	1767.8	0.977	1619.7	-53.3	
5	Spectrogram 1	1	36.288013096	36.842407807	130.6	1245.3	0.554	1114.7	-52.8	
6	Spectrogram 1	1	38.707990006	39.029186942	87.1	853.4	0.321	766.3	-60.2	
7	Spectrogram 1	1	51.624782786	52.192377370	87.1	1036.3	0.568	949.2	-56.8	
8	Spectrogram 1	1	57.343581652	58.197173508	182.9	1854.8	0.854	1672.0	-67.2	
9	Spectrogram 1	1	58.615169519	59.209163852	8.7	1288.8	0.594	1280.1	-55.4	
10	Spectrogram 1	1	62.949185262	63.754377580	270.0	2055.1	0.805	1785.2	-58.7	
11	Spectrogram 1	1	66.543590048	66.803187571	95.8	1245.3	0.260	1149.5	-58.5	
12	Spectrogram 1	1	67.793178126	68.255173718	104.5	1201.7	0.462	1097.2	-63.6	
13	Spectrogram 1	1	67.053985179	67.309182744	191.6	740.2	0.255	548.6	-64.0	
14	Spectrogram 1	1	71.768400040	72.027997563	165.5	818.6	0.260	653.1	-69.1	
15	Spectrogram 1	1	108.153583541	108.474780477	95.8	1201.7	0.321	1105.9	-54.7	
16	Spectrogram 1	1	109.121574305	109.394371702	531.2	1358.5	0.273	827.3	-56.0	
17	Spectrogram 1	1	109.191973634	109.587969855	200.3	1227.9	0.396	1027.6	-54.3	
18	Spectrogram 1	1	111.427583751	112.166776698	322.2	1436.9	0.739	1114.7	-60.4	
19	Spectrogram 1	1	123.070799368	124.223588369	130.6	1715.5	1.153	1584.9	-51.6	
