Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	30.629823426	30.870139248	66.6	640.5	0.240	573.9	-47.1	
2	Spectrogram 1	1	35.123613576	35.361925045	61.5	835.2	0.238	773.7	-50.9	
3	Spectrogram 1	1	40.639186532	40.899383748	46.1	722.5	0.260	676.4	-56.1	
4	Spectrogram 1	1	40.870202752	41.067174476	102.5	743.0	0.197	640.5	-51.3	
5	Spectrogram 1	1	42.676992766	42.910440735	107.6	855.7	0.233	748.1	-51.1	
6	Spectrogram 1	1	45.242750776	45.517538490	102.5	835.2	0.275	732.7	-49.4	
7	Spectrogram 1	1	62.770178152	62.911219634	51.2	666.1	0.141	614.9	-41.8	
8	Spectrogram 1	1	65.578849036	65.707731769	25.6	594.4	0.129	568.8	-44.8	
9	Spectrogram 1	1	66.991244372	67.156603350	46.1	573.9	0.165	527.8	-44.3	
10	Spectrogram 1	1	99.936751210	100.534961632	92.2	891.6	0.598	799.3	-44.2	
11	Spectrogram 1	1	28.426969057	28.609350283	56.4	573.9	0.182	517.5	-56.6	
