Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	7.540029262	7.747078120	111.8	857.3	0.207	745.4	-56.6	
2	Spectrogram 1	1	13.172678246	13.599716517	97.9	1016.6	0.427	918.7	-47.0	
3	Spectrogram 1	1	15.420021064	15.855686370	195.8	994.0	0.436	798.2	-52.9	
4	Spectrogram 1	1	29.534395086	29.931238731	128.0	941.3	0.397	813.3	-60.5	
5	Spectrogram 1	1	32.890974968	33.261937506	105.4	1076.8	0.371	971.4	-57.6	
6	Spectrogram 1	1	33.973667957	34.370511602	82.8	1001.5	0.397	918.7	-55.7	
7	Spectrogram 1	1	36.195129667	36.436686669	105.4	956.3	0.242	850.9	-50.7	
8	Spectrogram 1	1	36.290027061	36.622167938	97.9	873.5	0.332	775.6	-50.6	
9	Spectrogram 1	1	37.351152461	37.739369070	90.4	918.7	0.388	828.3	-56.8	
10	Spectrogram 1	1	40.535560000	40.984165859	241.0	1219.9	0.449	978.9	-53.9	
11	Spectrogram 1	1	44.258125934	44.495369417	82.8	873.5	0.237	790.7	-53.3	
12	Spectrogram 1	1	45.073970133	45.371602867	120.5	1167.2	0.298	1046.7	-53.5	
13	Spectrogram 1	1	48.636935906	48.822417175	158.1	941.3	0.185	783.1	-50.8	
14	Spectrogram 1	1	48.693011638	48.964763265	105.4	941.3	0.272	835.8	-47.8	
15	Spectrogram 1	1	48.809476621	49.102795837	128.0	790.7	0.293	662.7	-47.5	
16	Spectrogram 1	1	49.260411925	49.519222998	105.4	896.1	0.259	790.7	-49.9	
17	Spectrogram 1	1	49.458833747	49.756466481	165.7	843.4	0.298	677.7	-49.4	
18	Spectrogram 1	1	49.760779999	49.933320715	135.5	903.6	0.173	768.1	-50.3	
19	Spectrogram 1	1	50.554467290	50.796024292	188.3	926.2	0.242	738.0	-45.7	
20	Spectrogram 1	1	50.705440416	51.063462400	271.1	1054.2	0.358	783.1	-52.4	
21	Spectrogram 1	1	50.886608167	51.188554419	30.1	677.7	0.302	647.6	-50.2	
22	Spectrogram 1	1	51.136792204	51.369722170	135.5	715.4	0.233	579.8	-49.1	
23	Spectrogram 1	1	52.279874444	52.508490892	60.2	775.6	0.229	715.4	-46.0	
24	Spectrogram 1	1	52.335950176	52.624955875	75.3	707.8	0.289	632.5	-46.8	
25	Spectrogram 1	1	53.012021679	53.219070538	90.4	850.9	0.207	760.5	-48.5	
26	Spectrogram 1	1	53.093978519	53.266519234	45.2	564.8	0.173	519.6	-46.9	
27	Spectrogram 1	1	54.668412547	54.931537138	7.5	911.1	0.263	903.6	-52.0	
28	Spectrogram 1	1	55.134272478	55.384456515	22.6	820.8	0.250	798.2	-47.9	
29	Spectrogram 1	1	55.362888926	55.604445928	135.5	911.1	0.242	775.6	-51.8	
30	Spectrogram 1	1	55.513862052	55.776986643	143.1	662.7	0.263	519.6	-46.7	
31	Spectrogram 1	1	55.703656839	55.807181268	97.9	918.7	0.104	820.8	-45.9	
32	Spectrogram 1	1	55.850316447	56.065992341	173.2	692.8	0.216	519.6	-50.0	
33	Spectrogram 1	1	56.091873449	56.376565629	165.7	866.0	0.285	700.3	-49.4	
34	Spectrogram 1	1	56.367938593	56.549106344	105.4	738.0	0.181	632.5	-44.3	
35	Spectrogram 1	1	56.424014326	56.738901131	67.8	790.7	0.315	722.9	-45.9	
36	Spectrogram 1	1	57.081165282	57.309781730	15.1	640.1	0.229	625.0	-45.7	
37	Spectrogram 1	1	57.762701107	58.056020324	97.9	715.4	0.293	617.5	-47.2	
38	Spectrogram 1	1	58.215620485	58.332085468	105.4	700.3	0.116	594.9	-44.9	
39	Spectrogram 1	1	58.276009736	58.530507291	173.2	738.0	0.254	564.8	-44.6	
40	Spectrogram 1	1	58.353653058	58.608150613	135.5	685.2	0.254	549.7	-45.7	
41	Spectrogram 1	1	58.526193773	58.715988560	150.6	655.1	0.190	504.5	-48.7	
42	Spectrogram 1	1	58.703048006	58.914410383	128.0	911.1	0.211	783.1	-49.9	
43	Spectrogram 1	1	58.901469829	59.121459241	241.0	700.3	0.220	459.3	-48.5	
44	Spectrogram 1	1	59.375956796	59.552811029	52.7	655.1	0.177	602.4	-44.1	
45	Spectrogram 1	1	59.669276012	59.884951906	97.9	685.2	0.216	587.3	-43.2	
46	Spectrogram 1	1	59.863384317	60.053179104	67.8	730.4	0.190	662.7	-41.6	
47	Spectrogram 1	1	59.919460050	60.109254836	105.4	602.4	0.190	497.0	-40.4	
48	Spectrogram 1	1	60.022984479	60.191211676	97.9	594.9	0.168	497.0	-41.1	
49	Spectrogram 1	1	60.251600927	60.415514606	128.0	640.1	0.164	512.0	-43.3	
50	Spectrogram 1	1	60.342184802	60.549233661	143.1	647.6	0.207	504.5	-42.3	
51	Spectrogram 1	1	60.445709231	60.618249947	67.8	670.2	0.173	602.4	-43.0	
52	Spectrogram 1	1	60.484530892	60.687266233	82.8	640.1	0.203	557.2	-42.0	
53	Spectrogram 1	1	60.644131054	60.790790662	188.3	707.8	0.147	519.6	-44.5	
54	Spectrogram 1	1	60.984898967	61.217828933	97.9	617.5	0.233	519.6	-47.3	
55	Spectrogram 1	1	61.378092063	61.589454439	233.4	640.1	0.211	406.6	-42.9	
56	Spectrogram 1	1	61.477302974	61.623962582	60.2	609.9	0.147	549.7	-42.4	
57	Spectrogram 1	1	61.572200368	61.757681637	82.8	617.5	0.185	534.6	-45.9	
58	Spectrogram 1	1	61.632589618	61.831011441	203.3	685.2	0.198	481.9	-45.6	
