Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	1.734127237	2.976487049	131.9	2145.9	1.242	2014.0	-56.1	
2	Spectrogram 1	1	31.984253615	32.514844784	123.1	1152.1	0.531	1029.0	-58.3	
3	Spectrogram 1	1	34.735938649	35.162999834	123.1	1196.1	0.427	1073.0	-59.0	
4	Spectrogram 1	1	39.378849651	40.103559541	79.2	1908.5	0.725	1829.3	-49.5	
5	Spectrogram 1	1	45.779765350	45.982511569	70.4	536.5	0.203	466.1	-61.9	
6	Spectrogram 1	1	62.892092482	63.401114905	167.1	1081.8	0.509	914.7	-56.6	
7	Spectrogram 1	1	69.966841135	70.251548591	114.3	897.1	0.285	782.7	-53.9	
8	Spectrogram 1	1	71.713909620	72.011558325	211.1	1020.2	0.298	809.1	-65.0	
9	Spectrogram 1	1	72.377587354	72.701118555	149.5	800.3	0.324	650.8	-58.4	
10	Spectrogram 1	1	74.814292377	75.021352346	52.8	624.4	0.207	571.7	-51.0	
11	Spectrogram 1	1	75.612336006	75.819395975	114.3	598.1	0.207	483.7	-42.5	
12	Spectrogram 1	1	76.811558325	77.109207029	140.7	958.6	0.298	817.9	-52.0	
13	Spectrogram 1	1	78.200022257	78.407082226	79.2	589.3	0.207	510.1	-55.3	
14	Spectrogram 1	1	81.111392325	81.452178523	263.8	1398.4	0.341	1134.5	-56.2	
15	Spectrogram 1	1	81.529826012	81.926690951	114.3	791.5	0.397	677.2	-51.5	
16	Spectrogram 1	1	82.547870857	82.918853301	44.0	598.1	0.371	554.1	-48.4	
17	Spectrogram 1	1	83.977114905	84.119468633	131.9	589.3	0.142	457.3	-48.2	
18	Spectrogram 1	1	84.197116121	84.559471067	175.9	958.6	0.362	782.7	-54.4	
19	Spectrogram 1	1	85.620653406	86.017518345	131.9	905.9	0.397	773.9	-54.6	
20	Spectrogram 1	1	86.095165834	86.289284554	96.7	844.3	0.194	747.6	-49.0	
21	Spectrogram 1	1	86.017518345	86.397128288	105.5	712.4	0.380	606.8	-50.3	
22	Spectrogram 1	1	86.564801155	86.901273604	228.7	659.6	0.336	430.9	-53.6	
23	Spectrogram 1	1	87.280883547	87.582846001	87.9	554.1	0.302	466.1	-50.7	
24	Spectrogram 1	1	87.522453510	87.815788466	96.7	598.1	0.293	501.3	-50.8	
25	Spectrogram 1	1	87.444806022	87.634610993	167.1	448.5	0.190	281.4	-47.7	
26	Spectrogram 1	1	87.936573447	88.117750920	158.3	615.6	0.181	457.3	-51.4	
27	Spectrogram 1	1	88.518929609	88.674224586	44.0	642.0	0.155	598.1	-45.8	
28	Spectrogram 1	1	88.621819928	88.790056153	52.8	624.4	0.168	571.7	-42.9	
29	Spectrogram 1	1	90.790919876	91.075627333	87.9	730.0	0.285	642.0	-54.2	
30	Spectrogram 1	1	91.916808455	92.132495923	123.1	650.8	0.216	527.7	-48.3	
31	Spectrogram 1	1	91.959945949	92.227398408	140.7	580.5	0.267	439.7	-47.0	
32	Spectrogram 1	1	92.438772126	92.628577097	44.0	782.7	0.190	738.8	-46.6	
33	Spectrogram 1	1	93.529892587	93.676560064	70.4	730.0	0.147	659.6	-46.9	
34	Spectrogram 1	1	93.585971328	93.827541292	96.7	730.0	0.242	633.2	-47.3	
35	Spectrogram 1	1	93.775776299	94.034601260	44.0	545.3	0.259	501.3	-47.5	
36	Spectrogram 1	1	95.242451077	95.544413531	70.4	624.4	0.302	554.1	-51.6	
37	Spectrogram 1	1	96.398535902	96.674615860	87.9	782.7	0.276	694.8	-56.2	
38	Spectrogram 1	1	99.488878680	99.622604910	140.7	730.0	0.134	589.3	-49.0	
39	Spectrogram 1	1	100.032411098	100.269667312	131.9	615.6	0.237	483.7	-50.1	
40	Spectrogram 1	1	103.502841135	103.787548591	114.3	809.1	0.285	694.8	-53.2	
41	Spectrogram 1	1	106.337422571	106.505658795	140.7	677.2	0.168	536.5	-62.2	
42	Spectrogram 1	1	110.262447427	110.607547375	114.3	817.9	0.345	703.6	-56.4	
43	Spectrogram 1	1	112.746527385	112.992411098	96.7	844.3	0.246	747.6	-54.3	
44	Spectrogram 1	1	117.171154884	117.438607343	52.8	518.9	0.267	466.1	-55.9	
45	Spectrogram 1	1	119.154763610	119.340254832	360.6	773.9	0.185	413.4	-62.3	
46	Spectrogram 1	1	119.443784816	119.685354779	307.8	800.3	0.242	492.5	-50.4	
47	Spectrogram 1	1	119.810453510	120.008885980	255.1	773.9	0.198	518.9	-53.6	
48	Spectrogram 1	1	125.083391108	125.713198513	255.1	1864.5	0.630	1609.5	-59.1	
