Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	24.858983474	26.404902460	150.9	2328.3	1.546	2177.4	-55.9	
2	Spectrogram 1	1	46.458414271	46.902927718	43.1	883.9	0.445	840.8	-53.4	
3	Spectrogram 1	1	46.907866756	47.589454040	75.5	1401.3	0.682	1325.8	-55.4	
4	Spectrogram 1	1	48.799768305	49.362818671	86.2	1347.4	0.563	1261.2	-59.2	
5	Spectrogram 1	1	52.160889089	52.397962927	43.1	679.1	0.237	636.0	-62.1	
6	Spectrogram 1	1	58.678097726	59.023830407	75.5	1121.0	0.346	1045.6	-62.1	
7	Spectrogram 1	1	60.542897405	61.634424867	64.7	2436.1	1.092	2371.4	-56.4	
8	Spectrogram 1	1	64.736474093	64.993304084	43.1	560.5	0.257	517.4	-46.9	
9	Spectrogram 1	1	64.943913701	65.230377922	53.9	689.9	0.286	636.0	-46.0	
10	Spectrogram 1	1	70.926502126	71.390771725	75.5	1067.1	0.464	991.7	-51.2	
12	Spectrogram 1	1	74.505231386	75.083098866	161.7	1681.5	0.578	1519.8	-51.2	
13	Spectrogram 1	1	82.956219650	83.711892509	53.9	1595.3	0.756	1541.4	-51.5	
14	Spectrogram 1	1	106.828925438	107.619171564	183.2	2134.3	0.790	1951.0	-58.8	
