Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	35.481630353	35.814780446	206.2	879.0	0.333	672.7	-59.8	
2	Spectrogram 1	1	37.718098824	38.014772629	98.2	1178.5	0.297	1080.3	-61.3	
3	Spectrogram 1	1	44.125849639	44.899146933	132.6	1527.2	0.773	1394.6	-54.1	
4	Spectrogram 1	1	49.339957086	49.746059754	58.9	1173.6	0.406	1114.7	-62.4	
5	Spectrogram 1	1	49.877374389	50.227546748	93.3	1281.6	0.350	1188.3	-59.6	
6	Spectrogram 1	1	55.167842191	56.028682575	127.7	2047.7	0.861	1920.0	-55.6	
7	Spectrogram 1	1	64.235830630	64.537367940	49.1	1276.7	0.302	1227.6	-60.6	
8	Spectrogram 1	1	65.485751415	65.709472645	63.8	854.4	0.224	790.6	-59.5	
9	Spectrogram 1	1	70.952435780	71.261268348	83.5	1144.1	0.309	1060.7	-44.7	
10	Spectrogram 1	1	79.412883205	79.806827110	206.2	1006.6	0.394	800.4	-50.0	
11	Spectrogram 1	1	80.052434113	80.200771015	44.2	623.6	0.148	579.4	-54.1	
12	Spectrogram 1	1	81.221131038	81.291651860	206.2	942.8	0.071	736.6	-39.2	
13	Spectrogram 1	1	81.388921960	81.646687725	147.3	662.9	0.258	515.6	-50.4	
14	Spectrogram 1	1	85.775010031	86.018185281	201.3	653.1	0.243	451.8	-48.2	
15	Spectrogram 1	1	87.321604620	87.574506880	63.8	530.3	0.253	466.5	-45.3	
16	Spectrogram 1	1	95.473510123	95.794501453	34.4	864.2	0.321	829.9	-51.2	
17	Spectrogram 1	1	98.025360215	98.287989485	34.4	928.1	0.263	893.7	-52.2	
18	Spectrogram 1	1	100.118398824	100.517206233	230.8	1045.9	0.399	815.1	-56.9	
19	Spectrogram 1	1	100.743359216	101.115417348	44.2	770.9	0.372	726.7	-46.8	
20	Spectrogram 1	1	101.733082483	102.071096080	122.8	1026.3	0.338	903.5	-49.5	
21	Spectrogram 1	1	102.020029278	102.182956695	44.2	702.2	0.163	658.0	-46.5	
22	Spectrogram 1	1	102.139185150	102.311839578	44.2	540.2	0.173	496.0	-44.0	
23	Spectrogram 1	1	108.728716718	109.061866810	98.2	795.5	0.333	697.3	-49.5	
24	Spectrogram 1	1	110.426079962	110.698436242	78.6	844.6	0.272	766.0	-49.2	
25	Spectrogram 1	1	115.535826018	115.803318793	58.9	1124.5	0.267	1065.6	-53.4	
26	Spectrogram 1	1	122.386604881	122.860796618	93.3	1232.5	0.474	1139.2	-57.2	
27	Spectrogram 1	1	128.879148155	129.062768755	142.4	1512.4	0.184	1370.0	-55.7	
