Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	16.907385884	17.770135754	123.4	2292.4	0.863	2168.9	-50.6	
2	Spectrogram 1	1	23.972877106	24.908960714	123.4	2019.0	0.936	1895.6	-55.2	
3	Spectrogram 1	1	34.344161066	35.068870956	167.5	1807.4	0.725	1639.9	-59.7	
4	Spectrogram 1	1	37.785644988	38.057411196	88.2	608.4	0.272	520.2	-68.3	
5	Spectrogram 1	1	41.977969687	42.172088407	35.3	581.9	0.194	546.6	-60.3	
6	Spectrogram 1	1	45.909417280	46.069026005	61.7	564.3	0.160	502.6	-63.2	
7	Spectrogram 1	1	50.196949697	50.537735895	149.9	1331.3	0.341	1181.5	-54.1	
8	Spectrogram 1	1	51.219308292	51.499702000	282.1	1357.8	0.280	1075.6	-49.5	
9	Spectrogram 1	1	54.744700090	54.943132559	149.9	740.6	0.198	590.7	-72.5	
10	Spectrogram 1	1	56.767848533	56.970594752	35.3	555.5	0.203	520.2	-70.2	
11	Spectrogram 1	1	58.885899462	59.261195655	61.7	996.3	0.375	934.6	-57.6	
12	Spectrogram 1	1	59.713575979	60.080244674	97.0	855.2	0.367	758.2	-44.5	
13	Spectrogram 1	1	62.698356094	62.905416063	141.1	916.9	0.207	775.9	-59.2	
14	Spectrogram 1	1	64.505817070	64.928564506	105.8	828.8	0.423	723.0	-51.9	
15	Spectrogram 1	1	69.555460909	69.784089624	105.8	634.8	0.229	529.0	-50.2	
16	Spectrogram 1	1	69.667618392	69.943698350	149.9	740.6	0.276	590.7	-49.0	
17	Spectrogram 1	1	70.379387034	70.715859483	123.4	872.9	0.336	749.4	-53.7	
18	Spectrogram 1	1	70.935860699	71.246450652	105.8	881.7	0.311	775.9	-51.1	
19	Spectrogram 1	1	73.277892162	73.717894595	97.0	1058.0	0.440	961.0	-49.1	
20	Spectrogram 1	1	78.513027222	78.685577196	97.0	723.0	0.173	626.0	-67.3	
21	Spectrogram 1	1	82.563456042	82.835222251	97.0	890.5	0.272	793.5	-54.0	
22	Spectrogram 1	1	84.750526960	85.289745629	70.5	916.9	0.539	846.4	-54.2	
23	Spectrogram 1	1	85.957889729	86.208087191	79.4	1075.6	0.250	996.3	-51.8	
24	Spectrogram 1	1	87.912018182	88.144960647	97.0	802.3	0.233	705.3	-60.3	
25	Spectrogram 1	1	88.522203478	88.880244674	88.2	1349.0	0.358	1260.8	-57.3	
26	Spectrogram 1	1	89.126128386	89.384953347	70.5	1163.8	0.259	1093.3	-52.0	
27	Spectrogram 1	1	89.725739545	89.993192005	105.8	1013.9	0.267	908.1	-53.3	
28	Spectrogram 1	1	91.152874606	91.627387034	61.7	969.8	0.475	908.1	-48.8	
29	Spectrogram 1	1	90.872480898	91.359934574	88.2	1137.4	0.487	1049.2	-52.3	
30	Spectrogram 1	1	92.386606918	92.671314375	123.4	996.3	0.285	872.9	-52.8	
31	Spectrogram 1	1	98.154518444	98.702364611	44.1	1269.6	0.548	1225.5	-56.8	
32	Spectrogram 1	1	105.000790997	105.341577196	132.3	696.5	0.341	564.3	-67.6	
33	Spectrogram 1	1	109.617027222	110.143304642	88.2	1207.9	0.526	1119.7	-58.1	
34	Spectrogram 1	1	119.904554773	120.685343405	88.2	1463.6	0.781	1375.4	-54.1	
