Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	36.621130307	37.090873645	79.4	1375.4	0.470	1296.1	-61.5	
2	Spectrogram 1	1	48.748484016	48.919299775	123.4	599.5	0.171	476.1	-66.9	
3	Spectrogram 1	1	54.318406725	54.891859631	176.3	2354.1	0.573	2177.7	-48.6	
4	Spectrogram 1	1	62.769556826	63.117288907	158.7	1287.3	0.348	1128.5	-57.8	
5	Spectrogram 1	1	63.943915170	64.349602599	88.2	1269.6	0.406	1181.5	-57.8	
6	Spectrogram 1	1	74.152446100	74.771653227	52.9	1622.3	0.619	1569.4	-56.5	
7	Spectrogram 1	1	76.509585074	76.753607587	70.5	678.9	0.244	608.4	-65.5	
8	Spectrogram 1	1	85.023252314	85.319129611	61.7	1287.3	0.296	1225.5	-56.1	
9	Spectrogram 1	1	104.536060677	105.115614146	136.7	1071.2	0.580	934.6	-47.0	
10	Spectrogram 1	1	115.049788259	115.818459175	136.7	1450.4	0.769	1313.7	-49.7	
11	Spectrogram 1	1	123.871365411	124.316706498	187.0	2038.7	0.445	1851.6	-60.4	
12	Spectrogram 1	1	127.069822007	127.774437014	168.3	1876.6	0.705	1708.2	-55.5	
