Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	2.770800483	3.338789886	161.7	1724.7	0.568	1563.0	-60.4	
2	Spectrogram 1	1	8.720293736	9.273466025	75.5	1131.8	0.553	1056.3	-51.8	
3	Spectrogram 1	1	33.156464885	33.299696995	129.3	625.2	0.143	495.8	-61.2	
4	Spectrogram 1	1	34.702383871	35.057994628	75.5	916.2	0.356	840.8	-55.6	
5	Spectrogram 1	1	37.607951439	38.210514110	86.2	959.3	0.603	873.1	-60.3	
6	Spectrogram 1	1	39.414775648	39.918557554	161.7	1024.0	0.504	862.3	-76.3	
7	Spectrogram 1	1	42.699236113	43.119054368	107.8	1013.2	0.420	905.4	-56.5	
8	Spectrogram 1	1	45.103380451	45.300941982	107.8	1261.2	0.198	1153.4	-51.2	
9	Spectrogram 1	1	46.120822339	46.392469445	150.9	1239.6	0.272	1088.7	-53.6	
10	Spectrogram 1	1	46.204785990	46.594970015	140.1	894.7	0.390	754.5	-53.7	
11	Spectrogram 1	1	47.118508074	47.627229019	161.7	1218.0	0.509	1056.3	-60.1	
12	Spectrogram 1	1	50.176266633	50.502243161	107.8	959.3	0.326	851.5	-52.4	
13	Spectrogram 1	1	53.398449326	54.188695453	183.2	1638.4	0.790	1455.2	-60.9	
14	Spectrogram 1	1	57.404009382	57.596631875	150.9	657.5	0.193	506.6	-59.3	
15	Spectrogram 1	1	57.758121827	58.306355077	118.6	883.9	0.548	765.3	-53.2	
16	Spectrogram 1	1	59.318857928	59.738676182	43.1	808.4	0.420	765.3	-50.3	
17	Spectrogram 1	1	59.634956378	60.020201365	97.0	797.7	0.385	700.6	-52.9	
18	Spectrogram 1	1	60.286909433	60.519044233	53.9	1088.7	0.232	1034.8	-49.0	
19	Spectrogram 1	1	61.016894660	61.174943886	97.0	571.3	0.158	474.3	-53.0	
20	Spectrogram 1	1	61.431773877	61.668847715	32.3	991.7	0.237	959.3	-51.0	
21	Spectrogram 1	1	65.262220125	65.509172039	53.9	646.7	0.247	592.8	-50.5	
22	Spectrogram 1	1	65.365939929	65.647465112	53.9	786.9	0.282	733.0	-48.5	
23	Spectrogram 1	1	65.583257614	65.756123954	86.2	786.9	0.173	700.6	-44.5	
24	Spectrogram 1	1	65.642526073	65.874660873	150.9	808.4	0.232	657.5	-45.9	
25	Spectrogram 1	1	66.338930473	66.595760464	97.0	873.1	0.257	776.1	-53.1	
26	Spectrogram 1	1	67.820641961	68.112045220	53.9	916.2	0.291	862.3	-48.5	
27	Spectrogram 1	1	68.596070973	68.847961926	97.0	959.3	0.252	862.3	-53.6	
28	Spectrogram 1	1	69.109730955	69.465341712	204.8	1271.9	0.356	1067.1	-48.7	
29	Spectrogram 1	1	69.272719219	69.588817670	53.9	592.8	0.316	539.0	-46.5	
30	Spectrogram 1	1	69.538596994	69.706524296	32.3	614.4	0.168	582.1	-43.4	
31	Spectrogram 1	1	69.657133913	69.869512560	161.7	549.7	0.212	388.0	-38.2	
32	Spectrogram 1	1	69.765792756	70.032500823	75.5	517.4	0.267	441.9	-40.5	
33	Spectrogram 1	1	70.086830245	70.249818508	86.2	851.5	0.163	765.3	-43.8	
34	Spectrogram 1	1	70.358477351	70.679514840	86.2	851.5	0.321	765.3	-50.8	
35	Spectrogram 1	1	70.995613291	71.207991937	64.7	937.8	0.212	873.1	-47.6	
36	Spectrogram 1	1	71.956569372	72.272667823	97.0	495.8	0.316	398.8	-46.1	
37	Spectrogram 1	1	73.250597405	73.418524707	150.9	485.1	0.168	334.2	-41.9	
38	Spectrogram 1	1	73.403707592	73.596330085	161.7	840.8	0.193	679.1	-48.1	
39	Spectrogram 1	1	74.080355838	74.282856408	237.1	797.7	0.203	560.5	-41.0	
40	Spectrogram 1	1	74.169258527	74.371759097	107.8	603.6	0.203	495.8	-42.5	
41	Spectrogram 1	1	74.223587948	74.450783710	97.0	840.8	0.227	743.8	-44.7	
42	Spectrogram 1	1	74.801455429	75.013834075	75.5	819.2	0.212	743.8	-50.6	
43	Spectrogram 1	1	75.685543283	75.883104815	107.8	679.1	0.198	571.3	-47.7	
44	Spectrogram 1	1	76.214020381	76.544935946	32.3	592.8	0.331	560.5	-50.0	
45	Spectrogram 1	1	76.707924210	77.019083623	97.0	754.5	0.311	657.5	-42.6	
46	Spectrogram 1	1	77.245243371	77.388475481	172.5	657.5	0.143	485.1	-40.1	
47	Spectrogram 1	1	77.546524707	77.739147200	129.3	657.5	0.193	528.2	-48.5	
48	Spectrogram 1	1	79.275188109	79.472749641	107.8	679.1	0.198	571.3	-55.7	
49	Spectrogram 1	1	79.615981752	79.843177513	97.0	592.8	0.227	495.8	-52.0	
50	Spectrogram 1	1	79.892567896	80.124702696	172.5	689.9	0.232	517.4	-54.2	
51	Spectrogram 1	1	80.411166917	80.648240755	140.1	840.8	0.237	700.6	-47.3	
52	Spectrogram 1	1	80.648240755	80.850741325	64.7	582.1	0.203	517.4	-46.4	
53	Spectrogram 1	1	80.781594789	81.092754201	129.3	1013.2	0.311	883.9	-50.9	
54	Spectrogram 1	1	81.399318178	81.735172782	161.7	916.2	0.336	754.5	-47.8	
55	Spectrogram 1	1	110.008653287	110.398837312	247.9	1358.2	0.390	1110.2	-53.2	
56	Spectrogram 1	1	120.250071680	121.277391645	129.3	2511.5	1.027	2382.2	-52.9	
57	Spectrogram 1	1	125.784992011	126.832068129	64.7	2382.2	1.047	2317.5	-56.1	
