Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	6.526339611	6.993008707	122.5	1134.1	0.467	1011.7	-55.1	
2	Spectrogram 1	1	32.737515525	33.063878880	106.5	915.8	0.326	809.3	-49.6	
3	Spectrogram 1	1	33.048628256	33.249936494	207.7	830.6	0.201	623.0	-51.3	
4	Spectrogram 1	1	33.256036743	33.600700847	122.5	846.6	0.345	724.1	-52.5	
5	Spectrogram 1	1	39.924473587	40.412493557	154.4	1091.5	0.488	937.1	-46.2	
6	Spectrogram 1	1	42.044310331	42.575032048	127.8	905.2	0.531	777.4	-57.7	
7	Spectrogram 1	1	50.015371256	50.332584236	90.5	1070.2	0.317	979.7	-54.7	
8	Spectrogram 1	1	50.790102958	51.012762069	79.9	819.4	0.223	739.5	-47.3	
9	Spectrogram 1	1	50.930408699	51.122566562	138.4	644.3	0.192	505.8	-44.9	
10	Spectrogram 1	1	55.719435677	55.957345412	206.5	1012.9	0.238	806.5	-45.5	
11	Spectrogram 1	1	57.647858850	58.026074327	51.6	800.0	0.378	748.4	-52.6	
12	Spectrogram 1	1	58.572046668	58.889259648	51.6	806.5	0.317	754.8	-53.2	
13	Spectrogram 1	1	59.703642973	59.969003832	77.4	922.6	0.265	845.2	-50.5	
14	Spectrogram 1	1	60.409489727	60.763304206	180.6	819.4	0.354	638.7	-52.0	
15	Spectrogram 1	1	62.478007332	62.755568690	90.3	825.8	0.278	735.5	-43.3	
16	Spectrogram 1	1	62.917225305	63.127683917	103.2	645.2	0.210	541.9	-42.6	
17	Spectrogram 1	1	63.109383168	63.454047271	109.7	735.5	0.345	625.8	-47.8	
18	Spectrogram 1	1	64.289781470	64.558192453	71.0	741.9	0.268	671.0	-50.9	
19	Spectrogram 1	1	64.608684993	64.916747599	45.2	716.1	0.308	671.0	-49.5	
20	Spectrogram 1	1	65.212609706	65.523722437	135.5	696.8	0.311	561.3	-49.7	
21	Spectrogram 1	1	64.895396726	65.139406711	141.9	722.6	0.244	580.7	-54.8	
22	Spectrogram 1	1	65.831785043	66.020892781	174.2	1012.9	0.189	838.7	-45.5	
23	Spectrogram 1	1	65.938539411	66.094095777	51.6	645.2	0.156	593.6	-48.4	
24	Spectrogram 1	1	66.081895277	66.249652142	180.6	651.6	0.168	471.0	-47.0	
25	Spectrogram 1	1	66.210000519	66.441810005	71.0	812.9	0.232	741.9	-47.4	
26	Spectrogram 1	1	66.710220989	66.838326231	135.5	645.2	0.128	509.7	-47.4	
27	Spectrogram 1	1	67.976666129	68.226776364	64.5	645.2	0.250	580.7	-50.8	
28	Spectrogram 1	1	69.471227287	69.696936523	19.4	903.2	0.226	883.9	-47.6	
29	Spectrogram 1	1	69.718287397	69.940946508	71.0	812.9	0.223	741.9	-46.4	
30	Spectrogram 1	1	69.849442764	70.102603123	90.3	735.5	0.253	645.2	-44.3	
31	Spectrogram 1	1	70.249009114	70.496069224	103.2	767.8	0.247	664.5	-43.4	
32	Spectrogram 1	1	71.261237283	71.465595645	12.9	716.1	0.204	703.2	-49.8	
33	Spectrogram 1	1	71.462545520	71.691304881	77.4	671.0	0.229	593.6	-46.0	
34	Spectrogram 1	1	72.511788456	72.786299689	90.3	658.1	0.275	567.7	-49.7	
35	Spectrogram 1	1	72.691745819	72.911354806	90.3	625.8	0.220	535.5	-47.9	
36	Spectrogram 1	1	72.819851062	73.091312170	148.4	774.2	0.271	625.8	-47.1	
37	Spectrogram 1	1	74.306640130	74.486597493	109.7	722.6	0.180	612.9	-45.4	
38	Spectrogram 1	1	74.431695247	74.587251612	90.3	612.9	0.156	522.6	-43.0	
39	Spectrogram 1	1	74.596401987	74.739757853	148.4	677.4	0.143	529.0	-45.7	
40	Spectrogram 1	1	74.669604982	74.840411972	251.6	683.9	0.171	432.3	-46.2	
41	Spectrogram 1	1	74.812960848	74.944116215	206.5	690.3	0.131	483.9	-47.4	
42	Spectrogram 1	1	74.883113719	75.060020958	238.7	696.8	0.177	458.1	-46.0	
43	Spectrogram 1	1	75.060020958	75.355883065	122.6	1116.1	0.296	993.6	-44.0	
44	Spectrogram 1	1	75.907955656	76.234319010	71.0	703.2	0.326	632.3	-47.5	
45	Spectrogram 1	1	76.478861978	76.628318093	96.8	671.0	0.149	574.2	-42.0	
46	Spectrogram 1	1	76.847927080	77.030934568	148.4	587.1	0.183	438.7	-43.3	
47	Spectrogram 1	1	77.183440809	77.378648797	161.3	690.3	0.195	529.0	-46.6	
48	Spectrogram 1	1	77.125488438	77.271894429	251.6	806.5	0.146	554.8	-46.4	
49	Spectrogram 1	1	77.384749047	77.525054788	96.8	703.2	0.140	606.5	-44.3	
50	Spectrogram 1	1	77.936821638	78.147280250	116.1	716.1	0.210	600.0	-47.5	
51	Spectrogram 1	1	78.092378003	78.281485741	71.0	606.5	0.189	535.5	-43.5	
52	Spectrogram 1	1	78.290957788	78.406862531	122.6	593.6	0.116	471.0	-43.5	
53	Spectrogram 1	1	78.437363779	78.608170768	141.9	664.5	0.171	522.6	-44.1	
54	Spectrogram 1	1	78.632571767	78.882682001	187.1	741.9	0.250	554.8	-46.9	
55	Spectrogram 1	1	80.060030178	80.261338416	64.5	632.3	0.201	567.7	-46.5	
56	Spectrogram 1	1	80.812051425	80.955407291	25.8	483.9	0.143	458.1	-47.1	
57	Spectrogram 1	1	80.964557666	81.101813282	122.6	664.5	0.137	541.9	-44.9	
58	Spectrogram 1	1	81.056061410	81.281770646	25.8	671.0	0.226	645.2	-43.3	
59	Spectrogram 1	1	81.226868400	81.388525015	58.1	535.5	0.162	477.4	-40.7	
60	Spectrogram 1	1	82.263910835	82.517071195	122.6	645.2	0.253	522.6	-47.2	
61	Spectrogram 1	1	82.943675400	83.172434761	96.8	541.9	0.229	445.2	-46.2	
62	Spectrogram 1	1	83.227337007	83.428645245	83.9	600.0	0.201	516.1	-49.2	
63	Spectrogram 1	1	83.437795619	83.712306852	258.1	812.9	0.275	554.8	-50.6	
64	Spectrogram 1	1	84.227777945	84.471787930	135.5	754.8	0.244	619.4	-51.8	
65	Spectrogram 1	1	84.590742798	84.865254031	45.2	877.4	0.275	832.3	-45.4	
66	Spectrogram 1	1	85.591193088	85.871804570	64.5	735.5	0.281	671.0	-49.0	
67	Spectrogram 1	1	85.984659188	86.225619049	103.2	671.0	0.241	567.7	-50.4	
68	Spectrogram 1	1	86.283571420	86.530631530	264.5	825.8	0.247	561.3	-53.4	
69	Spectrogram 1	1	86.921047506	87.064403372	58.1	716.1	0.143	658.1	-53.2	
70	Spectrogram 1	1	87.082704121	87.235210361	90.3	767.8	0.153	677.4	-48.3	
71	Spectrogram 1	1	89.307099762	89.505357875	258.1	787.1	0.198	529.0	-56.1	
72	Spectrogram 1	1	89.804270107	90.051330216	129.0	767.8	0.247	638.7	-45.2	
73	Spectrogram 1	1	90.444796317	90.722357675	90.3	683.9	0.278	593.6	-49.8	
74	Spectrogram 1	1	91.109723526	91.344583137	58.1	735.5	0.235	677.4	-49.2	
75	Spectrogram 1	1	91.262229767	91.457437755	135.5	838.7	0.195	703.2	-49.5	
76	Spectrogram 1	1	91.707547989	91.878354979	296.8	838.7	0.171	541.9	-49.6	
77	Spectrogram 1	1	91.905806102	92.137615588	116.1	741.9	0.232	625.8	-46.9	
78	Spectrogram 1	1	92.082713341	92.302322327	206.5	838.7	0.220	632.3	-50.5	
79	Spectrogram 1	1	92.465357227	92.706317087	129.0	845.2	0.241	716.1	-52.2	
80	Spectrogram 1	1	93.023530068	93.301091426	103.2	748.4	0.278	645.2	-49.5	
81	Spectrogram 1	1	93.697607651	93.972118884	122.6	825.8	0.275	703.2	-49.4	
82	Spectrogram 1	1	94.142925874	94.344234111	129.0	619.4	0.201	490.3	-46.1	
83	Spectrogram 1	1	94.368635110	94.582143846	64.5	703.2	0.214	638.7	-47.2	
84	Spectrogram 1	1	94.591294221	94.789552334	116.1	709.7	0.198	593.6	-46.0	
85	Spectrogram 1	1	95.451429418	95.713740152	122.6	838.7	0.262	716.1	-54.4	
86	Spectrogram 1	1	96.383619401	96.642880010	77.4	748.4	0.259	671.0	-51.9	
87	Spectrogram 1	1	97.890381058	98.125240668	200.0	967.8	0.235	767.8	-50.6	
88	Spectrogram 1	1	98.082538921	98.296047658	212.9	664.5	0.214	451.6	-46.4	
89	Spectrogram 1	1	99.094032149	99.344142383	232.3	851.6	0.250	619.4	-49.7	
90	Spectrogram 1	1	99.514949373	99.740658609	141.9	877.4	0.226	735.5	-46.0	
91	Spectrogram 1	1	100.487939188	100.777701045	135.5	825.8	0.290	690.3	-49.6	
92	Spectrogram 1	1	101.043806196	101.321367554	251.6	980.7	0.278	729.0	-51.2	
93	Spectrogram 1	1	101.199362561	101.418971547	238.7	632.3	0.220	393.6	-51.7	
94	Spectrogram 1	1	102.413312236	102.703074093	167.7	1012.9	0.290	845.2	-54.7	
95	Spectrogram 1	1	104.745197187	105.001407671	141.9	812.9	0.256	671.0	-52.9	
96	Spectrogram 1	1	105.507728390	105.809690746	161.3	812.9	0.302	651.6	-51.2	
97	Spectrogram 1	1	109.067343758	109.283902620	200.0	858.1	0.217	658.1	-55.7	
98	Spectrogram 1	1	110.641208161	110.976721891	71.0	903.2	0.336	832.3	-57.4	
99	Spectrogram 1	1	111.443390987	111.785004966	161.3	877.4	0.342	716.1	-56.2	
100	Spectrogram 1	1	122.986580099	123.312943454	232.3	1212.9	0.326	980.7	-56.3	
