Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	36.461621689	37.013781605	68.6	1053.6	0.552	985.0	-50.8	
2	Spectrogram 1	1	39.589089965	39.886738669	31.2	704.5	0.298	673.3	-57.8	
3	Spectrogram 1	1	39.934189912	40.145563630	81.0	723.2	0.211	642.1	-56.1	
4	Spectrogram 1	1	40.304793471	40.878522134	31.2	766.8	0.574	735.7	-52.0	
5	Spectrogram 1	1	45.322591387	45.732397575	81.0	960.1	0.410	879.1	-63.0	
6	Spectrogram 1	1	46.409656222	46.776324917	81.0	754.4	0.367	673.3	-68.6	
7	Spectrogram 1	1	48.506138405	49.010847078	280.5	1066.1	0.505	785.5	-60.7	
8	Spectrogram 1	1	52.932801433	53.135547653	49.9	523.7	0.203	473.8	-65.1	
9	Spectrogram 1	1	54.639759265	54.911525474	99.8	679.6	0.272	579.8	-58.3	
10	Spectrogram 1	1	56.744868946	57.012321406	62.3	916.5	0.267	854.1	-54.8	
11	Spectrogram 1	1	57.124478889	57.404872596	68.6	891.5	0.280	822.9	-54.6	
12	Spectrogram 1	1	58.816981691	59.235415378	106.0	748.1	0.418	642.1	-56.6	
13	Spectrogram 1	1	58.911884177	59.403651602	49.9	766.8	0.492	717.0	-55.7	
14	Spectrogram 1	1	60.844443884	61.180916333	74.8	1190.8	0.336	1116.0	-56.8	
15	Spectrogram 1	1	62.432432908	62.596355383	74.8	561.1	0.164	486.3	-62.9	
16	Spectrogram 1	1	71.299457072	72.334756915	143.4	1309.2	1.035	1165.8	-63.8	
17	Spectrogram 1	1	73.007701813	73.352801761	199.5	766.8	0.345	567.3	-53.8	
18	Spectrogram 1	1	74.112021646	74.383787855	56.1	673.3	0.272	617.2	-36.7	
19	Spectrogram 1	1	85.887193487	86.586020881	68.6	1259.4	0.699	1190.8	-61.1	
20	Spectrogram 1	1	89.103055441	89.508547880	68.6	773.1	0.405	704.5	-53.8	
21	Spectrogram 1	1	89.361880402	89.698352851	68.6	847.9	0.336	779.3	-49.5	
22	Spectrogram 1	1	89.750117843	90.004629054	99.8	529.9	0.255	430.2	-48.5	
23	Spectrogram 1	1	94.346833332	94.553893301	68.6	617.2	0.207	548.6	-67.8	
24	Spectrogram 1	1	97.604545871	97.880625829	49.9	1010.0	0.276	960.1	-54.2	
25	Spectrogram 1	1	97.703762106	98.048862053	87.3	1059.9	0.345	972.6	-55.2	
26	Spectrogram 1	1	102.267708914	102.733593843	112.2	860.3	0.466	748.1	-61.7	
27	Spectrogram 1	1	102.651935060	103.066054997	24.9	922.7	0.414	897.8	-50.0	
28	Spectrogram 1	1	102.393110099	102.608797567	554.9	1209.5	0.216	654.6	-66.1	
29	Spectrogram 1	1	104.711636544	105.173207724	37.4	991.3	0.462	953.9	-50.0	
30	Spectrogram 1	1	106.557921264	107.006551196	31.2	891.5	0.449	860.3	-51.4	
31	Spectrogram 1	1	110.224758776	110.539662478	56.1	891.5	0.315	835.4	-47.5	
32	Spectrogram 1	1	110.384367502	110.492211235	155.9	604.7	0.108	448.9	-43.6	
33	Spectrogram 1	1	122.309309966	122.477546191	124.7	735.7	0.168	611.0	-62.1	
