Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
2	Spectrogram 1	1	50.106425176	50.901826693	75.0	1519.0	0.795	1444.0	-59.1	
3	Spectrogram 1	1	59.069414260	59.341190750	75.0	1328.5	0.272	1253.5	-58.1	
4	Spectrogram 1	1	64.702527806	65.168430360	182.1	1403.5	0.466	1221.4	-55.0	
5	Spectrogram 1	1	68.663827482	69.146985686	64.3	1092.8	0.483	1028.5	-58.1	
6	Spectrogram 1	1	70.766051886	70.942922300	64.3	900.0	0.177	835.7	-55.3	
7	Spectrogram 1	1	69.713457228	69.860130254	42.9	739.2	0.147	696.4	-56.6	
8	Spectrogram 1	1	71.046456201	71.775507419	117.9	1339.2	0.729	1221.4	-57.3	
9	Spectrogram 1	1	71.961005658	72.150817810	32.1	685.7	0.190	653.5	-53.1	
10	Spectrogram 1	1	73.649094459	73.899301386	75.0	825.0	0.250	750.0	-55.1	
11	Spectrogram 1	1	82.344620966	82.776012219	85.7	653.5	0.431	567.8	-62.6	
12	Spectrogram 1	1	82.836406995	83.172892172	64.3	964.2	0.336	900.0	-58.1	
13	Spectrogram 1	1	85.187489326	85.618880579	96.4	1317.8	0.431	1221.4	-59.7	
14	Spectrogram 1	1	88.365079639	88.934516094	32.1	503.5	0.569	471.4	-59.6	
15	Spectrogram 1	1	95.275037640	95.727998456	75.0	1232.1	0.453	1157.1	-42.9	
16	Spectrogram 1	1	93.424369163	93.903213454	53.6	1232.1	0.479	1178.5	-66.5	
18	Spectrogram 1	1	100.768513014	101.027347766	104.4	1148.7	0.259	1044.3	-58.9	
19	Spectrogram 1	1	101.752085072	102.239557188	193.9	1521.6	0.487	1327.7	-64.5	
20	Spectrogram 1	1	103.253326634	103.667462237	104.4	1238.2	0.414	1133.8	-60.4	
21	Spectrogram 1	1	119.559994691	119.961188557	253.6	1282.9	0.401	1029.3	-67.6	
22	Spectrogram 1	1	67.208476012	67.450055114	29.8	895.1	0.242	865.2	-65.3	
