Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	11.373583779	11.811307171	172.0	1566.1	0.438	1394.0	-52.4	
2	Spectrogram 1	1	24.013340190	24.502131310	106.8	1334.7	0.489	1227.9	-53.3	
3	Spectrogram 1	1	34.404787848	34.891147172	23.7	1180.5	0.486	1156.8	-58.2	
4	Spectrogram 1	1	39.773333275	40.313192124	83.0	1144.9	0.540	1061.8	-59.4	
5	Spectrogram 1	1	43.138939794	43.418596405	83.0	937.3	0.280	854.2	-57.3	
6	Spectrogram 1	1	44.949889868	45.373022479	59.3	978.8	0.423	919.5	-53.7	
7	Spectrogram 1	1	49.779618048	50.059274659	65.3	1103.4	0.280	1038.1	-55.7	
8	Spectrogram 1	1	50.769359271	51.046584085	65.3	883.9	0.277	818.6	-59.9	
9	Spectrogram 1	1	59.947668555	60.375664760	160.2	943.2	0.428	783.0	-51.2	
10	Spectrogram 1	1	66.276466024	66.736075585	106.8	854.2	0.460	747.4	-47.4	
11	Spectrogram 1	1	73.457597917	73.756708901	124.6	789.0	0.299	664.4	-50.7	
12	Spectrogram 1	1	76.531897078	76.857757824	35.6	919.5	0.326	883.9	-52.3	
13	Spectrogram 1	1	108.013405285	108.334402439	106.8	1044.1	0.321	937.3	-49.8	
14	Spectrogram 1	1	125.254075405	126.041977509	136.4	1803.4	0.788	1666.9	-59.5	
