Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	12.239992746	12.736073921	286.8	1670.8	0.496	1384.0	-57.3	
2	Spectrogram 1	1	26.151330914	26.686235833	162.1	1309.2	0.535	1147.1	-54.5	
3	Spectrogram 1	1	32.531981956	32.881395653	62.3	1059.9	0.349	997.5	-55.5	
4	Spectrogram 1	1	35.482586509	35.987295182	87.3	1047.4	0.505	960.1	-55.6	
5	Spectrogram 1	1	40.683052485	41.127368667	49.9	1309.2	0.444	1259.4	-48.8	
6	Spectrogram 1	1	40.305272187	40.577038396	87.3	523.7	0.272	436.4	-69.1	
7	Spectrogram 1	1	47.511631672	48.085360335	61.7	1093.3	0.574	1031.6	-66.2	
8	Spectrogram 1	1	48.689285243	49.250072658	44.1	996.3	0.561	952.2	-61.3	
9	Spectrogram 1	1	49.577917609	50.030861290	105.8	1146.2	0.453	1040.4	-62.5	
10	Spectrogram 1	1	51.508182709	51.771321420	123.4	1093.3	0.263	969.8	-63.2	
11	Spectrogram 1	1	53.583096145	53.699567377	79.4	564.3	0.116	484.9	-54.5	
12	Spectrogram 1	1	54.143883560	54.441532265	141.1	678.9	0.298	537.8	-50.9	
13	Spectrogram 1	1	54.819833478	55.173560924	79.4	652.4	0.354	573.1	-50.6	
14	Spectrogram 1	1	55.484150877	55.613563357	88.2	502.6	0.129	414.4	-56.3	
15	Spectrogram 1	1	59.299619160	59.433345389	79.4	432.0	0.134	352.7	-63.1	
16	Spectrogram 1	1	60.925902663	61.253747613	44.1	705.3	0.328	661.3	-52.5	
17	Spectrogram 1	1	63.082777336	63.294151054	61.7	731.8	0.211	670.1	-50.9	
18	Spectrogram 1	1	64.021771246	64.142556228	61.7	731.8	0.121	670.1	-48.9	
19	Spectrogram 1	1	64.129614980	64.366871194	88.2	784.7	0.237	696.5	-46.2	
20	Spectrogram 1	1	65.320209799	65.544524765	167.5	758.2	0.224	590.7	-52.5	
21	Spectrogram 1	1	65.428053533	65.583348510	61.7	476.1	0.155	414.4	-55.0	
22	Spectrogram 1	1	65.868055966	66.036292191	123.4	828.8	0.168	705.3	-52.2	
23	Spectrogram 1	1	66.987383581	67.159933554	61.7	555.5	0.173	493.7	-47.5	
24	Spectrogram 1	1	67.315228531	67.418758515	44.1	476.1	0.104	432.0	-53.8	
25	Spectrogram 1	1	67.677583476	67.962290933	70.5	811.1	0.285	740.6	-48.5	
26	Spectrogram 1	1	68.419548363	68.514450849	88.2	467.3	0.095	379.1	-55.5	
27	Spectrogram 1	1	68.505823350	68.669745826	88.2	608.4	0.164	520.2	-45.6	
28	Spectrogram 1	1	68.937198285	69.161513251	79.4	696.5	0.224	617.2	-44.3	
29	Spectrogram 1	1	69.981125627	70.136420603	61.7	617.2	0.155	555.5	-56.9	
30	Spectrogram 1	1	71.482547225	71.637842201	149.9	696.5	0.155	546.6	-52.1	
31	Spectrogram 1	1	71.970000901	72.224512112	52.9	890.5	0.255	837.6	-52.5	
32	Spectrogram 1	1	72.630241376	72.902007585	44.1	670.1	0.272	626.0	-44.2	
33	Spectrogram 1	1	72.781222603	72.996910071	105.8	511.4	0.216	405.6	-40.7	
34	Spectrogram 1	1	73.579266232	73.997699919	123.4	784.7	0.418	661.3	-46.4	
35	Spectrogram 1	1	73.751816206	74.075347407	105.8	731.8	0.324	626.0	-45.3	
36	Spectrogram 1	1	74.010641167	74.226328634	79.4	881.7	0.216	802.3	-49.3	
37	Spectrogram 1	1	74.959666023	75.209863485	167.5	872.9	0.250	705.3	-49.7	
38	Spectrogram 1	1	75.301627533	75.443981262	194.0	608.4	0.142	414.4	-48.2	
39	Spectrogram 1	1	75.521628750	75.646727481	114.6	537.8	0.125	423.2	-51.9	
40	Spectrogram 1	1	76.017709925	76.229083643	176.3	908.1	0.211	731.8	-48.4	
41	Spectrogram 1	1	76.871832295	77.087519762	61.7	908.1	0.216	846.4	-48.7	
42	Spectrogram 1	1	76.716537319	77.139284755	79.4	811.1	0.423	731.8	-48.7	
43	Spectrogram 1	1	76.988303527	77.372227219	70.5	731.8	0.384	661.3	-49.1	
44	Spectrogram 1	1	77.402423465	77.665562175	114.6	617.2	0.263	502.6	-49.5	
45	Spectrogram 1	1	77.631052180	77.941642133	44.1	626.0	0.311	581.9	-50.2	
46	Spectrogram 1	1	77.812229653	78.131447104	88.2	608.4	0.319	520.2	-47.5	
47	Spectrogram 1	1	78.105564608	78.329879574	88.2	749.4	0.224	661.3	-46.6	
48	Spectrogram 1	1	78.368703318	78.657724524	97.0	581.9	0.289	484.9	-46.6	
49	Spectrogram 1	1	78.987636008	79.207637225	114.6	820.0	0.220	705.3	-47.0	
50	Spectrogram 1	1	79.160185982	79.436265940	79.4	537.8	0.276	458.5	-46.1	
51	Spectrogram 1	1	79.466462186	79.755483392	273.3	837.6	0.289	564.3	-47.4	
52	Spectrogram 1	1	79.552737173	79.915092118	141.1	837.6	0.362	696.5	-47.9	
53	Spectrogram 1	1	80.057445846	80.441369538	105.8	855.2	0.384	749.4	-51.8	
54	Spectrogram 1	1	80.842548227	80.980588206	88.2	520.2	0.138	432.0	-54.7	
55	Spectrogram 1	1	81.084118190	81.235099417	141.1	705.3	0.151	564.3	-48.6	
56	Spectrogram 1	1	81.122941934	81.386080645	114.6	590.7	0.263	476.1	-48.1	
57	Spectrogram 1	1	81.679415600	81.890789318	70.5	529.0	0.211	458.5	-46.3	
58	Spectrogram 1	1	82.780596995	83.134324441	70.5	784.7	0.354	714.2	-53.1	
59	Spectrogram 1	1	82.961774468	83.298246917	35.3	899.3	0.336	864.0	-52.1	
60	Spectrogram 1	1	83.125696943	83.337070661	97.0	723.0	0.211	626.0	-49.7	
61	Spectrogram 1	1	83.242168175	83.419031898	52.9	643.6	0.177	590.7	-46.7	
62	Spectrogram 1	1	83.488051888	83.854720582	70.5	828.8	0.367	758.2	-54.8	
63	Spectrogram 1	1	84.760607945	85.092766645	132.3	617.2	0.332	484.9	-52.3	
64	Spectrogram 1	1	85.344888532	85.625282240	132.3	661.3	0.280	529.0	-45.8	
65	Spectrogram 1	1	85.707243477	85.909989697	132.3	661.3	0.203	529.0	-50.5	
66	Spectrogram 1	1	85.849597206	86.095480918	61.7	573.1	0.246	511.4	-48.0	
67	Spectrogram 1	1	86.479404610	86.802935811	79.4	546.6	0.324	467.3	-53.4	
68	Spectrogram 1	1	87.152349508	87.488821957	70.5	775.9	0.336	705.3	-50.5	
69	Spectrogram 1	1	87.307644485	87.514704453	167.5	564.3	0.207	396.8	-46.8	
70	Spectrogram 1	1	87.768656049	87.902382279	88.2	608.4	0.134	520.2	-56.0	
71	Spectrogram 1	1	88.139638493	88.467483443	79.4	705.3	0.328	626.0	-52.6	
72	Spectrogram 1	1	88.696112158	88.903172127	176.3	626.0	0.207	449.7	-53.5	
73	Spectrogram 1	1	89.084349600	89.226703328	79.4	555.5	0.142	476.1	-57.8	
74	Spectrogram 1	1	89.675333260	90.033374456	123.4	925.8	0.358	802.3	-55.2	
75	Spectrogram 1	1	90.197296931	90.503573134	79.4	714.2	0.306	634.8	-47.4	
76	Spectrogram 1	1	90.339650659	90.758084346	158.7	855.2	0.418	696.5	-49.0	
77	Spectrogram 1	1	91.289898217	91.488330687	97.0	511.4	0.198	414.4	-52.6	
78	Spectrogram 1	1	91.639311914	91.924019371	167.5	714.2	0.285	546.6	-50.4	
79	Spectrogram 1	1	91.742841899	91.936960619	167.5	661.3	0.194	493.7	-48.4	
80	Spectrogram 1	1	91.850685632	92.005980609	52.9	626.0	0.155	573.1	-47.7	
81	Spectrogram 1	1	92.083628097	92.407159298	88.2	643.6	0.324	555.5	-50.4	
82	Spectrogram 1	1	92.428728045	92.687553006	149.9	643.6	0.259	493.7	-48.0	
83	Spectrogram 1	1	92.791082990	92.972260462	105.8	573.1	0.181	467.3	-46.7	
84	Spectrogram 1	1	93.187947930	93.395007898	79.4	811.1	0.207	731.8	-52.7	
85	Spectrogram 1	1	93.973050311	94.313836509	123.4	820.0	0.341	696.5	-53.2	
86	Spectrogram 1	1	94.873969528	95.037892003	97.0	546.6	0.164	449.7	-58.6	
87	Spectrogram 1	1	95.637503162	96.025740603	97.0	723.0	0.388	626.0	-54.3	
88	Spectrogram 1	1	96.487311783	96.642606759	158.7	696.5	0.155	537.8	-50.1	
89	Spectrogram 1	1	96.755844837	96.949963557	167.5	820.0	0.194	652.4	-54.2	
90	Spectrogram 1	1	96.820551077	97.135454779	70.5	749.4	0.315	678.9	-52.2	
91	Spectrogram 1	1	97.536633468	97.993890899	97.0	864.0	0.457	767.1	-51.8	
92	Spectrogram 1	1	97.791144680	98.097420883	211.6	714.2	0.306	502.6	-53.1	
