Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	36.862649909	37.326313803	44.5	2003.0	0.464	1958.5	-61.0	
2	Spectrogram 1	1	50.514072006	50.989937581	44.5	1231.5	0.476	1186.9	-62.4	
3	Spectrogram 1	1	60.683897678	61.190267457	59.3	1335.3	0.506	1276.0	-58.4	
4	Spectrogram 1	1	74.244707022	74.836488571	44.5	1216.6	0.592	1172.1	-60.1	
5	Spectrogram 1	1	76.752152555	77.307329060	44.5	1454.0	0.555	1409.5	-57.3	
6	Spectrogram 1	1	79.790371229	80.333346053	148.4	1320.5	0.543	1172.1	-60.5	
7	Spectrogram 1	1	94.560738751	95.067108530	192.9	1913.9	0.506	1721.1	-62.7	
8	Spectrogram 1	1	97.239007823	97.836890213	163.2	1706.2	0.598	1543.0	-51.5	
9	Spectrogram 1	1	108.038211835	108.599489181	103.9	1928.8	0.561	1824.9	-57.6	
10	Spectrogram 1	1	109.524591418	110.213986419	118.7	1869.4	0.689	1750.7	-59.9	
11	Spectrogram 1	1	112.667124290	113.887292432	14.8	1750.7	1.220	1735.9	-52.1	
