Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	17.244736807	17.969399052	97.0	1904.4	0.725	1807.5	-52.7	
2	Spectrogram 1	1	34.830967393	35.575083657	131.6	1717.5	0.744	1585.9	-56.9	
3	Spectrogram 1	1	38.731799777	39.356760170	97.0	1599.7	0.625	1502.8	-50.2	
4	Spectrogram 1	1	40.423070648	40.719744453	159.3	872.6	0.297	713.3	-54.8	
5	Spectrogram 1	1	41.356863608	41.675423185	117.7	761.8	0.319	644.0	-54.7	
6	Spectrogram 1	1	47.569262262	48.155314614	110.8	1398.9	0.586	1288.1	-46.3	
7	Spectrogram 1	1	51.417902157	51.799687299	103.9	789.5	0.382	685.6	-55.8	
8	Spectrogram 1	1	51.177158659	51.327927314	97.0	526.3	0.151	429.4	-62.2	
9	Spectrogram 1	1	65.453472717	65.791486314	34.6	900.3	0.338	865.7	-55.1	
10	Spectrogram 1	1	69.176555328	69.329755736	83.1	602.5	0.153	519.4	-53.5	
11	Spectrogram 1	1	69.251939656	69.453775113	83.1	637.1	0.202	554.0	-50.8	
12	Spectrogram 1	1	70.706127650	70.963893415	48.5	831.0	0.258	782.5	-55.8	
13	Spectrogram 1	1	73.509062443	74.119432320	138.5	1225.8	0.610	1087.3	-57.0	
14	Spectrogram 1	1	81.461444403	82.217719430	173.1	1648.2	0.756	1475.1	-55.8	
15	Spectrogram 1	1	83.105309092	83.265804757	193.9	754.8	0.160	560.9	-43.0	
16	Spectrogram 1	1	89.027564077	89.715750034	173.1	1398.9	0.688	1225.8	-56.0	
17	Spectrogram 1	1	93.140113511	93.568101951	48.5	955.7	0.428	907.2	-55.9	
