Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	27.099434840	28.108471992	201.5	2286.9	1.009	2085.4	-61.0	
2	Spectrogram 1	1	28.483626831	29.128289456	61.3	1130.3	0.645	1069.0	-59.2	
3	Spectrogram 1	1	34.671429945	34.943093794	153.3	906.9	0.272	753.5	-55.4	
4	Spectrogram 1	1	36.023281002	36.314349411	74.5	898.1	0.291	823.6	-55.8	
5	Spectrogram 1	1	36.495458643	36.805931613	39.4	661.5	0.310	622.1	-52.8	
6	Spectrogram 1	1	36.717533059	37.058190901	74.5	622.1	0.341	547.6	-49.0	
7	Spectrogram 1	1	40.632303805	41.054892014	184.0	1082.1	0.423	898.1	-62.1	
8	Spectrogram 1	1	41.544318154	41.874195684	70.1	810.5	0.330	740.4	-56.1	
9	Spectrogram 1	1	42.452020378	42.807770656	61.3	933.2	0.356	871.8	-59.5	
10	Spectrogram 1	1	43.392356641	43.782603916	61.3	871.8	0.390	810.5	-53.9	
11	Spectrogram 1	1	47.136356641	47.489950857	65.7	928.8	0.354	863.1	-55.5	
12	Spectrogram 1	1	50.592274883	50.825129611	78.9	740.4	0.233	661.5	-51.8	
13	Spectrogram 1	1	50.717326496	50.967429722	87.6	626.5	0.250	538.9	-51.1	
14	Spectrogram 1	1	53.034013260	53.344486230	96.4	661.5	0.310	565.2	-53.7	
15	Spectrogram 1	1	53.771386563	54.060298910	74.5	705.4	0.289	630.9	-53.7	
16	Spectrogram 1	1	56.723770768	57.021307364	43.8	766.7	0.298	722.9	-51.3	
17	Spectrogram 1	1	58.351597798	58.655602581	57.0	858.7	0.304	801.7	-51.7	
18	Spectrogram 1	1	59.115256975	59.408481447	118.3	797.4	0.293	679.1	-52.4	
19	Spectrogram 1	1	59.345955640	59.647804361	74.5	687.8	0.302	613.4	-52.2	
20	Spectrogram 1	1	59.686613482	59.953965206	83.2	609.0	0.267	525.7	-50.7	
21	Spectrogram 1	1	59.917312147	60.132918376	57.0	762.3	0.216	705.4	-48.4	
22	Spectrogram 1	1	60.053144071	60.264438176	35.0	736.0	0.211	701.0	-51.5	
23	Spectrogram 1	1	60.630968765	60.894008365	30.7	609.0	0.263	578.3	-51.6	
24	Spectrogram 1	1	60.930661424	61.120394905	113.9	657.2	0.190	543.3	-50.3	
25	Spectrogram 1	1	62.337830835	62.654771992	96.4	740.4	0.317	644.0	-50.8	
26	Spectrogram 1	1	62.825100913	63.159290568	127.1	687.8	0.334	560.8	-52.1	
27	Spectrogram 1	1	65.149749189	65.507655529	26.3	806.1	0.358	779.8	-54.7	
28	Spectrogram 1	1	67.083737063	67.303655417	17.5	793.0	0.220	775.5	-50.3	
29	Spectrogram 1	1	68.062781558	68.377566652	92.0	845.5	0.315	753.5	-52.1	
30	Spectrogram 1	1	70.031458643	70.244908810	96.4	753.5	0.213	657.2	-54.4	
31	Spectrogram 1	1	70.682589455	70.943472992	83.2	784.2	0.261	701.0	-47.6	
32	Spectrogram 1	1	70.937004806	71.169859533	96.4	762.3	0.233	665.9	-44.9	
33	Spectrogram 1	1	71.178483782	71.366061201	92.0	701.0	0.188	609.0	-48.7	
34	Spectrogram 1	1	71.521297686	71.857643404	70.1	893.7	0.336	823.6	-55.0	
35	Spectrogram 1	1	71.997787453	72.275919488	70.1	635.3	0.278	565.2	-50.0	
36	Spectrogram 1	1	74.892961647	75.203434617	87.6	766.7	0.310	679.1	-51.6	
37	Spectrogram 1	1	75.481566652	75.746762314	70.1	543.3	0.265	473.2	-49.6	
38	Spectrogram 1	1	75.673456196	75.882594238	87.6	665.9	0.209	578.3	-49.4	
39	Spectrogram 1	1	76.438858309	76.639372102	48.2	604.6	0.201	556.4	-47.8	
40	Spectrogram 1	1	76.589782670	76.818325272	96.4	604.6	0.229	508.2	-49.6	
41	Spectrogram 1	1	76.691117597	76.874382892	70.1	530.1	0.183	460.0	-48.7	
42	Spectrogram 1	1	78.274522270	78.630272548	87.6	863.1	0.356	775.5	-55.1	
43	Spectrogram 1	1	78.533249745	78.798445406	118.3	665.9	0.265	547.6	-50.1	
44	Spectrogram 1	1	80.029556974	80.301220823	13.1	793.0	0.272	779.8	-50.4	
45	Spectrogram 1	1	80.381629167	80.666229389	35.0	937.6	0.285	902.5	-49.6	
46	Spectrogram 1	1	80.940049300	81.302267765	122.7	788.6	0.362	665.9	-54.1	
47	Spectrogram 1	1	81.830503026	81.966334950	35.0	793.0	0.136	757.9	-50.6	
48	Spectrogram 1	1	81.946930390	82.205657865	65.7	600.2	0.259	534.5	-49.2	
49	Spectrogram 1	1	82.731737063	82.983996352	122.7	928.8	0.252	806.1	-52.2	
50	Spectrogram 1	1	83.057302469	83.294469321	57.0	573.9	0.237	517.0	-47.4	
51	Spectrogram 1	1	83.361720379	83.657100913	96.4	648.4	0.295	552.0	-51.7	
52	Spectrogram 1	1	83.575170546	83.784308588	74.5	722.9	0.209	648.4	-50.7	
53	Spectrogram 1	1	83.907204138	84.230613482	30.7	744.8	0.323	714.1	-49.4	
54	Spectrogram 1	1	84.379381780	84.631641068	113.9	854.3	0.252	740.4	-55.8	
55	Spectrogram 1	1	85.000327720	85.304332503	57.0	648.4	0.304	591.4	-50.0	
56	Spectrogram 1	1	85.304332503	85.554435729	109.5	740.4	0.250	630.9	-47.0	
57	Spectrogram 1	1	85.953278554	86.207693905	74.5	705.4	0.254	630.9	-48.0	
