Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	8.106832534	9.176022332	252.5	1463.0	1.069	1210.4	-64.8	
2	Spectrogram 1	1	18.364021073	19.138413684	95.8	1532.6	0.774	1436.9	-58.9	
3	Spectrogram 1	1	35.732414733	36.660805875	130.6	1628.4	0.928	1497.8	-60.4	
4	Spectrogram 1	1	38.455988747	39.212781526	95.8	1611.0	0.757	1515.2	-58.5	
5	Spectrogram 1	1	41.339589629	41.744385766	78.4	1297.5	0.405	1219.1	-53.3	
6	Spectrogram 1	1	42.593577664	43.015973634	113.2	1018.9	0.422	905.7	-48.1	
7	Spectrogram 1	1	44.613586480	44.934783415	121.9	1027.6	0.321	905.7	-66.1	
8	Spectrogram 1	1	50.393192399	50.701189461	87.1	748.9	0.308	661.8	-68.4	
9	Spectrogram 1	1	53.310364566	53.763560241	139.3	931.8	0.453	792.4	-65.7	
10	Spectrogram 1	1	54.070404028	54.668798319	130.6	1227.9	0.598	1097.2	-60.5	
11	Spectrogram 1	1	55.707188411	56.059185053	69.7	1036.3	0.352	966.6	-53.8	
12	Spectrogram 1	1	56.732378629	57.093175187	95.8	731.5	0.361	635.7	-54.8	
13	Spectrogram 1	1	56.851177496	57.189974263	130.6	801.2	0.339	670.5	-53.6	
14	Spectrogram 1	1	57.009575985	57.418772080	165.5	966.6	0.409	801.2	-55.4	
15	Spectrogram 1	1	59.028795800	59.600790342	87.1	1105.9	0.572	1018.9	-55.2	
16	Spectrogram 1	1	59.446791812	59.996786564	69.7	1045.0	0.550	975.3	-55.1	
17	Spectrogram 1	1	60.458782156	60.815178755	61.0	687.9	0.356	627.0	-47.6	
18	Spectrogram 1	1	61.008776908	61.136375691	69.7	862.1	0.128	792.4	-50.0	
19	Spectrogram 1	1	61.105575985	61.378373382	156.7	914.4	0.273	757.6	-51.8	
20	Spectrogram 1	1	61.492772290	61.615971115	200.3	757.6	0.123	557.3	-48.1	
21	Spectrogram 1	1	61.457572626	61.703970275	139.3	487.7	0.246	348.3	-46.3	
22	Spectrogram 1	1	61.756769771	61.976767672	87.1	844.7	0.220	757.6	-52.8	
23	Spectrogram 1	1	63.461599914	64.077594037	95.8	1105.9	0.616	1010.2	-63.6	
24	Spectrogram 1	1	63.980794960	64.394391014	139.3	975.3	0.414	836.0	-61.3	
25	Spectrogram 1	1	64.337191560	64.684788243	148.0	783.7	0.348	635.7	-44.6	
26	Spectrogram 1	1	64.601189041	64.988385346	156.7	809.9	0.387	653.1	-52.6	
27	Spectrogram 1	1	65.366781736	65.767177916	113.2	818.6	0.400	705.4	-48.6	
28	Spectrogram 1	1	65.718778377	66.009175607	69.7	687.9	0.290	618.3	-49.5	
29	Spectrogram 1	1	67.387994205	67.717991056	52.2	757.6	0.330	705.4	-47.3	
30	Spectrogram 1	1	67.577192399	67.858789713	69.7	896.9	0.282	827.3	-49.8	
31	Spectrogram 1	1	67.827990006	68.122787194	95.8	757.6	0.295	661.8	-52.5	
32	Spectrogram 1	1	69.350375481	69.565973424	348.3	1027.6	0.216	679.2	-52.9	
33	Spectrogram 1	1	69.306375901	69.680372332	104.5	748.9	0.374	644.4	-53.1	
34	Spectrogram 1	1	69.807971115	70.054368764	191.6	905.7	0.246	714.1	-43.2	
35	Spectrogram 1	1	69.851970695	70.041168890	52.2	766.3	0.189	714.1	-41.9	
36	Spectrogram 1	1	70.221567168	70.463564859	95.8	862.1	0.242	766.3	-51.5	
37	Spectrogram 1	1	70.626363306	70.885960829	8.7	522.5	0.260	513.8	-45.2	
38	Spectrogram 1	1	73.464403398	73.873599494	270.0	1288.8	0.409	1018.9	-54.3	
39	Spectrogram 1	1	74.361994834	74.678791812	121.9	670.5	0.317	548.6	-48.1	
40	Spectrogram 1	1	74.401594456	74.740391224	61.0	574.7	0.339	513.8	-48.2	
41	Spectrogram 1	1	75.241986438	75.479584171	104.5	966.6	0.238	862.1	-51.7	
42	Spectrogram 1	1	75.699582072	75.884380309	200.3	740.2	0.185	539.9	-45.2	
43	Spectrogram 1	1	75.796381148	76.091178336	69.7	705.4	0.295	635.7	-41.4	
44	Spectrogram 1	1	75.800781106	75.998779217	313.5	1018.9	0.198	705.4	-40.9	
45	Spectrogram 1	1	76.803971535	77.195567798	0.0	1036.3	0.392	1036.3	-49.0	
46	Spectrogram 1	1	77.406765783	77.859961459	52.2	1036.3	0.453	984.0	-49.9	
47	Spectrogram 1	1	78.203636648	78.428034507	182.9	809.9	0.224	627.0	-41.5	
48	Spectrogram 1	1	78.309235640	78.604032828	69.7	479.0	0.295	409.3	-38.2	
49	Spectrogram 1	1	78.617232702	79.030828755	87.1	1027.6	0.414	940.5	-46.3	
50	Spectrogram 1	1	79.409225145	79.734822038	78.4	992.7	0.326	914.4	-42.1	
51	Spectrogram 1	1	80.482814901	81.054809444	95.8	635.7	0.572	539.9	-51.6	
52	Spectrogram 1	1	81.226407807	81.464005540	182.9	853.4	0.238	670.5	-50.8	
53	Spectrogram 1	1	81.472805456	81.899601383	43.5	931.8	0.427	888.2	-48.7	
54	Spectrogram 1	1	82.014000292	82.770793071	113.2	931.8	0.757	818.6	-38.8	
55	Spectrogram 1	1	83.157989377	83.558385556	156.7	827.3	0.400	670.5	-45.2	
56	Spectrogram 1	1	83.835582911	84.205179385	52.2	836.0	0.370	783.7	-43.8	
57	Spectrogram 1	1	84.429577244	84.917972584	61.0	731.5	0.488	670.5	-45.5	
58	Spectrogram 1	1	87.023613558	87.322810703	87.1	618.3	0.299	531.2	-51.4	
59	Spectrogram 1	1	87.723206883	88.044403818	130.6	931.8	0.321	801.2	-41.5	
60	Spectrogram 1	1	88.040003860	88.348000922	34.8	705.4	0.308	670.5	-38.5	
61	Spectrogram 1	1	88.186419561	88.617615447	78.4	827.3	0.431	748.9	-39.2	
62	Spectrogram 1	1	88.903612718	89.453607471	43.5	940.5	0.550	896.9	-47.1	
63	Spectrogram 1	1	89.708805036	90.038801887	243.8	792.4	0.330	548.6	-45.4	
64	Spectrogram 1	1	89.854003650	90.289599494	43.5	809.9	0.436	766.3	-43.9	
65	Spectrogram 1	1	90.251216959	90.535997143	61.0	809.9	0.285	748.9	-40.4	
66	Spectrogram 1	1	90.365615867	90.739612299	121.9	818.6	0.374	696.7	-42.5	
67	Spectrogram 1	1	90.656013096	91.003609780	52.2	748.9	0.348	696.7	-45.9	
68	Spectrogram 1	1	91.082809024	91.399606001	69.7	670.5	0.317	600.9	-44.4	
69	Spectrogram 1	1	91.254407387	91.602004070	113.2	748.9	0.348	635.7	-44.2	
70	Spectrogram 1	1	91.355606421	91.716402979	52.2	836.0	0.361	783.7	-43.1	
71	Spectrogram 1	1	91.522804826	91.800002181	52.2	775.0	0.277	722.8	-42.5	
72	Spectrogram 1	1	91.707603063	91.923201006	61.0	853.4	0.216	792.4	-42.4	
73	Spectrogram 1	1	91.813202055	92.107999242	95.8	792.4	0.295	696.7	-41.7	
74	Spectrogram 1	1	92.974790972	93.278388075	261.2	931.8	0.304	670.5	-56.8	
75	Spectrogram 1	1	93.177189041	93.375187152	226.4	896.9	0.198	670.5	-53.7	
76	Spectrogram 1	1	93.255442137	93.563439198	113.2	949.2	0.308	836.0	-52.4	
79	Spectrogram 1	1	96.656609685	97.061405823	182.9	1288.8	0.405	1105.9	-47.1	
80	Spectrogram 1	1	95.794217914	96.401412120	165.5	1576.2	0.607	1410.7	-46.6	
81	Spectrogram 1	1	98.726639702	98.995037141	139.3	879.5	0.268	740.2	-51.7	
82	Spectrogram 1	1	98.515441717	98.691440038	156.7	592.2	0.176	435.4	-52.6	
83	Spectrogram 1	1	99.747429963	100.187425764	148.0	1132.1	0.440	984.0	-51.2	
84	Spectrogram 1	1	100.341424295	100.887019089	52.2	1001.4	0.546	949.2	-51.6	
85	Spectrogram 1	1	100.829819635	101.494213296	43.5	1236.6	0.664	1193.0	-54.0	
86	Spectrogram 1	1	102.796600869	103.210196923	95.8	1079.8	0.414	984.0	-48.9	
