Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	5.768822965	6.502160354	114.6	1419.5	0.733	1304.9	-50.1	
2	Spectrogram 1	1	19.274679644	19.999389534	185.2	1710.5	0.725	1525.3	-56.6	
3	Spectrogram 1	1	45.748013383	46.382134537	176.3	1701.6	0.634	1525.3	-53.0	
4	Spectrogram 1	1	51.912331999	52.140960714	88.2	670.1	0.229	581.9	-56.7	
5	Spectrogram 1	1	52.481746913	52.792336866	44.1	564.3	0.311	520.2	-38.2	
6	Spectrogram 1	1	57.123388318	57.792019466	132.3	1763.4	0.669	1631.1	-54.7	
7	Spectrogram 1	1	62.574134537	62.707860767	467.3	1163.8	0.134	696.5	-57.1	
8	Spectrogram 1	1	62.612958281	62.970999477	282.1	1093.3	0.358	811.1	-55.0	
9	Spectrogram 1	1	62.811390751	63.104725706	132.3	1216.7	0.293	1084.5	-57.4	
10	Spectrogram 1	1	64.351399267	64.838852944	97.0	978.7	0.487	881.7	-54.1	
11	Spectrogram 1	1	78.321264731	78.575775942	141.1	890.5	0.255	749.4	-52.7	
12	Spectrogram 1	1	82.993026073	83.251851034	149.9	855.2	0.259	705.3	-43.8	
