Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	8.742938733	9.385445295	162.1	1533.4	0.643	1371.3	-57.5	
2	Spectrogram 1	1	32.842309812	33.299395018	201.5	722.9	0.457	521.3	-68.7	
3	Spectrogram 1	1	48.721829500	49.068955529	96.4	1463.3	0.347	1366.9	-54.5	
4	Spectrogram 1	1	66.094871547	66.556268877	78.9	946.3	0.461	867.5	-64.1	
5	Spectrogram 1	1	74.941632615	75.857959088	96.4	1542.1	0.916	1445.8	-59.1	
6	Spectrogram 1	1	81.079274884	81.857613371	43.8	1818.1	0.778	1774.3	-50.5	
7	Spectrogram 1	1	84.303903916	84.625157197	166.5	845.5	0.321	679.1	-55.6	
8	Spectrogram 1	1	89.927851079	90.177954305	78.9	915.6	0.250	836.8	-62.2	
9	Spectrogram 1	1	95.897320490	96.347937509	83.2	920.0	0.451	836.8	-61.7	
10	Spectrogram 1	1	96.485925495	96.746809033	65.7	788.6	0.261	722.9	-63.5	
11	Spectrogram 1	1	110.914516152	111.164619378	83.2	915.6	0.250	832.4	-60.6	
12	Spectrogram 1	1	117.487783894	118.255342069	162.1	1401.9	0.768	1239.8	-55.6	
