Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	5.075001623	6.303941483	69.7	2055.1	1.229	1985.5	-64.0	
2	Spectrogram 1	1	15.570757579	16.432571101	34.8	2037.7	0.862	2002.9	-58.1	
3	Spectrogram 1	1	36.227219477	36.381218008	78.4	705.4	0.154	627.0	-71.1	
4	Spectrogram 1	1	38.523997563	38.735195548	69.7	696.7	0.211	627.0	-66.7	
5	Spectrogram 1	1	56.565584801	57.080379889	121.9	1863.6	0.515	1741.6	-63.8	
6	Spectrogram 1	1	59.022389754	59.501985179	34.8	1158.2	0.480	1123.4	-58.2	
7	Spectrogram 1	1	62.621194498	63.351587529	61.0	1149.5	0.730	1088.5	-45.1	
8	Spectrogram 1	1	63.443986648	63.747583751	78.4	844.7	0.304	766.3	-52.8	
9	Spectrogram 1	1	59.796060535	60.372455036	200.3	1672.0	0.576	1471.7	-56.6	
10	Spectrogram 1	1	67.416787823	68.406778377	139.3	1593.6	0.990	1454.3	-64.1	
11	Spectrogram 1	1	69.357169309	69.678366245	113.2	836.0	0.321	722.8	-65.7	
12	Spectrogram 1	1	71.823981190	72.184777748	139.3	1166.9	0.361	1027.6	-52.3	
13	Spectrogram 1	1	73.983585011	74.388381148	113.2	653.1	0.405	539.9	-49.5	
14	Spectrogram 1	1	74.185983079	74.656778587	34.8	1236.6	0.471	1201.7	-52.3	
15	Spectrogram 1	1	74.722002391	75.597594037	182.9	1541.4	0.876	1358.5	-56.7	
16	Spectrogram 1	1	85.762396891	86.303591728	78.4	1079.8	0.541	1001.4	-58.7	
17	Spectrogram 1	1	93.901637697	94.148035346	148.0	722.8	0.246	574.7	-70.2	
18	Spectrogram 1	1	101.236792441	101.808786984	104.5	1245.3	0.572	1140.8	-56.2	
19	Spectrogram 1	1	102.889197437	103.315993365	87.1	1175.6	0.427	1088.5	-52.6	
20	Spectrogram 1	1	108.843594666	109.059192609	113.2	687.9	0.216	574.7	-62.9	
