Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	17.861594703	18.868219821	85.5	1548.8	1.007	1463.3	-65.4	
2	Spectrogram 1	1	22.424961904	23.242463515	53.4	1548.8	0.818	1495.4	-66.6	
3	Spectrogram 1	1	33.353877675	34.110371703	32.0	1249.7	0.756	1217.7	-65.3	
4	Spectrogram 1	1	38.193970590	38.621023670	42.7	1132.2	0.427	1089.5	-64.4	
5	Spectrogram 1	1	42.043549070	42.647524141	53.4	1175.0	0.604	1121.5	-57.2	
6	Spectrogram 1	1	47.976577628	48.507343600	42.7	1388.6	0.531	1345.9	-60.7	
7	Spectrogram 1	1	52.752295668	53.307464672	42.7	1303.1	0.555	1260.4	-60.3	
8	Spectrogram 1	1	53.905338985	54.887561069	10.7	1356.5	0.982	1345.9	-50.9	
9	Spectrogram 1	1	62.145295935	62.511341433	42.7	1207.0	0.366	1164.3	-61.2	
10	Spectrogram 1	1	66.590823156	67.017876236	32.0	1207.0	0.427	1175.0	-55.7	
11	Spectrogram 1	1	68.268531686	68.634577183	42.7	1025.4	0.366	982.7	-55.8	
12	Spectrogram 1	1	76.082727366	76.418269072	42.7	875.9	0.336	833.1	-52.3	
13	Spectrogram 1	1	76.857523669	77.235770683	42.7	758.4	0.378	715.7	-52.7	
14	Spectrogram 1	1	77.937357886	78.095977601	32.0	662.2	0.159	630.2	-49.4	
15	Spectrogram 1	1	78.059373052	78.266798834	117.5	705.0	0.207	587.5	-51.0	
16	Spectrogram 1	1	80.286149827	80.542381676	64.1	875.9	0.256	811.8	-55.8	
17	Spectrogram 1	1	80.481374093	80.737605941	96.1	854.5	0.256	758.4	-55.3	
18	Spectrogram 1	1	81.584135694	81.876972091	128.2	854.5	0.293	726.3	-58.7	
19	Spectrogram 1	1	82.438241854	82.773783560	74.8	854.5	0.336	779.7	-58.3	
20	Spectrogram 1	1	89.997739294	90.333281000	128.2	790.4	0.336	662.2	-55.9	
21	Spectrogram 1	1	98.425286144	98.937749840	64.1	843.8	0.512	779.7	-58.3	
22	Spectrogram 1	1	99.871165858	100.182304531	42.7	918.6	0.311	875.9	-56.5	
23	Spectrogram 1	1	105.545079064	105.959930628	64.1	1004.0	0.415	940.0	-52.5	
24	Spectrogram 1	1	111.973802652	112.413057249	117.5	1324.5	0.439	1207.0	-59.0	
