Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	34.941478137	35.191683326	128.0	994.0	0.250	866.0	-58.1	
2	Spectrogram 1	1	35.114033440	35.411691336	75.3	745.5	0.298	670.2	-53.6	
3	Spectrogram 1	1	37.076850005	37.568632617	45.2	1009.0	0.492	963.9	-55.8	
4	Spectrogram 1	1	38.828286325	39.078491513	90.4	1129.5	0.250	1039.2	-54.7	
5	Spectrogram 1	1	44.161988411	44.463975596	173.2	1182.2	0.302	1009.0	-53.9	
6	Spectrogram 1	1	47.895979211	48.262024284	105.4	1009.0	0.366	903.6	-49.1	
7	Spectrogram 1	1	50.738203633	51.070694574	150.6	1099.4	0.332	948.8	-57.8	
8	Spectrogram 1	1	52.428111722	52.565378624	105.4	994.0	0.137	888.6	-53.0	
9	Spectrogram 1	1	60.159473034	60.385200830	75.3	933.7	0.226	858.4	-51.9	
10	Spectrogram 1	1	62.980032543	63.346077616	75.3	1046.7	0.366	971.4	-58.1	
11	Spectrogram 1	1	66.210380316	66.579475765	165.7	1167.2	0.369	1001.5	-57.0	
12	Spectrogram 1	1	67.873478422	68.190717486	135.5	1234.9	0.317	1099.4	-60.1	
13	Spectrogram 1	1	72.999074546	73.307162483	52.7	956.3	0.308	903.6	-53.8	
14	Spectrogram 1	1	73.514588024	73.725063942	120.5	1039.2	0.210	918.7	-55.0	
15	Spectrogram 1	1	73.895884976	74.234476669	301.2	1099.4	0.339	798.2	-63.0	
16	Spectrogram 1	1	77.633449825	77.999494899	82.8	1144.6	0.366	1061.7	-57.5	
17	Spectrogram 1	1	78.722433919	79.155587256	120.5	994.0	0.433	873.5	-54.8	
18	Spectrogram 1	1	85.441594202	85.917452798	195.8	1536.1	0.476	1340.4	-64.7	
19	Spectrogram 1	1	121.547744375	122.069358605	75.3	1182.2	0.522	1106.9	-57.7	
20	Spectrogram 1	1	124.703211094	124.971644148	225.9	1106.9	0.268	881.0	-55.9	
