Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	3.598993698	5.500624152	72.5	2529.0	1.902	2456.5	-51.6	
2	Spectrogram 1	1	10.902203132	12.978919766	79.7	2021.7	2.077	1942.0	-51.6	
3	Spectrogram 1	1	19.582348242	21.265120972	123.2	2101.4	1.683	1978.3	-53.4	
4	Spectrogram 1	1	41.643644827	42.762250977	65.2	1173.9	1.119	1108.7	-73.9	
5	Spectrogram 1	1	45.944854323	46.329071218	137.7	1376.8	0.384	1239.1	-61.4	
6	Spectrogram 1	1	48.610055062	48.969954432	43.5	1333.3	0.360	1289.9	-60.0	
7	Spectrogram 1	1	52.137444344	52.414664129	50.7	1115.9	0.277	1065.2	-46.9	
8	Spectrogram 1	1	65.159130554	65.594414251	79.7	1087.0	0.435	1007.2	-57.5	
9	Spectrogram 1	1	68.423262288	68.744253618	43.5	949.3	0.321	905.8	-53.5	
10	Spectrogram 1	1	69.502960398	69.994174403	101.4	681.2	0.491	579.7	-56.7	
11	Spectrogram 1	1	70.222759137	70.526728200	29.0	1210.1	0.304	1181.2	-57.0	
12	Spectrogram 1	1	71.891706944	72.302673116	101.4	884.1	0.411	782.6	-56.1	
13	Spectrogram 1	1	78.773920138	79.218930845	58.0	978.3	0.445	920.3	-58.7	
14	Spectrogram 1	1	89.941509441	90.547015813	94.2	1355.1	0.606	1260.9	-60.6	
15	Spectrogram 1	1	95.527629027	96.247427766	173.9	1956.5	0.720	1782.6	-58.6	
16	Spectrogram 1	1	102.431560069	103.482077149	87.0	2275.4	1.051	2188.4	-51.7	
17	Spectrogram 1	1	115.653598800	117.037265972	108.7	2855.1	1.384	2746.4	-52.7	
