Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	3.094135645	3.462211261	74.8	645.1	0.368	570.2	-52.2	
2	Spectrogram 1	1	3.767023880	4.071836499	74.8	677.2	0.305	602.3	-47.7	
3	Spectrogram 1	1	4.175357766	4.388151482	317.2	844.7	0.213	527.5	-53.5	
4	Spectrogram 1	1	5.607401959	5.843200400	67.7	577.4	0.236	509.7	-55.8	
5	Spectrogram 1	1	6.585102813	6.826652436	114.0	627.3	0.242	513.2	-55.5	
6	Spectrogram 1	1	8.122364555	8.329407089	117.6	698.6	0.207	580.9	-49.8	
7	Spectrogram 1	1	15.403692927	15.714256728	142.6	1044.3	0.311	901.7	-48.0	
8	Spectrogram 1	1	20.116109034	20.409419290	192.5	780.5	0.293	588.1	-52.1	
9	Spectrogram 1	1	22.789646868	23.065703579	121.2	752.0	0.276	630.8	-53.4	
10	Spectrogram 1	1	23.399272106	23.755845359	185.3	794.8	0.357	609.5	-47.9	
11	Spectrogram 1	1	27.392455423	27.737526313	167.5	766.3	0.345	598.8	-52.6	
12	Spectrogram 1	1	30.008027059	30.272581408	163.9	784.1	0.265	620.1	-50.3	
13	Spectrogram 1	1	34.123091995	34.301378622	167.5	955.2	0.178	787.7	-51.9	
14	Spectrogram 1	1	35.658657455	35.900207078	149.7	837.6	0.242	687.9	-52.6	
15	Spectrogram 1	1	38.402919236	38.690478311	146.1	862.5	0.288	716.4	-54.3	
16	Spectrogram 1	1	39.855334343	40.206156415	142.6	912.4	0.351	769.8	-46.3	
17	Spectrogram 1	1	48.228780479	48.585353732	178.2	834.0	0.357	655.8	-57.4	
18	Spectrogram 1	1	51.410902507	51.732968670	110.5	769.8	0.322	659.3	-51.9	
19	Spectrogram 1	1	52.423110450	52.716420706	203.2	787.7	0.293	584.5	-48.5	
