Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	1.094288624	1.845700147	48.5	1835.2	0.751	1786.7	-60.1	
2	Spectrogram 1	1	29.100504108	29.292612555	69.3	630.2	0.192	560.9	-67.5	
3	Spectrogram 1	1	34.113703225	34.663279289	83.1	900.3	0.550	817.2	-62.4	
4	Spectrogram 1	1	35.645707299	36.319302741	173.1	1225.8	0.674	1052.6	-63.2	
5	Spectrogram 1	1	37.950292332	38.516890664	69.3	1038.8	0.567	969.5	-61.0	
6	Spectrogram 1	1	39.659814338	40.148596591	76.2	1170.4	0.489	1094.2	-60.3	
7	Spectrogram 1	1	41.070717483	41.304165723	83.1	616.3	0.233	533.2	-66.1	
8	Spectrogram 1	1	47.024851312	47.233982027	48.5	699.4	0.209	651.0	-56.4	
9	Spectrogram 1	1	49.512534119	49.945386063	41.6	962.6	0.433	921.1	-57.0	
10	Spectrogram 1	1	53.419055591	53.676821356	13.9	685.6	0.258	671.7	-65.6	
11	Spectrogram 1	1	64.545450913	64.713241835	200.8	824.1	0.168	623.3	-49.4	
12	Spectrogram 1	1	66.352243019	66.629462804	62.3	574.8	0.277	512.5	-56.2	
13	Spectrogram 1	1	67.093927532	67.310353504	103.9	706.4	0.216	602.5	-53.2	
14	Spectrogram 1	1	68.489984341	68.883928246	166.2	664.8	0.394	498.6	-60.3	
15	Spectrogram 1	1	73.932400493	74.148826465	83.1	838.0	0.216	754.8	-53.7	
16	Spectrogram 1	1	79.390303307	79.609161032	76.2	644.0	0.219	567.9	-65.0	
17	Spectrogram 1	1	83.504112199	83.766741469	62.3	734.1	0.263	671.7	-49.6	
18	Spectrogram 1	1	84.574083298	85.130954620	110.8	976.5	0.557	865.7	-47.3	
19	Spectrogram 1	1	89.511719020	89.878913647	69.3	734.1	0.367	664.8	-54.7	
20	Spectrogram 1	1	88.145074115	88.390681118	173.1	775.6	0.246	602.5	-56.4	
21	Spectrogram 1	1	92.710958714	93.243512512	145.4	976.5	0.533	831.0	-54.2	
22	Spectrogram 1	1	97.160221509	97.447168304	166.2	810.2	0.287	644.0	-59.4	
23	Spectrogram 1	1	115.359101052	115.658206609	90.0	824.1	0.299	734.1	-52.9	
