Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	6.965349151	8.388886435	98.8	2814.8	1.424	2716.0	-49.6	
2	Spectrogram 1	1	15.736508483	16.832200817	135.8	2061.7	1.096	1925.9	-50.3	
3	Spectrogram 1	1	35.142568361	35.552374549	135.8	1691.4	0.410	1555.6	-62.9	
4	Spectrogram 1	1	62.351856924	62.791859357	172.8	1975.3	0.440	1802.5	-53.8	
5	Spectrogram 1	1	63.900492939	64.577751586	98.8	1160.5	0.677	1061.7	-58.4	
6	Spectrogram 1	1	74.240766345	74.534101301	12.3	827.2	0.293	814.8	-50.5	
7	Spectrogram 1	1	72.390167876	72.791346565	61.7	567.9	0.401	506.2	-60.6	
8	Spectrogram 1	1	79.449314094	79.742649049	98.8	888.9	0.293	790.1	-49.3	
9	Spectrogram 1	1	86.934057342	87.322294783	37.0	765.4	0.388	728.4	-53.2	
10	Spectrogram 1	1	90.116793692	90.440324893	49.4	592.6	0.324	543.2	-56.1	
11	Spectrogram 1	1	92.122687138	92.679160804	165.9	1318.2	0.556	1152.3	-48.9	
12	Spectrogram 1	1	98.764598470	99.528132104	130.9	1318.2	0.764	1187.2	-49.0	
