Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	0.729023639	0.880004867	149.6	1221.9	0.151	1072.3	-55.9	
2	Spectrogram 1	1	2.773740829	3.092958281	162.1	972.6	0.319	810.5	-48.2	
3	Spectrogram 1	1	2.872957064	3.230998260	149.6	847.9	0.358	698.3	-47.9	
4	Spectrogram 1	1	4.917188097	5.352876781	236.9	1259.4	0.436	1022.4	-54.0	
5	Spectrogram 1	1	29.920052019	30.329858207	114.6	1066.8	0.410	952.2	-54.0	
6	Spectrogram 1	1	30.152994484	30.545545674	114.6	1128.5	0.393	1013.9	-51.6	
7	Spectrogram 1	1	30.523976927	30.925155616	105.8	1066.8	0.401	961.0	-56.3	
8	Spectrogram 1	1	33.143581388	33.523191331	123.4	1066.8	0.380	943.4	-55.0	
9	Spectrogram 1	1	34.222018725	34.567118672	141.1	934.6	0.345	793.5	-49.0	
10	Spectrogram 1	1	34.372999952	34.692217403	149.9	899.3	0.319	749.4	-48.5	
11	Spectrogram 1	1	34.536922427	34.813002385	149.9	846.4	0.276	696.5	-49.4	
12	Spectrogram 1	1	34.687903654	34.972611111	123.4	802.3	0.285	678.9	-48.9	
13	Spectrogram 1	1	34.856139879	35.119278589	114.6	758.2	0.263	643.6	-49.2	
14	Spectrogram 1	1	35.887125972	36.016538453	114.6	484.9	0.129	370.3	-57.8	
15	Spectrogram 1	1	37.193661028	37.443858490	97.0	846.4	0.250	749.4	-51.3	
16	Spectrogram 1	1	37.448172240	37.780330939	220.4	837.6	0.332	617.2	-47.3	
17	Spectrogram 1	1	39.415241942	39.747400641	211.6	1401.9	0.332	1190.3	-52.5	
18	Spectrogram 1	1	41.650167586	41.934875043	70.5	670.1	0.285	599.5	-50.6	
19	Spectrogram 1	1	43.643119784	43.996847230	79.4	846.4	0.354	767.1	-52.8	
20	Spectrogram 1	1	45.357681684	45.569055402	114.6	749.4	0.211	634.8	-49.7	
21	Spectrogram 1	1	46.785532717	47.126318916	70.5	820.0	0.341	749.4	-54.1	
22	Spectrogram 1	1	48.104029704	48.289520926	79.4	943.4	0.185	864.0	-51.9	
23	Spectrogram 1	1	48.949524576	49.022858315	370.3	731.8	0.073	361.5	-47.8	
24	Spectrogram 1	1	49.656979469	49.859725688	149.9	811.1	0.203	661.3	-40.8	
25	Spectrogram 1	1	50.843664022	51.016213996	105.8	749.4	0.173	643.6	-49.4	
26	Spectrogram 1	1	51.093861484	51.344058946	114.6	670.1	0.250	555.5	-48.4	
27	Spectrogram 1	1	51.589942659	51.762492633	167.5	696.5	0.173	529.0	-50.2	
28	Spectrogram 1	1	52.004062596	52.383672538	123.4	687.7	0.380	564.3	-51.0	
29	Spectrogram 1	1	52.607987504	52.922891207	149.9	767.1	0.315	617.2	-53.0	
30	Spectrogram 1	1	55.562329972	55.924684917	141.1	1013.9	0.362	872.9	-55.4	
33	Spectrogram 1	1	56.485472332	56.860768525	61.7	820.0	0.375	758.2	-54.6	
34	Spectrogram 1	1	57.054887246	57.335280953	123.4	899.3	0.280	775.9	-54.4	
35	Spectrogram 1	1	57.602733413	57.766655888	70.5	767.1	0.164	696.5	-48.4	
36	Spectrogram 1	1	59.760483692	59.922148607	105.8	855.2	0.162	749.4	-52.2	
37	Spectrogram 1	1	60.562707704	60.760975996	79.4	837.6	0.198	758.2	-55.8	
38	Spectrogram 1	1	61.364931716	61.560149727	97.0	820.0	0.195	723.0	-50.4	
39	Spectrogram 1	1	61.971937718	62.276965859	132.3	793.5	0.305	661.3	-53.6	
