Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	12.906201694	13.570519093	212.0	2331.7	0.664	2119.7	-52.4	
2	Spectrogram 1	1	34.222307331	34.567407278	199.5	960.1	0.345	760.6	-65.6	
3	Spectrogram 1	1	40.334573998	40.899675162	124.7	1546.1	0.565	1421.4	-56.7	
4	Spectrogram 1	1	46.414161673	46.694555380	224.4	960.1	0.280	735.7	-63.0	
5	Spectrogram 1	1	47.863581453	48.178485155	212.0	1271.8	0.315	1059.9	-56.5	
6	Spectrogram 1	1	51.219170487	51.490936696	448.9	1458.9	0.272	1010.0	-60.0	
7	Spectrogram 1	1	52.232901584	52.707414012	137.2	1072.3	0.475	935.2	-58.4	
8	Spectrogram 1	1	65.986525052	66.719862441	124.7	1832.9	0.733	1708.2	-47.6	
9	Spectrogram 1	1	71.170444115	71.653584042	162.1	1147.1	0.483	985.0	-52.6	
10	Spectrogram 1	1	72.904571352	73.417907525	399.0	1832.9	0.513	1433.9	-51.3	
11	Spectrogram 1	1	95.798205698	96.389189359	137.2	1820.4	0.591	1683.3	-51.6	
12	Spectrogram 1	1	94.215059688	94.391923412	87.3	685.8	0.177	598.5	-61.7	
13	Spectrogram 1	1	98.988913381	99.243424593	174.6	885.3	0.255	710.7	-47.6	
14	Spectrogram 1	1	99.903428243	100.170880702	99.8	985.0	0.267	885.3	-50.4	
15	Spectrogram 1	1	101.667147868	102.003620317	49.9	760.6	0.336	710.7	-54.2	
16	Spectrogram 1	1	105.629336358	105.827768828	174.6	710.7	0.198	536.2	-44.8	
