Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	32.075042324	32.735045974	123.8	1410.9	0.660	1287.1	-50.8	
2	Spectrogram 1	1	33.062890924	33.675443331	0.0	1460.4	0.613	1460.4	-59.4	
3	Spectrogram 1	1	38.726886015	38.951200981	99.0	829.2	0.224	730.2	-53.3	
4	Spectrogram 1	1	45.064415322	45.314612784	86.6	680.7	0.250	594.1	-61.4	
5	Spectrogram 1	1	51.011971147	51.184521121	74.3	1373.8	0.173	1299.5	-60.6	
6	Spectrogram 1	1	53.593697641	54.102720064	210.4	1361.4	0.509	1151.0	-55.5	
7	Spectrogram 1	1	54.094092565	54.495271254	49.5	1188.1	0.401	1138.6	-57.2	
8	Spectrogram 1	1	55.004293677	55.578022340	173.3	1336.6	0.574	1163.4	-48.3	
9	Spectrogram 1	1	60.256388932	60.459135151	86.6	903.5	0.203	816.8	-51.2	
10	Spectrogram 1	1	78.686620689	78.854856913	49.5	742.6	0.168	693.1	-59.1	
11	Spectrogram 1	1	80.092902975	80.472512918	49.5	903.5	0.380	854.0	-57.2	
12	Spectrogram 1	1	83.422644167	83.828136605	99.0	977.7	0.405	878.7	-49.5	
13	Spectrogram 1	1	85.176919859	85.742021023	148.5	1881.2	0.565	1732.7	-55.8	
14	Spectrogram 1	1	89.219376618	89.542907819	74.3	1163.4	0.324	1089.1	-44.2	
15	Spectrogram 1	1	97.177192256	97.582684694	99.0	816.8	0.405	717.8	-54.4	
16	Spectrogram 1	1	97.677587180	98.165040856	74.3	1769.8	0.487	1695.5	-53.0	
17	Spectrogram 1	1	98.083079618	98.428179566	99.0	854.0	0.345	755.0	-53.8	
19	Spectrogram 1	1	106.312293460	106.661707157	111.4	1151.0	0.349	1039.6	-58.0	
20	Spectrogram 1	1	109.288780509	109.875450420	74.3	1336.6	0.587	1262.4	-61.4	
21	Spectrogram 1	1	57.546856664	57.891942224	96.3	673.9	0.345	577.6	-60.3	
