Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
2	Spectrogram 1	1	11.382578027	12.064150423	299.0	1750.2	0.682	1451.2	-61.7	
4	Spectrogram 1	1	35.777072919	35.992760386	114.3	615.6	0.216	501.3	-71.9	
5	Spectrogram 1	1	38.240223795	38.874344949	105.5	1354.4	0.634	1248.9	-56.6	
6	Spectrogram 1	1	38.533558751	39.081404918	79.2	1433.6	0.548	1354.4	-57.8	
7	Spectrogram 1	1	41.138805232	41.376061446	87.9	642.0	0.237	554.1	-67.5	
8	Spectrogram 1	1	45.967512688	46.618888840	114.3	1160.9	0.651	1046.6	-51.3	
9	Spectrogram 1	1	50.809390318	51.620375195	79.2	2066.8	0.811	1987.6	-53.6	
10	Spectrogram 1	1	55.987511472	56.198885190	79.2	853.1	0.211	773.9	-53.8	
11	Spectrogram 1	1	56.190257691	56.634573874	299.0	1759.0	0.444	1459.9	-55.8	
12	Spectrogram 1	1	56.759672605	57.199675038	79.2	1231.3	0.440	1152.1	-57.5	
13	Spectrogram 1	1	60.061236485	60.811828871	131.9	1301.6	0.751	1169.7	-59.6	
14	Spectrogram 1	1	65.610569007	66.330965148	175.9	2005.2	0.720	1829.3	-49.5	
15	Spectrogram 1	1	67.107440030	67.387833738	123.1	1257.7	0.280	1134.5	-52.8	
16	Spectrogram 1	1	67.470882756	68.247357639	70.4	1618.3	0.776	1547.9	-49.0	
17	Spectrogram 1	1	67.971277681	68.670105075	158.3	1248.9	0.699	1090.6	-49.0	
18	Spectrogram 1	1	70.690332783	70.867196506	35.2	598.1	0.177	562.9	-56.7	
19	Spectrogram 1	1	70.910333999	71.117393968	79.2	730.0	0.207	650.8	-52.1	
20	Spectrogram 1	1	71.328767686	71.729946375	184.7	1301.6	0.401	1116.9	-54.1	
21	Spectrogram 1	1	72.506421257	72.924854944	140.7	1152.1	0.418	1011.4	-49.0	
22	Spectrogram 1	1	109.754271937	110.608394308	140.7	1750.2	0.854	1609.5	-45.5	
