Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	4.318063095	4.749438030	61.7	963.0	0.431	901.2	-58.9	
2	Spectrogram 1	1	10.035579116	10.760289006	74.1	1284.0	0.725	1209.9	-50.5	
3	Spectrogram 1	1	33.411421366	33.773776311	144.9	1099.0	0.362	954.1	-59.7	
4	Spectrogram 1	1	34.325936228	34.511427450	60.4	676.3	0.185	615.9	-60.7	
5	Spectrogram 1	1	36.461242154	37.039284566	72.5	1026.6	0.578	954.1	-59.5	
6	Spectrogram 1	1	37.868869929	38.373578602	36.2	966.2	0.505	930.0	-55.7	
7	Spectrogram 1	1	38.645344811	39.111229740	12.1	1002.4	0.466	990.3	-54.6	
8	Spectrogram 1	1	39.400250946	39.930842116	96.6	1159.4	0.531	1062.8	-56.8	
11	Spectrogram 1	1	43.054398914	43.767261593	48.3	1715.0	0.713	1666.7	-51.5	
12	Spectrogram 1	1	47.140613581	47.822185978	120.8	1256.0	0.682	1135.3	-59.1	
13	Spectrogram 1	1	48.076697189	48.318267153	108.7	785.0	0.242	676.3	-58.2	
14	Spectrogram 1	1	49.410198892	49.625886359	84.5	1570.0	0.216	1485.5	-57.2	
15	Spectrogram 1	1	51.709427293	52.270214708	72.5	1002.4	0.561	930.0	-58.3	
16	Spectrogram 1	1	52.598059658	52.744727136	108.7	579.7	0.147	471.0	-59.0	
17	Spectrogram 1	1	53.184729569	53.542770765	60.4	664.3	0.358	603.9	-54.7	
18	Spectrogram 1	1	52.796492128	53.038062092	132.9	1050.7	0.242	917.9	-57.6	
19	Spectrogram 1	1	53.421985783	53.723948238	132.9	833.3	0.302	700.5	-52.6	
22	Spectrogram 1	1	53.796791346	54.146205043	72.5	869.6	0.349	797.1	-54.8	
23	Spectrogram 1	1	54.016792563	54.465422495	132.9	930.0	0.449	797.1	-56.7	
24	Spectrogram 1	1	54.823463691	55.410133602	120.8	1087.0	0.587	966.2	-59.9	
25	Spectrogram 1	1	55.263466124	55.638762317	60.4	942.0	0.375	881.6	-56.1	
26	Spectrogram 1	1	55.867391032	56.216804729	84.5	797.1	0.349	712.6	-50.5	
27	Spectrogram 1	1	56.152098489	56.238373476	108.7	966.2	0.086	857.5	-47.1	
28	Spectrogram 1	1	57.191712082	57.575635773	96.6	821.3	0.384	724.6	-55.6	
29	Spectrogram 1	1	58.181748756	58.621751189	84.5	917.9	0.440	833.3	-49.9	
30	Spectrogram 1	1	58.751163669	58.966851137	72.5	688.4	0.216	615.9	-51.1	
31	Spectrogram 1	1	59.613913539	59.795091011	84.5	676.3	0.181	591.8	-58.7	
32	Spectrogram 1	1	59.933130990	60.174700953	132.9	615.9	0.242	483.1	-53.1	
33	Spectrogram 1	1	60.459408410	60.610389637	84.5	760.9	0.151	676.3	-52.6	
34	Spectrogram 1	1	60.942548337	61.188432050	84.5	917.9	0.246	833.3	-46.6	
35	Spectrogram 1	1	61.593924488	61.826866953	72.5	930.0	0.233	857.5	-55.6	
36	Spectrogram 1	1	61.926083188	62.159025653	132.9	833.3	0.233	700.5	-54.0	
37	Spectrogram 1	1	62.107260660	62.413536864	205.3	845.4	0.306	640.1	-54.2	
39	Spectrogram 1	1	63.288888234	63.426928213	96.6	893.7	0.138	797.1	-46.6	
40	Spectrogram 1	1	63.370849472	63.797910657	144.9	978.3	0.427	833.3	-51.4	
41	Spectrogram 1	1	64.941054234	65.393997915	72.5	809.2	0.453	736.7	-53.9		
43	Spectrogram 1	1	66.312826526	66.481062750	48.3	990.3	0.168	942.0	-48.5	
44	Spectrogram 1	1	66.325767774	66.636357727	108.7	821.3	0.311	712.6	-49.8	
45	Spectrogram 1	1	66.571651487	66.998712672	96.6	930.0	0.427	833.3	-53.0	
46	Spectrogram 1	1	67.184203894	67.447342604	120.8	1002.4	0.263	881.6	-58.7	
47	Spectrogram 1	1	67.863600363	68.079287830	181.2	1304.3	0.216	1123.2	-54.4	
48	Spectrogram 1	1	68.959292696	69.356157636	84.5	893.7	0.397	809.2	-49.3	
49	Spectrogram 1	1	69.002430190	69.420863876	48.3	833.3	0.418	785.0	-49.6	
50	Spectrogram 1	1	70.011847537	70.395771229	132.9	881.6	0.384	748.8	-54.8	
51	Spectrogram 1	1	70.499301213	70.857342409	72.5	954.1	0.358	881.6	-51.5	
52	Spectrogram 1	1	70.615772445	70.952244894	48.3	905.8	0.336	857.5	-51.5	
53	Spectrogram 1	1	71.586366048	71.827936011	108.7	857.5	0.242	748.8	-49.5	
54	Spectrogram 1	1	71.651072288	71.931465996	48.3	881.6	0.280	833.3	-50.1	
55	Spectrogram 1	1	71.906828420	72.152712132	108.7	821.3	0.246	712.6	-46.2	
56	Spectrogram 1	1	72.497812080	72.786833286	84.5	833.3	0.289	748.8	-48.0	
57	Spectrogram 1	1	73.015462002	73.373503197	96.6	881.6	0.358	785.0	-49.3	
58	Spectrogram 1	1	74.883315468	75.068806690	169.1	821.3	0.185	652.2	-56.3	
59	Spectrogram 1	1	75.695545266	76.014762717	96.6	760.9	0.319	664.3	-50.6	
60	Spectrogram 1	1	75.988880221	76.178685192	132.9	724.6	0.190	591.8	-46.6	
61	Spectrogram 1	1	76.062213960	76.381431412	96.6	821.3	0.319	724.6	-47.3	
