Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	49.897372112	50.505610770	74.6	883.1	0.608	808.5	-47.3	
2	Spectrogram 1	1	66.292108598	66.762307277	219.9	1424.8	0.470	1204.9	-49.2	
3	Spectrogram 1	1	70.363953548	70.575327266	87.9	624.4	0.211	536.5	-61.0	
4	Spectrogram 1	1	74.765399581	75.071675785	79.2	853.1	0.306	773.9	-53.5	
5	Spectrogram 1	1	86.098884749	86.469867193	131.9	914.7	0.371	782.7	-53.1	
6	Spectrogram 1	1	87.656148263	87.863208232	79.2	747.6	0.207	668.4	-52.1	
7	Spectrogram 1	1	89.402577083	89.682970790	52.8	730.0	0.280	677.2	-50.8	
8	Spectrogram 1	1	93.563741172	94.016684854	114.3	712.4	0.453	598.1	-54.1	
9	Spectrogram 1	1	93.939037366	94.279823564	52.8	773.9	0.341	721.2	-50.6	
10	Spectrogram 1	1	101.117468619	101.436686070	87.9	809.1	0.319	721.2	-53.8	
11	Spectrogram 1	1	102.644535887	102.791203365	96.7	897.1	0.147	800.3	-49.3	
12	Spectrogram 1	1	102.730810874	102.976694587	123.1	747.6	0.246	624.4	-47.8	
13	Spectrogram 1	1	105.142196759	105.258667991	123.1	712.4	0.116	589.3	-52.0	
14	Spectrogram 1	1	108.652137313	109.057629752	96.7	967.4	0.405	870.7	-57.7	
15	Spectrogram 1	1	113.567119757	114.201240911	149.5	1908.5	0.634	1759.0	-50.6	
16	Spectrogram 1	1	119.911117324	120.333864760	272.6	1574.3	0.423	1301.6	-53.2	
