Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	11.895491357	13.249747297	136.0	1057.4	1.354	921.5	-55.6	
2	Spectrogram 1	1	38.377381173	38.755596796	83.1	913.9	0.378	830.8	-59.5	
3	Spectrogram 1	1	40.185591588	40.636611251	60.4	1271.1	0.451	1210.7	-60.2	
4	Spectrogram 1	1	42.974544262	43.263550742	106.8	886.6	0.289	779.7	-57.9	
5	Spectrogram 1	1	44.070549131	44.419945024	149.5	1121.5	0.349	972.0	-60.9	
6	Spectrogram 1	1	44.721892092	45.114423280	74.8	737.0	0.393	662.2	-54.2	
7	Spectrogram 1	1	46.721997979	46.847090336	53.4	822.5	0.125	769.1	-46.9	
8	Spectrogram 1	1	47.507060356	47.701169185	74.8	715.7	0.194	640.9	-55.1	
9	Spectrogram 1	1	47.964294487	48.231733319	53.4	737.0	0.267	683.6	-56.9	
10	Spectrogram 1	1	50.704881987	50.946439641	128.2	886.6	0.242	758.4	-53.3	
11	Spectrogram 1	1	52.590483717	52.974387847	117.5	1100.2	0.384	982.7	-58.9	
12	Spectrogram 1	1	55.270387143	55.511944798	138.9	843.8	0.242	705.0	-55.9	
13	Spectrogram 1	1	56.422099531	56.542878358	64.1	416.6	0.121	352.5	-62.0	
14	Spectrogram 1	1	58.389069001	58.609059008	53.4	843.8	0.220	790.4	-56.4	
15	Spectrogram 1	1	59.023157844	59.273342557	42.7	651.6	0.250	608.8	-51.6	
16	Spectrogram 1	1	59.460099558	59.662835446	74.8	598.2	0.203	523.4	-54.2	
17	Spectrogram 1	1	59.270304258	59.382456026	106.8	491.3	0.112	384.5	-56.9	
18	Spectrogram 1	1	59.654208387	59.826749569	181.6	694.3	0.173	512.7	-48.9	
19	Spectrogram 1	1	59.917333689	60.068307223	170.9	726.3	0.151	555.4	-47.5	
20	Spectrogram 1	1	60.167518403	60.637693123	128.2	619.5	0.470	491.3	-41.1	
21	Spectrogram 1	1	60.896504895	61.056105488	106.8	811.8	0.160	705.0	-50.3	
22	Spectrogram 1	1	62.673214167	62.940652999	128.2	822.5	0.267	694.3	-55.4	
23	Spectrogram 1	1	66.074604895	66.225578429	170.9	854.5	0.151	683.6	-52.7	
24	Spectrogram 1	1	68.761933799	68.960356158	170.9	715.7	0.198	544.7	-47.4	
25	Spectrogram 1	1	70.119471147	70.348088213	170.9	619.5	0.229	448.6	-49.1	
26	Spectrogram 1	1	72.233100622	72.414268863	64.1	608.8	0.181	544.7	-50.2	
27	Spectrogram 1	1	72.698961812	72.923265348	160.2	705.0	0.224	544.7	-49.3	
28	Spectrogram 1	1	73.074901790	73.238815912	117.5	694.3	0.164	576.8	-47.1	
29	Spectrogram 1	1	74.157597704	74.407782418	117.5	790.4	0.250	672.9	-46.8	
30	Spectrogram 1	1	76.666101284	76.814918053	186.9	656.9	0.149	470.0	-45.2	
31	Spectrogram 1	1	76.763155698	76.916285997	165.6	587.5	0.153	421.9	-43.3	
32	Spectrogram 1	1	77.198822182	77.364893069	101.5	571.5	0.166	470.0	-47.5	
33	Spectrogram 1	1	77.334698363	77.515866603	154.9	683.6	0.181	528.7	-47.0	
34	Spectrogram 1	1	78.337593981	78.466999867	245.7	699.6	0.129	454.0	-48.8	
35	Spectrogram 1	1	79.648383161	79.779945812	144.2	608.8	0.132	464.6	-42.2	
36	Spectrogram 1	1	80.122871411	80.284628768	208.3	608.8	0.162	400.6	-50.7	
37	Spectrogram 1	1	80.476580833	80.713824958	138.9	624.9	0.237	486.0	-51.5	
