Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	1.048241091	1.678048496	174.6	2643.4	0.630	2468.8	-50.1	
2	Spectrogram 1	1	3.528646965	3.679628192	137.2	673.3	0.151	536.2	-58.3	
3	Spectrogram 1	1	5.724505770	6.220586944	87.3	1234.4	0.496	1147.1	-40.4	
4	Spectrogram 1	1	11.543270152	12.052292575	286.8	1970.1	0.509	1683.3	-54.9	
5	Spectrogram 1	1	15.598194538	16.012314475	311.7	1010.0	0.414	698.3	-67.4	
6	Spectrogram 1	1	20.123594458	20.442811910	99.8	960.1	0.319	860.3	-55.8	
7	Spectrogram 1	1	27.559210548	28.214900448	74.8	1209.5	0.656	1134.7	-44.1	
8	Spectrogram 1	1	28.611765388	28.900786594	187.0	1159.6	0.289	972.6	-46.7	
9	Spectrogram 1	1	30.397657617	30.686678823	37.4	922.7	0.289	885.3	-45.9	
10	Spectrogram 1	1	35.661981059	36.114924740	12.5	775.9	0.453	763.4	-50.5	
11	Spectrogram 1	1	37.732580745	38.047484447	79.4	934.6	0.315	855.2	-47.2	
12	Spectrogram 1	1	42.115714851	42.491011044	61.7	899.3	0.375	837.6	-49.0	
13	Spectrogram 1	1	49.045525711	49.312978170	52.9	881.7	0.267	828.8	-47.1	
14	Spectrogram 1	1	68.662334892	69.266259800	246.9	1701.6	0.604	1454.8	-55.5	
