Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	5.209167263	6.555057059	86.4	2666.7	1.346	2580.2	-56.1	
2	Spectrogram 1	1	10.358950425	11.536603996	98.8	2851.9	1.178	2753.1	-49.5	
3	Spectrogram 1	1	18.909522500	20.104431069	98.8	2864.2	1.195	2765.4	-57.5	
4	Spectrogram 1	1	33.636641100	34.939393402	111.1	2901.2	1.303	2790.1	-57.3	
5	Spectrogram 1	1	41.363195970	42.195749594	61.7	1642.0	0.833	1580.2	-63.9	
6	Spectrogram 1	1	46.804570359	47.572417743	172.8	2493.8	0.768	2321.0	-51.2	
7	Spectrogram 1	1	48.197911398	49.103798761	98.8	2172.8	0.906	2074.1	-54.7	
8	Spectrogram 1	1	53.851114590	54.800139446	135.8	1938.3	0.949	1802.5	-58.3	
9	Spectrogram 1	1	59.332412130	59.785355812	148.1	1012.3	0.453	864.2	-59.7	
10	Spectrogram 1	1	60.553203195	61.040656871	74.1	814.8	0.487	740.7	-58.4	
11	Spectrogram 1	1	61.575561790	62.011250474	74.1	814.8	0.436	740.7	-56.9	
12	Spectrogram 1	1	65.304377689	65.809086362	148.1	1098.8	0.505	950.6	-58.2	
13	Spectrogram 1	1	64.113782869	64.402804076	24.7	370.4	0.289	345.7	-61.7	
14	Spectrogram 1	1	64.566726551	64.851434007	86.4	654.3	0.285	567.9	-61.4	
15	Spectrogram 1	1	66.141245062	66.529482503	12.3	851.9	0.388	839.5	-56.2	
16	Spectrogram 1	1	66.939288691	67.236937396	74.1	851.9	0.298	777.8	-54.5	
17	Spectrogram 1	1	67.301643636	67.469879860	98.8	765.4	0.168	666.7	-55.3	
18	Spectrogram 1	1	69.639415466	69.786082943	98.8	950.6	0.147	851.9	-53.0	
19	Spectrogram 1	1	72.141390086	72.443352540	98.8	691.4	0.302	592.6	-50.6	
20	Spectrogram 1	1	74.551851396	74.918520091	111.1	1246.9	0.367	1135.8	-56.6	
21	Spectrogram 1	1	77.016556702	77.279695412	160.5	1037.0	0.263	876.5	-53.6	
22	Spectrogram 1	1	81.086894138	81.259444111	197.5	679.0	0.173	481.5	-51.3	
23	Spectrogram 1	1	119.232404555	119.607700748	98.8	1185.2	0.375	1086.4	-64.0	
