Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	3.422936589	3.730697094	122.7	1187.3	0.308	1064.6	-59.2	
2	Spectrogram 1	1	11.952378307	12.701994964	113.9	1454.5	0.750	1340.6	-55.9	
3	Spectrogram 1	1	27.951533080	28.705546316	78.9	1524.6	0.754	1445.8	-52.6	
4	Spectrogram 1	1	31.159327798	31.434113963	70.1	1003.3	0.275	933.2	-55.9	
5	Spectrogram 1	1	34.296873656	34.853040853	157.7	1152.2	0.556	994.5	-58.5	
6	Spectrogram 1	1	34.593642714	34.925584400	65.7	963.8	0.332	898.1	-57.0	
7	Spectrogram 1	1	36.055505110	36.567706520	74.5	1323.1	0.512	1248.6	-60.2	
8	Spectrogram 1	1	36.855198685	37.204726687	127.1	1279.3	0.350	1152.2	-53.2	
9	Spectrogram 1	1	37.066234460	37.384986411	109.5	981.4	0.319	871.8	-54.9	
10	Spectrogram 1	1	39.427317684	39.644948326	74.5	1200.4	0.218	1125.9	-55.2	
11	Spectrogram 1	1	42.701761712	43.104048657	122.7	1064.6	0.402	941.9	-52.2	
12	Spectrogram 1	1	42.947970115	43.115040104	43.8	858.7	0.167	814.9	-48.2	
13	Spectrogram 1	1	42.985831638	43.278204117	109.5	806.1	0.292	696.6	-48.9	
14	Spectrogram 1	1	43.645318433	43.849759340	109.5	1020.8	0.204	911.3	-51.7	
15	Spectrogram 1	1	44.179502737	44.546617053	78.9	1033.9	0.367	955.1	-57.9	
16	Spectrogram 1	1	44.825799797	45.065413332	140.2	788.6	0.240	648.4	-56.7	
17	Spectrogram 1	1	45.098387672	45.344596075	144.6	810.5	0.246	665.9	-56.6	
18	Spectrogram 1	1	45.891970115	46.311843375	100.8	845.5	0.420	744.8	-55.0	
19	Spectrogram 1	1	46.107402469	46.366800608	109.5	744.8	0.259	635.3	-52.9	
20	Spectrogram 1	1	47.709471645	48.256845685	92.0	963.8	0.547	871.8	-56.9	
21	Spectrogram 1	1	50.157882209	50.459047846	70.1	1069.0	0.301	998.9	-55.0	
22	Spectrogram 1	1	50.852541633	51.089956880	92.0	1012.0	0.237	920.0	-52.9	
23	Spectrogram 1	1	51.129526087	51.613149737	96.4	915.6	0.484	819.3	-53.0	
24	Spectrogram 1	1	51.687891574	51.916513663	109.5	941.9	0.229	832.4	-52.1	
25	Spectrogram 1	1	52.228670746	52.389145866	96.4	775.5	0.160	679.1	-49.7	
26	Spectrogram 1	1	52.290439742	52.661950636	43.8	1007.6	0.372	963.8	-49.1	
27	Spectrogram 1	1	53.613809911	53.919372126	70.1	828.0	0.306	757.9	-52.4	
28	Spectrogram 1	1	55.129872095	55.378278788	127.1	933.2	0.248	806.1	-52.4	
29	Spectrogram 1	1	56.281775697	56.591734491	149.0	828.0	0.310	679.1	-54.0	
31	Spectrogram 1	1	57.826873360	58.013727952	70.1	937.6	0.187	867.5	-50.3	
32	Spectrogram 1	1	58.325885035	58.627050672	170.9	749.2	0.301	578.3	-52.7	
33	Spectrogram 1	1	59.299727203	59.484383506	74.5	876.2	0.185	801.7	-51.6	
34	Spectrogram 1	1	59.422831405	59.655850072	153.3	718.5	0.233	565.2	-47.9	
35	Spectrogram 1	1	59.695419280	59.880075583	131.4	552.0	0.185	420.6	-45.8	
36	Spectrogram 1	1	59.893265319	60.077921621	135.8	849.9	0.185	714.1	-49.9	
37	Spectrogram 1	1	60.510984617	60.664864869	113.9	779.8	0.154	665.9	-50.1	
38	Spectrogram 1	1	60.605511057	60.783572492	223.4	775.5	0.178	552.0	-50.4	
39	Spectrogram 1	1	60.988033945	61.216656034	83.2	639.6	0.229	556.4	-45.5	
40	Spectrogram 1	1	61.194673141	61.467261016	113.9	836.8	0.273	722.9	-43.6	
41	Spectrogram 1	1	61.717865998	61.944289798	201.5	731.6	0.226	530.1	-48.8	
42	Spectrogram 1	1	61.928901773	62.122351233	57.0	696.6	0.193	639.6	-44.2	
43	Spectrogram 1	1	62.091575182	62.344378454	70.1	679.1	0.253	609.0	-47.1	
44	Spectrogram 1	1	62.652383607	62.799668991	201.5	661.5	0.147	460.0	-47.8	
45	Spectrogram 1	1	62.786479255	62.982127004	105.1	740.4	0.196	635.3	-49.6	
46	Spectrogram 1	1	62.957945822	63.252516590	30.7	788.6	0.295	757.9	-49.7	
47	Spectrogram 1	1	63.303077244	63.562475384	192.8	845.5	0.259	652.8	-49.6	
48	Spectrogram 1	1	63.707562479	64.070280216	113.9	898.1	0.363	784.2	-51.2	
49	Spectrogram 1	1	64.294505727	64.564895313	52.6	771.1	0.270	718.5	-47.4	
50	Spectrogram 1	1	64.428601375	64.705585829	144.6	801.7	0.277	657.2	-48.8	
51	Spectrogram 1	1	64.639637149	64.892440421	140.2	775.5	0.253	635.3	-46.7	
52	Spectrogram 1	1	64.773732798	65.061708698	140.2	858.7	0.288	718.5	-48.9	
53	Spectrogram 1	1	65.333442731	65.570857977	153.3	841.2	0.237	687.8	-50.6	
54	Spectrogram 1	1	65.663186129	65.828057827	127.1	740.4	0.165	613.4	-52.0	
55	Spectrogram 1	1	65.803876645	66.021507287	109.5	701.0	0.218	591.4	-51.6	
56	Spectrogram 1	1	66.089654256	66.346854106	61.3	740.4	0.257	679.1	-51.3	
57	Spectrogram 1	1	66.382026735	66.626036850	96.4	727.3	0.244	630.9	-51.9	
58	Spectrogram 1	1	68.060744592	68.364108517	57.0	753.5	0.303	696.6	-48.0	
59	Spectrogram 1	1	68.168460768	68.368505096	100.8	661.5	0.200	560.8	-46.2	
60	Spectrogram 1	1	68.753205727	68.973034658	78.9	775.5	0.220	696.6	-44.9	
61	Spectrogram 1	1	68.849930456	69.043379916	65.7	609.0	0.193	543.3	-44.2	
62	Spectrogram 1	1	69.461054887	69.775410259	0.0	609.0	0.314	609.0	-46.4	
63	Spectrogram 1	1	69.760022234	70.010627216	57.0	683.4	0.251	626.5	-49.0	
64	Spectrogram 1	1	69.979851166	70.160110890	346.1	701.0	0.180	354.9	-46.8	
65	Spectrogram 1	1	70.080915660	70.377684718	52.6	639.6	0.297	587.1	-46.7	
66	Spectrogram 1	1	70.236994201	70.430443661	96.4	521.3	0.193	425.0	-44.6	
67	Spectrogram 1	1	70.362296692	70.593117071	78.9	622.1	0.231	543.3	-43.6	
68	Spectrogram 1	1	70.472211158	70.700833247	153.3	648.4	0.229	495.1	-43.5	
69	Spectrogram 1	1	70.637082857	70.911869022	166.5	810.5	0.275	644.0	-47.8	
70	Spectrogram 1	1	70.911869022	71.122904796	87.6	670.3	0.211	582.7	-44.4	
71	Spectrogram 1	1	71.056956117	71.285578206	127.1	657.2	0.229	530.1	-44.4	
72	Spectrogram 1	1	71.265793602	71.465837930	74.5	556.4	0.200	481.9	-44.9	
73	Spectrogram 1	1	71.402087540	71.621916471	140.2	639.6	0.220	499.4	-45.6	
74	Spectrogram 1	1	71.632907918	71.837348824	61.3	565.2	0.204	503.8	-45.5	
75	Spectrogram 1	1	71.771400145	72.037393152	109.5	674.7	0.266	565.2	-44.3	
76	Spectrogram 1	1	71.971444473	72.211058008	78.9	622.1	0.240	543.3	-47.1	
77	Spectrogram 1	1	72.164893933	72.331963921	149.0	565.2	0.167	416.2	-43.2	
78	Spectrogram 1	1	72.314320792	72.474795912	149.0	582.7	0.160	433.7	-42.2	
79	Spectrogram 1	1	72.437424994	72.613288139	87.6	644.0	0.176	556.4	-44.3	
80	Spectrogram 1	1	72.562727485	72.800142731	157.7	600.2	0.237	442.5	-44.0	
81	Spectrogram 1	1	72.791349574	73.052946002	131.4	683.4	0.262	552.0	-42.4	
82	Spectrogram 1	1	72.967212719	73.259585198	122.7	701.0	0.292	578.3	-43.7	
83	Spectrogram 1	1	73.360706507	73.600320042	92.0	530.1	0.240	438.1	-45.5	
84	Spectrogram 1	1	73.657475565	73.853123314	149.0	552.0	0.196	403.1	-44.6	
85	Spectrogram 1	1	73.745407137	73.963037780	35.0	595.8	0.218	560.8	-44.8	
86	Spectrogram 1	1	74.103728296	74.380712750	127.1	779.8	0.277	652.8	-45.1	
87	Spectrogram 1	1	74.896938379	75.101379286	43.8	565.2	0.204	521.3	-46.5	
88	Spectrogram 1	1	75.129957047	75.301423614	135.8	573.9	0.171	438.1	-47.8	
89	Spectrogram 1	1	75.347587689	75.499269652	135.8	578.3	0.152	442.5	-47.0	
90	Spectrogram 1	1	75.565218332	75.776254106	74.5	753.5	0.211	679.1	-47.2	
91	Spectrogram 1	1	75.969703566	76.222506838	74.5	565.2	0.253	490.7	-49.9	
92	Spectrogram 1	1	76.354145972	76.620138979	100.8	766.7	0.266	665.9	-49.2	
93	Spectrogram 1	1	76.536603985	76.730053445	127.1	626.5	0.193	499.4	-46.6	
94	Spectrogram 1	1	76.600354375	76.787208967	78.9	556.4	0.187	477.5	-44.4	
95	Spectrogram 1	1	76.714665420	76.861950804	122.7	538.9	0.147	416.2	-43.5	
96	Spectrogram 1	1	76.747639759	76.925701194	127.1	552.0	0.178	425.0	-44.1	
97	Spectrogram 1	1	76.837769621	77.024624213	109.5	552.0	0.187	442.5	-44.9	
98	Spectrogram 1	1	76.978460138	77.174107887	65.7	573.9	0.196	508.2	-41.0	
99	Spectrogram 1	1	77.398333397	77.670921273	35.0	556.4	0.273	521.3	-47.3	
100	Spectrogram 1	1	77.550015360	77.743464820	30.7	534.5	0.193	503.8	-44.4	
101	Spectrogram 1	1	77.776439160	77.945707437	153.3	534.5	0.169	381.2	-44.5	
102	Spectrogram 1	1	77.897345072	78.011656117	122.7	578.3	0.114	455.6	-44.3	
103	Spectrogram 1	1	77.972086909	78.174329526	87.6	530.1	0.202	442.5	-47.0	
104	Spectrogram 1	1	78.130363740	78.365580697	131.4	604.6	0.235	473.2	-45.4	
105	Spectrogram 1	1	78.512866081	78.730496723	61.3	600.2	0.218	538.9	-50.0	
106	Spectrogram 1	1	78.756876195	78.934937630	74.5	525.7	0.178	451.3	-43.7	
107	Spectrogram 1	1	78.983299995	79.198732348	65.7	578.3	0.215	512.6	-46.0	
108	Spectrogram 1	1	79.196534059	79.363604047	135.8	801.7	0.167	665.9	-47.5	
