Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	41.581682673	41.939703967	109.2	881.0	0.358	771.8	-57.0	
2	Spectrogram 1	1	44.907860682	45.117065896	218.4	960.1	0.209	741.7	-48.8	
3	Spectrogram 1	1	47.337244641	47.796633409	101.7	960.1	0.459	858.4	-56.1	
4	Spectrogram 1	1	49.229858558	49.615917664	97.9	911.1	0.386	813.3	-55.1	
5	Spectrogram 1	1	51.758869211	52.123360769	105.4	858.4	0.364	753.0	-53.6	
6	Spectrogram 1	1	54.426251075	54.723883235	82.8	824.5	0.298	741.7	-56.0	
7	Spectrogram 1	1	54.984850563	55.679325602	94.1	768.1	0.694	673.9	-48.4	
8	Spectrogram 1	1	56.912958519	57.184709621	97.9	888.6	0.272	790.7	-46.6	
9	Spectrogram 1	1	57.857617113	58.073292590	124.2	730.4	0.216	606.2	-48.2	
10	Spectrogram 1	1	59.694725394	60.033335894	154.4	655.1	0.339	500.8	-52.0	
11	Spectrogram 1	1	62.434682041	62.756038503	158.1	802.0	0.321	643.8	-54.1	
12	Spectrogram 1	1	68.378636579	68.684895758	188.3	866.0	0.306	677.7	-55.2	
13	Spectrogram 1	1	69.754954217	70.037489093	33.9	745.5	0.283	711.6	-53.9	
14	Spectrogram 1	1	71.356329233	71.619453316	45.2	783.1	0.263	738.0	-54.0	
15	Spectrogram 1	1	72.093939367	72.426079603	86.6	835.8	0.332	749.2	-46.4	
16	Spectrogram 1	1	73.938426868	74.065675400	109.2	677.7	0.127	568.5	-49.6	
17	Spectrogram 1	1	74.184296913	74.374091333	124.2	681.5	0.190	557.2	-47.4	
18	Spectrogram 1	1	74.652312700	74.943474595	97.9	749.2	0.291	651.4	-43.1	
19	Spectrogram 1	1	75.496743795	75.725359801	64.0	658.9	0.229	594.9	-54.4	
20	Spectrogram 1	1	77.726304439	77.888061047	82.8	741.7	0.162	658.9	-48.6	
21	Spectrogram 1	1	79.587763217	79.822849488	67.8	704.1	0.235	636.3	-49.9	
22	Spectrogram 1	1	80.713589212	81.032788919	64.0	828.3	0.319	764.3	-49.0	
23	Spectrogram 1	1	82.072236880	82.281442094	94.1	719.1	0.209	625.0	-49.8	
24	Spectrogram 1	1	83.836462290	84.142721468	60.2	655.1	0.306	594.9	-46.9	
25	Spectrogram 1	1	84.760770318	84.998013344	105.4	643.8	0.237	538.4	-45.0	
26	Spectrogram 1	1	87.835269972	88.059572469	79.1	741.7	0.224	662.7	-46.7	
27	Spectrogram 1	1	89.683608817	89.976927467	101.7	666.4	0.293	564.8	-46.4	
28	Spectrogram 1	1	94.381142879	94.620542660	60.2	768.1	0.239	707.8	-48.0	
29	Spectrogram 1	1	97.495589207	97.784594347	180.7	899.8	0.289	719.1	-52.1	
30	Spectrogram 1	1	99.065706686	99.318046995	90.4	832.1	0.252	741.7	-51.8	
31	Spectrogram 1	1	99.587641343	99.861549200	139.3	914.9	0.274	775.6	-48.5	
32	Spectrogram 1	1	100.856327975	101.158273644	52.7	771.8	0.302	719.1	-52.0	
33	Spectrogram 1	1	102.523499419	103.000142225	82.8	809.5	0.477	726.7	-50.7	
