Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	2.242304782	3.294463180	214.7	2015.3	1.052	1800.6	-61.2	
2	Spectrogram 1	1	5.463296352	6.278287898	179.6	2357.0	0.815	2177.4	-63.0	
3	Spectrogram 1	1	32.238286546	32.654406568	74.3	898.4	0.416	824.0	-54.4	
4	Spectrogram 1	1	34.167962296	35.064884209	154.9	1920.7	0.897	1765.8	-51.3	
5	Spectrogram 1	1	37.549194239	38.198168988	111.5	2026.0	0.649	1914.5	-57.6	
6	Spectrogram 1	1	44.184705696	44.501646852	74.3	700.1	0.317	625.8	-51.5	
7	Spectrogram 1	1	46.268897798	46.527625273	31.0	737.3	0.259	706.3	-52.5	
8	Spectrogram 1	1	46.911404361	47.331836508	37.2	1257.7	0.420	1220.6	-43.9	
9	Spectrogram 1	1	54.221585173	54.471688399	86.7	594.8	0.250	508.1	-46.1	
10	Spectrogram 1	1	54.350948911	54.568711202	86.7	508.1	0.218	421.3	-43.6	
11	Spectrogram 1	1	54.971894850	55.209061702	86.7	588.6	0.237	501.9	-42.1	
12	Spectrogram 1	1	57.443606753	57.892067709	216.9	1449.8	0.448	1233.0	-48.5	
13	Spectrogram 1	1	60.822238844	61.108995128	24.8	978.9	0.287	954.2	-51.0	
14	Spectrogram 1	1	67.569735952	67.949202915	62.0	563.8	0.379	501.9	-52.5	
15	Spectrogram 1	1	69.496093682	69.828127275	111.5	731.1	0.332	619.6	-47.8	
16	Spectrogram 1	1	73.749957475	73.900881836	74.3	700.1	0.151	625.8	-45.8	
17	Spectrogram 1	1	75.675743794	75.792171157	130.1	687.7	0.116	557.6	-46.0	
18	Spectrogram 1	1	78.412440735	78.675480334	123.9	755.9	0.263	632.0	-50.4	
19	Spectrogram 1	1	78.628046964	78.880306252	111.5	557.6	0.252	446.1	-47.2	
20	Spectrogram 1	1	79.236056530	79.391293015	99.1	811.6	0.155	712.5	-46.6	
21	Spectrogram 1	1	80.973122603	81.165012147	130.1	848.8	0.192	718.7	-51.0	
22	Spectrogram 1	1	81.343965317	81.604848854	111.5	638.2	0.261	526.6	-49.9	
23	Spectrogram 1	1	83.482630390	83.771542737	68.2	588.6	0.289	520.4	-46.4	
24	Spectrogram 1	1	84.347211368	84.595158532	99.1	731.1	0.248	632.0	-52.3	
25	Spectrogram 1	1	86.008815262	86.334380668	99.1	656.8	0.326	557.6	-47.1	
26	Spectrogram 1	1	88.575393905	88.799624383	24.8	662.9	0.224	638.2	-47.7	
27	Spectrogram 1	1	89.976834394	90.125602692	55.8	755.9	0.149	700.1	-46.5	
28	Spectrogram 1	1	91.677689233	92.251201802	68.2	1034.7	0.574	966.5	-48.8	
29	Spectrogram 1	1	94.391451524	94.648022937	55.8	539.0	0.257	483.3	-46.4	
30	Spectrogram 1	1	95.547100912	95.648435840	74.3	718.7	0.101	644.4	-42.9	
31	Spectrogram 1	1	96.547365095	96.704757642	80.5	780.7	0.157	700.1	-50.8	
32	Spectrogram 1	1	101.231640179	101.455870657	92.9	805.5	0.224	712.5	-52.6	
33	Spectrogram 1	1	101.494679778	101.705973883	105.3	687.7	0.211	582.4	-53.6	
34	Spectrogram 1	1	103.113882558	103.359673660	37.2	923.2	0.246	886.0	-51.6	
