Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	0.478865713	0.747274521	67.8	805.7	0.268	737.9	-51.0	
2	Spectrogram 1	1	1.076685330	1.287142236	233.4	700.3	0.210	466.9	-53.9	
3	Spectrogram 1	1	10.031706348	10.263513954	165.7	783.1	0.232	617.4	-56.0	
4	Spectrogram 1	1	34.194885651	34.429743357	113.0	798.2	0.235	685.2	-51.0	
5	Spectrogram 1	1	35.299021881	35.555230288	90.4	775.6	0.256	685.2	-59.1	
6	Spectrogram 1	1	35.881067371	36.085424077	113.0	813.3	0.204	700.3	-53.7	
7	Spectrogram 1	1	36.161676579	36.393484185	75.3	866.0	0.232	790.7	-55.2	
8	Spectrogram 1	1	37.494570316	37.674526221	113.0	519.6	0.180	406.6	-63.3	
9	Spectrogram 1	1	39.899014191	40.213174500	150.6	745.5	0.314	594.9	-59.4	
10	Spectrogram 1	1	41.363062232	41.628420939	165.7	707.8	0.265	542.1	-59.2	
11	Spectrogram 1	1	41.841927945	42.092036152	165.7	640.1	0.250	474.4	-57.1	
12	Spectrogram 1	1	42.577002065	42.747807670	67.8	677.7	0.171	609.9	-50.2	
13	Spectrogram 1	1	44.237846093	44.558106602	97.9	903.6	0.320	805.7	-59.8	
14	Spectrogram 1	1	45.485337028	45.711044434	82.8	790.7	0.226	707.9	-53.5	
15	Spectrogram 1	1	46.025204743	46.287513350	135.5	820.8	0.262	685.3	-53.8	
16	Spectrogram 1	1	46.604723759	46.851781866	67.8	760.5	0.247	692.7	-52.9	
17	Spectrogram 1	1	47.785121844	48.084031652	67.8	956.3	0.299	888.5	-56.8	
18	Spectrogram 1	1	49.508428391	49.904941402	67.8	948.8	0.397	881.0	-56.0	
19	Spectrogram 1	1	49.972043604	50.277053613	75.3	835.8	0.305	760.5	-51.6	
20	Spectrogram 1	1	51.410753953	51.660862160	195.8	813.3	0.250	617.5	-52.3	
21	Spectrogram 1	1	52.938854095	53.176761902	97.9	677.7	0.238	579.8	-53.5	
22	Spectrogram 1	1	52.136677773	52.496589583	60.2	504.5	0.360	444.3	-53.6	
23	Spectrogram 1	1	53.229780568	53.467688375	67.8	700.3	0.238	632.5	-49.9	
24	Spectrogram 1	1	53.723896782	53.984680339	60.2	670.2	0.261	610.0	-44.3	
25	Spectrogram 1	1	55.364850628	55.544806533	105.0	677.5	0.180	572.5	-50.8	
26	Spectrogram 1	1	55.538706333	55.697311537	190.8	667.9	0.159	477.1	-48.3	
27	Spectrogram 1	1	55.822514807	56.090923615	143.1	667.9	0.268	524.8	-50.2	
28	Spectrogram 1	1	56.780246234	56.960202139	124.0	563.0	0.180	439.0	-44.0	
29	Spectrogram 1	1	56.981552839	57.146258244	229.0	658.4	0.165	429.4	-50.9	
30	Spectrogram 1	1	57.475669053	57.637324358	105.0	591.6	0.162	486.6	-39.2	
31	Spectrogram 1	1	57.589218780	57.778324986	133.6	553.4	0.189	419.8	-42.9	
32	Spectrogram 1	1	57.711222784	57.830176687	76.3	543.9	0.119	467.6	-42.2	
33	Spectrogram 1	1	57.769174685	57.924729790	114.5	687.0	0.156	572.5	-44.5	
34	Spectrogram 1	1	58.321242801	58.550000307	57.3	715.6	0.229	658.3	-47.1	
35	Spectrogram 1	1	58.415795903	58.598801908	114.5	677.5	0.183	563.0	-46.0	
36	Spectrogram 1	1	58.580501308	58.769607513	85.9	639.3	0.189	553.4	-45.9	
37	Spectrogram 1	1	58.659803910	58.845860015	133.6	610.7	0.186	477.1	-43.3	
38	Spectrogram 1	1	58.769607513	58.919062417	190.8	629.8	0.149	439.0	-43.2	
39	Spectrogram 1	1	58.836709715	58.964813919	181.3	505.7	0.128	324.4	-42.8	
40	Spectrogram 1	1	59.297274828	59.471130533	57.3	534.4	0.174	477.1	-47.8	
41	Spectrogram 1	1	60.050649549	60.258056354	162.2	601.1	0.207	438.9	-48.2	
42	Spectrogram 1	1	60.834635569	61.045092475	105.0	601.1	0.210	496.1	-43.5	
43	Spectrogram 1	1	61.523122244	61.660376748	95.4	572.5	0.137	477.1	-43.5	
44	Spectrogram 1	1	61.611575147	61.742729450	200.4	591.6	0.131	391.2	-45.7	
45	Spectrogram 1	1	61.715278549	61.883034054	105.0	563.0	0.168	458.0	-42.3	
46	Spectrogram 1	1	61.837282553	61.953186356	133.6	553.4	0.116	419.8	-41.8	
47	Spectrogram 1	1	61.980637257	62.078240460	334.0	687.0	0.098	353.0	-46.7	
48	Spectrogram 1	1	62.084340660	62.239895764	209.9	648.9	0.156	439.0	-42.8	
49	Spectrogram 1	1	62.261246465	62.392400768	257.6	734.7	0.131	477.1	-41.4	
50	Spectrogram 1	1	62.343599167	62.471703371	334.0	715.6	0.128	381.6	-45.1	
51	Spectrogram 1	1	62.401551069	62.575406773	229.0	772.9	0.174	543.9	-47.8	
52	Spectrogram 1	1	62.572356673	62.727911778	152.7	620.2	0.156	467.5	-40.2	
53	Spectrogram 1	1	62.703510977	62.895667282	171.8	572.5	0.192	400.7	-35.1	
54	Spectrogram 1	1	62.962769484	63.151875689	105.0	553.4	0.189	448.4	-42.7	
55	Spectrogram 1	1	61.068657332	61.205911835	133.6	648.9	0.137	515.3	-47.0	
56	Spectrogram 1	1	60.492188415	60.598941918	286.3	811.1	0.107	524.8	-48.3	
57	Spectrogram 1	1	63.071948451	63.236653856	133.6	534.4	0.165	400.8	-39.6	
58	Spectrogram 1	1	63.172601754	63.331206958	133.6	486.6	0.159	353.0	-43.1	
59	Spectrogram 1	1	63.538613764	63.694168869	105.0	563.0	0.156	458.0	-43.4	
60	Spectrogram 1	1	63.639267067	63.758220970	162.2	696.6	0.119	534.4	-41.3	
61	Spectrogram 1	1	63.709419369	63.837523573	162.2	610.7	0.128	448.5	-38.6	
62	Spectrogram 1	1	63.800922372	63.886325174	267.2	572.5	0.085	305.3	-38.1	
63	Spectrogram 1	1	63.922926375	64.148633781	95.4	639.3	0.226	543.9	-43.1	
64	Spectrogram 1	1	64.206585683	64.426192889	162.2	725.2	0.220	563.0	-39.3	
65	Spectrogram 1	1	64.499395291	64.645800095	248.1	725.2	0.146	477.1	-49.2	
66	Spectrogram 1	1	64.636649795	64.786104699	76.3	448.5	0.149	372.2	-48.9	
67	Spectrogram 1	1	65.100265008	65.237519511	133.6	667.9	0.137	534.3	-46.9	
68	Spectrogram 1	1	65.237519511	65.362573615	133.6	601.1	0.125	467.5	-43.8	
69	Spectrogram 1	1	65.307671813	65.423575617	200.4	648.9	0.116	448.5	-45.1	
70	Spectrogram 1	1	65.525184514	65.790543221	133.6	667.9	0.265	534.3	-42.5	
71	Spectrogram 1	1	65.634988117	65.821044222	57.3	553.4	0.186	496.1	-41.0	
72	Spectrogram 1	1	65.741741620	65.878996124	248.1	591.6	0.137	343.5	-42.4	
73	Spectrogram 1	1	65.799693522	65.955248626	200.4	591.6	0.156	391.2	-42.5	
74	Spectrogram 1	1	65.872895924	66.052851829	162.2	563.0	0.180	400.8	-40.4	
75	Spectrogram 1	1	65.964398926	66.080302729	57.3	534.4	0.116	477.1	-40.8	
76	Spectrogram 1	1	66.089453030	66.296859835	114.5	753.8	0.207	639.3	-45.3	
77	Spectrogram 1	1	66.165705532	66.339561237	229.0	648.9	0.174	419.9	-43.2	
78	Spectrogram 1	1	66.269408935	66.431064239	181.3	687.0	0.162	505.7	-42.5	
79	Spectrogram 1	1	66.360911937	66.507316741	143.1	696.6	0.146	553.5	-43.2	
80	Spectrogram 1	1	66.656771645	66.812326750	190.8	763.4	0.156	572.6	-48.3	
81	Spectrogram 1	1	66.876378852	67.056334757	162.2	639.3	0.180	477.1	-39.7	
82	Spectrogram 1	1	67.288142363	67.486398869	95.4	582.1	0.198	486.7	-44.1	
83	Spectrogram 1	1	67.413196467	67.562651371	105.0	563.0	0.149	458.0	-41.7	
84	Spectrogram 1	1	67.489448969	67.654154373	162.2	553.4	0.165	391.2	-41.9	
85	Spectrogram 1	1	67.568751571	67.702955975	152.7	543.9	0.134	391.2	-41.2	
86	Spectrogram 1	1	67.681605274	67.806659377	171.8	477.1	0.125	305.3	-41.2	
87	Spectrogram 1	1	67.779208477	67.928663381	66.8	477.1	0.149	410.3	-40.8	
88	Spectrogram 1	1	67.974414882	68.117769586	133.6	572.5	0.143	438.9	-48.6	
89	Spectrogram 1	1	68.084218485	68.279424891	105.0	667.9	0.195	562.9	-40.8	
90	Spectrogram 1	1	68.527962218	68.656066422	124.0	734.7	0.128	610.7	-42.6	
91	Spectrogram 1	1	68.576763820	68.750619525	85.9	610.7	0.174	524.8	-40.1	
92	Spectrogram 1	1	68.674367023	68.814671626	133.6	553.4	0.140	419.8	-41.0	
93	Spectrogram 1	1	68.881773828	69.043429133	133.6	496.2	0.162	362.6	-44.6	
94	Spectrogram 1	1	69.086130534	69.198984237	124.0	543.9	0.113	419.9	-41.1	
95	Spectrogram 1	1	69.186783837	69.339288841	209.9	639.3	0.153	429.4	-41.8	
96	Spectrogram 1	1	69.284387039	69.439942144	85.9	496.2	0.156	410.3	-40.2	
97	Spectrogram 1	1	69.470443145	69.604647548	143.1	486.6	0.134	343.5	-38.0	
98	Spectrogram 1	1	69.586346948	69.741902052	114.5	582.1	0.156	467.6	-38.8	
99	Spectrogram 1	1	69.827304855	69.961509258	76.3	467.6	0.134	391.3	-40.5	
100	Spectrogram 1	1	69.988960159	70.162815864	143.1	563.0	0.174	419.9	-45.5	
101	Spectrogram 1	1	70.190266765	70.327521268	124.0	486.6	0.137	362.6	-41.8	
102	Spectrogram 1	1	70.503912798	70.702169304	28.6	438.9	0.198	410.3	-40.5	
103	Spectrogram 1	1	70.818073107	70.946177311	305.3	610.7	0.128	305.4	-41.4	
104	Spectrogram 1	1	70.842473908	70.988878712	105.0	477.1	0.146	372.1	-40.0	
105	Spectrogram 1	1	71.022429813	71.162734417	181.3	496.2	0.140	314.9	-42.8	
106	Spectrogram 1	1	71.089532015	71.245087119	162.2	534.4	0.156	372.2	-41.1	
107	Spectrogram 1	1	71.220686318	71.412842624	95.4	543.9	0.192	448.5	-40.1	
108	Spectrogram 1	1	71.428093124	71.534846627	143.1	534.4	0.107	391.3	-45.8	
109	Spectrogram 1	1	71.507395726	71.675151231	162.2	629.8	0.168	467.6	-44.2	
110	Spectrogram 1	1	71.656850630	71.797155234	171.8	534.4	0.140	362.6	-40.9	
111	Spectrogram 1	1	71.778854634	71.943560038	143.1	591.6	0.165	448.5	-40.4	
112	Spectrogram 1	1	71.974061039	72.099115143	133.6	591.6	0.125	458.0	-41.0	
113	Spectrogram 1	1	72.224169246	72.330922749	85.9	572.5	0.107	486.6	-44.7	
114	Spectrogram 1	1	72.318722349	72.489527954	143.1	505.7	0.171	362.6	-40.7	
115	Spectrogram 1	1	72.486477854	72.638982858	152.7	534.4	0.153	381.7	-37.2	
116	Spectrogram 1	1	72.587131156	72.754886661	66.8	477.1	0.168	410.3	-39.1	
117	Spectrogram 1	1	72.821988863	72.980594067	143.1	620.2	0.159	477.1	-40.3	
