Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	7.814376886	8.101133171	214.7	766.7	0.287	552.0	-72.1	
2	Spectrogram 1	1	14.220523994	14.522372714	219.1	1016.4	0.302	797.4	-52.0	
3	Spectrogram 1	1	19.615136230	20.509902080	78.9	1428.2	0.895	1349.4	-57.8	
4	Spectrogram 1	1	48.684514428	48.992831335	113.9	784.2	0.308	670.3	-56.2	
5	Spectrogram 1	1	62.184656141	62.902624884	131.4	1003.3	0.718	871.8	-53.1	
6	Spectrogram 1	1	64.243695629	64.672752025	83.2	766.7	0.429	683.4	-59.9	
7	Spectrogram 1	1	67.825548688	68.159738343	210.3	1235.5	0.334	1025.2	-53.6	
8	Spectrogram 1	1	76.559642236	76.962825885	201.5	1235.5	0.403	1033.9	-53.9	
9	Spectrogram 1	1	81.969785799	82.131490471	39.4	420.6	0.162	381.2	-70.7	
10	Spectrogram 1	1	85.216253399	85.574159740	131.4	806.1	0.358	674.7	-59.5	
11	Spectrogram 1	1	91.360958032	91.813731113	61.3	793.0	0.453	731.6	-58.5	
12	Spectrogram 1	1	93.040530556	93.452338454	52.6	876.2	0.412	823.6	-60.3	
13	Spectrogram 1	1	94.564617709	94.883714928	83.2	1064.6	0.319	981.4	-58.9	
14	Spectrogram 1	1	99.493339288	99.935332058	70.1	863.1	0.442	793.0	-55.6	
15	Spectrogram 1	1	103.538386118	104.187360868	78.9	1577.2	0.649	1498.3	-52.8	
16	Spectrogram 1	1	120.149074272	120.925256696	122.7	1082.1	0.776	959.5	-57.5	
17	Spectrogram 1	1	124.562467542	125.431360645	96.4	1520.2	0.869	1423.9	-57.3	
