Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	6.684172838	7.578463454	147.3	1374.9	0.894	1227.6	-57.4	
2	Spectrogram 1	1	10.677104720	12.257608433	130.9	1563.2	1.581	1432.2	-49.4	
3	Spectrogram 1	1	28.859395007	29.217996690	163.7	1178.5	0.359	1014.8	-58.2	
4	Spectrogram 1	1	30.363820503	30.867829376	73.7	1235.8	0.504	1162.1	-61.6	
5	Spectrogram 1	1	32.168560678	32.738309840	90.0	1342.2	0.570	1252.2	-56.9	
6	Spectrogram 1	1	33.010662461	33.414495658	73.7	1211.2	0.404	1137.6	-59.1	
7	Spectrogram 1	1	34.240264858	34.625315115	81.8	802.0	0.385	720.2	-53.2	
8	Spectrogram 1	1	34.471921110	34.831927449	114.6	1407.7	0.360	1293.1	-56.3	
9	Spectrogram 1	1	38.328136427	38.609880517	122.8	973.9	0.282	851.1	-57.2	
10	Spectrogram 1	1	42.637400699	42.909753320	73.7	1104.9	0.272	1031.2	-62.8	
11	Spectrogram 1	1	43.887217654	44.053133618	122.8	982.1	0.166	859.3	-54.4	
12	Spectrogram 1	1	44.372443588	44.550881512	163.7	703.8	0.178	540.2	-53.0	
13	Spectrogram 1	1	44.406878977	44.816973153	106.4	728.4	0.410	622.0	-52.7	
14	Spectrogram 1	1	45.885104073	46.035367588	73.7	802.0	0.150	728.4	-49.8	
15	Spectrogram 1	1	46.836773002	47.199909830	106.4	654.7	0.363	548.3	-56.0	
16	Spectrogram 1	1	47.127908562	47.318868446	57.3	785.7	0.191	728.4	-54.0	
17	Spectrogram 1	1	47.459740491	47.769658991	65.5	662.9	0.310	597.4	-52.1	
18	Spectrogram 1	1	48.625282285	48.797459229	196.4	875.7	0.172	679.3	-55.0	
19	Spectrogram 1	1	49.968262451	50.250006542	139.1	777.5	0.282	638.4	-49.6	
20	Spectrogram 1	1	50.318877319	50.475401814	90.0	744.8	0.157	654.7	-52.7	
21	Spectrogram 1	1	50.584968961	50.826016683	147.3	712.0	0.241	564.7	-50.4	
22	Spectrogram 1	1	50.869843541	50.935583829	65.5	843.0	0.066	777.5	-52.5	
23	Spectrogram 1	1	51.966610735	52.282790215	90.0	662.9	0.316	572.9	-55.9	
24	Spectrogram 1	1	53.052890729	53.253242083	65.5	605.6	0.200	540.2	-50.5	
25	Spectrogram 1	1	53.394114128	53.729076547	130.9	851.1	0.335	720.2	-53.1	
26	Spectrogram 1	1	53.854296143	54.132909744	32.7	646.5	0.279	613.8	-51.9	
27	Spectrogram 1	1	54.254998850	54.539873431	98.2	589.3	0.285	491.0	-45.0	
28	Spectrogram 1	1	54.286303749	54.420914815	130.9	687.5	0.135	556.5	-48.2	
29	Spectrogram 1	1	54.655701557	54.821617521	139.1	671.1	0.166	532.0	-51.2	
30	Spectrogram 1	1	55.191015329	55.350670314	155.5	810.2	0.160	654.7	-51.1	
31	Spectrogram 1	1	55.288060516	55.579196077	90.0	728.4	0.291	638.4	-48.9	
32	Spectrogram 1	1	56.368708714	56.644191825	73.7	941.2	0.275	867.5	-54.5	
33	Spectrogram 1	1	56.741237012	57.107504330	90.0	802.0	0.366	712.0	-52.0	
34	Spectrogram 1	1	57.138809229	57.370465482	114.6	744.8	0.232	630.2	-51.1	
35	Spectrogram 1	1	57.464380179	57.686644961	81.8	654.7	0.222	572.9	-48.7	
36	Spectrogram 1	1	57.489424098	57.761776719	90.0	589.3	0.272	499.2	-48.9	
37	Spectrogram 1	1	59.781571886	60.022619608	122.8	752.9	0.241	630.2	-44.5	
38	Spectrogram 1	1	59.909921972	60.094620876	0.0	605.6	0.185	605.6	-45.9	
39	Spectrogram 1	1	60.686283467	60.880373840	147.3	695.6	0.194	548.3	-51.7	
40	Spectrogram 1	1	60.877243350	61.108899603	147.3	687.5	0.232	540.2	-53.4	
