Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	69.520751220	70.064301053	225.9	1295.2	0.544	1069.3	-49.0	
2	Spectrogram 1	1	88.886018513	89.265640618	105.4	707.8	0.380	602.4	-57.5	
3	Spectrogram 1	1	90.240579206	90.529609672	180.7	1204.8	0.289	1024.1	-57.6	
4	Spectrogram 1	1	92.463432979	92.808543983	218.4	1219.9	0.345	1001.5	-61.3	
5	Spectrogram 1	1	92.868938409	93.209735526	263.6	1099.4	0.341	835.8	-60.8	
6	Spectrogram 1	1	93.865446435	94.365857391	97.9	888.6	0.500	790.7	-49.5	
7	Spectrogram 1	1	97.815130566	98.272402647	90.4	1099.4	0.457	1009.0	-57.4	
8	Spectrogram 1	1	100.088770275	100.377800742	210.8	1024.1	0.289	813.3	-56.6	
9	Spectrogram 1	1	107.489467856	107.938112162	225.9	1558.7	0.449	1332.8	-63.6	
10	Spectrogram 1	1	126.188435099	126.723357156	316.3	1302.7	0.535	986.4	-65.6	
11	Spectrogram 1	1	127.482601366	128.030465085	128.0	1099.4	0.548	971.4	-55.1	
