Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	0.680585408	0.878375675	121.9	891.9	0.198	770.0	-54.7	
2	Spectrogram 1	1	3.049396403	3.239399652	199.3	840.6	0.190	641.3	-51.6	
3	Spectrogram 1	1	3.423173286	3.634980186	39.9	745.8	0.212	706.0	-51.0	
4	Spectrogram 1	1	6.873506032	7.184986768	89.8	1097.2	0.311	1007.4	-59.1	
5	Spectrogram 1	1	7.269086566	7.512041540	109.1	859.8	0.243	750.7	-54.7	
6	Spectrogram 1	1	12.620325606	12.782295589	147.6	994.6	0.162	847.0	-60.7	
7	Spectrogram 1	1	13.654090526	13.853438197	51.3	699.4	0.199	648.1	-47.4	
8	Spectrogram 1	1	15.747241070	15.943473933	160.4	795.7	0.196	635.2	-53.3	
9	Spectrogram 1	1	17.902687761	18.123839084	250.2	988.2	0.221	737.9	-55.0	
10	Spectrogram 1	1	15.948302317	16.116501915	186.1	879.1	0.168	693.0	-51.7	
11	Spectrogram 1	1	18.271948606	18.564740498	173.2	962.5	0.293	789.2	-56.6	
12	Spectrogram 1	1	21.377690598	21.570808654	192.5	1225.6	0.193	1033.1	-55.0	
13	Spectrogram 1	1	32.613911852	33.021951616	134.7	1482.2	0.408	1347.5	-48.4	
14	Spectrogram 1	1	45.964623730	46.149954768	288.7	1167.8	0.185	879.1	-55.8	
15	Spectrogram 1	1	47.375631463	47.676210373	70.6	1225.6	0.301	1155.0	-50.2	
16	Spectrogram 1	1	48.177694357	48.386386450	134.7	1065.2	0.209	930.4	-48.8	
17	Spectrogram 1	1	50.969623005	51.147167024	121.9	975.3	0.178	853.4	-52.2	
18	Spectrogram 1	1	52.578421005	52.821375979	154.0	1078.0	0.243	924.0	-57.1	
19	Spectrogram 1	1	55.121354720	55.442179878	231.0	1238.4	0.321	1007.4	-56.2	
