Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	22.915209923	24.070859311	96.4	2116.1	1.156	2019.7	-54.7	
2	Spectrogram 1	1	44.177020379	44.554331280	153.3	1274.9	0.377	1121.6	-56.8	
3	Spectrogram 1	1	45.205462092	45.807003471	0.0	1410.7	0.602	1410.7	-47.1	
4	Spectrogram 1	1	48.011815040	48.220953082	122.7	1104.0	0.209	981.3	-50.6	
5	Spectrogram 1	1	53.956684116	54.277937398	35.0	876.2	0.321	841.2	-48.4	
6	Spectrogram 1	1	77.087349189	77.540122270	92.0	924.4	0.453	832.4	-49.6	
7	Spectrogram 1	1	86.661586897	87.508919378	52.6	1016.4	0.847	963.8	-53.9	
8	Spectrogram 1	1	93.558825830	94.365193126	74.5	670.3	0.806	595.8	-58.5	
9	Spectrogram 1	1	96.356895463	96.816136730	92.0	701.0	0.459	609.0	-56.3	
10	Spectrogram 1	1	96.704021491	97.111517264	83.2	718.5	0.407	635.3	-55.6	
11	Spectrogram 1	1	103.910950635	104.303353972	166.5	744.8	0.392	578.3	-56.6	
12	Spectrogram 1	1	106.254192014	106.659531725	70.1	1025.2	0.405	955.1	-59.4	
