Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	5.926046136	6.545216931	316.3	2116.0	0.619	1799.7	-63.5	
2	Spectrogram 1	1	31.651328574	32.557208999	120.5	1724.4	0.906	1603.9	-50.8	
3	Spectrogram 1	1	36.374164478	36.886581688	30.1	1069.3	0.512	1039.2	-57.0	
4	Spectrogram 1	1	41.212270349	41.563032130	82.8	1099.4	0.351	1016.6	-50.4	
5	Spectrogram 1	1	42.747004854	43.177069298	173.2	1137.0	0.430	963.9	-54.7	
6	Spectrogram 1	1	43.721356394	44.188022067	308.7	1242.5	0.467	933.7	-57.9	
7	Spectrogram 1	1	51.001345108	51.245353303	105.4	873.5	0.244	768.1	-51.4	
8	Spectrogram 1	1	51.751670308	52.224436187	188.3	1039.2	0.473	850.9	-46.0	
9	Spectrogram 1	1	53.142517021	53.362124397	113.0	873.5	0.220	760.5	-51.2	
10	Spectrogram 1	1	53.434702219	53.806814716	195.8	963.9	0.372	768.1	-53.9	
11	Spectrogram 1	1	57.139750152	57.453910703	37.7	1111.1	0.314	1073.5	-54.8	
12	Spectrogram 1	1	58.399442459	58.951511001	60.2	986.4	0.552	926.2	-56.7	
13	Spectrogram 1	1	63.085153507	63.472516517	64.8	935.2	0.387	870.4	-52.4	
14	Spectrogram 1	1	69.860506396	70.092314181	185.9	771.4	0.232	585.5	-50.2	
15	Spectrogram 1	1	70.272270225	70.540679240	55.8	724.9	0.268	669.1	-48.6	
16	Spectrogram 1	1	70.586430776	70.851789689	83.6	790.0	0.265	706.3	-49.6	
17	Spectrogram 1	1	71.443509562	71.748519806	65.1	669.1	0.305	604.1	-52.6	
18	Spectrogram 1	1	72.948477978	73.259588427	176.6	715.6	0.311	539.0	-51.4	
19	Spectrogram 1	1	73.326690681	73.582899286	130.1	752.8	0.256	622.7	-47.3	
20	Spectrogram 1	1	73.707953486	73.973312398	102.2	678.4	0.265	576.2	-52.2	
21	Spectrogram 1	1	87.915487955	88.150345843	83.6	724.9	0.235	641.3	-49.0	
22	Spectrogram 1	1	90.334219190	90.623978921	27.9	799.3	0.290	771.4	-47.4	
23	Spectrogram 1	1	90.902493839	91.091600190	83.6	678.4	0.189	594.8	-50.1	
24	Spectrogram 1	1	92.290290449	92.500747517	55.8	632.0	0.210	576.2	-45.1	
25	Spectrogram 1	1	92.607501103	92.839308888	102.2	678.4	0.232	576.2	-47.7	
26	Spectrogram 1	1	93.156519542	93.424928556	74.3	669.1	0.268	594.8	-46.7	
27	Spectrogram 1	1	99.601625484	99.937136752	83.6	836.4	0.336	752.8	-45.5	
28	Spectrogram 1	1	127.434005082	127.793917170	185.9	938.7	0.360	752.8	-54.7	
