Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	34.932395488	35.303763768	78.9	1012.0	0.371	933.2	-57.2	
2	Spectrogram 1	1	39.147462703	39.496856529	57.0	779.8	0.349	722.9	-54.6	
3	Spectrogram 1	1	42.521334975	42.938849610	61.3	1090.9	0.418	1029.6	-55.4	
4	Spectrogram 1	1	43.288243435	43.611267915	83.2	1261.8	0.323	1178.5	-58.7	
5	Spectrogram 1	1	43.861776696	44.202380740	118.3	1007.6	0.341	889.4	-57.9	
6	Spectrogram 1	1	44.986773319	45.377918608	70.1	1174.1	0.391	1104.0	-58.0	
7	Spectrogram 1	1	47.138273881	47.412759120	81.7	792.0	0.274	710.4	-55.4	
8	Spectrogram 1	1	47.501302745	47.793496709	98.0	898.2	0.292	800.2	-55.0	
9	Spectrogram 1	1	49.247847376	49.513478253	138.8	865.5	0.266	726.7	-52.7	
10	Spectrogram 1	1	49.562177247	49.845516848	163.3	881.8	0.283	718.5	-47.2	
11	Spectrogram 1	1	51.621498721	51.953537316	89.8	767.5	0.332	677.7	-54.9	
12	Spectrogram 1	1	53.173247376	53.492004428	57.2	783.9	0.319	726.7	-52.7	
13	Spectrogram 1	1	55.602899050	55.939364827	196.0	971.7	0.336	775.7	-54.1	
14	Spectrogram 1	1	56.036762814	56.262549059	81.7	620.6	0.226	538.9	-48.8	
15	Spectrogram 1	1	57.223247395	57.440179277	81.7	914.5	0.217	832.9	-53.1	
16	Spectrogram 1	1	58.570881911	59.000318494	130.6	767.5	0.429	636.9	-59.0	
17	Spectrogram 1	1	60.053987636	60.394880594	163.3	792.0	0.341	628.7	-56.5	
18	Spectrogram 1	1	60.293055425	61.072239328	138.8	1273.8	0.779	1135.0	-55.4	
19	Spectrogram 1	1	61.275889667	61.811578600	89.8	971.7	0.536	881.8	-57.4	
20	Spectrogram 1	1	66.032472546	66.625714836	147.0	1363.6	0.593	1216.6	-47.5	
21	Spectrogram 1	1	66.590297386	67.002025244	114.3	865.5	0.412	751.2	-56.3	
22	Spectrogram 1	1	67.190202068	67.818861808	204.1	1355.4	0.629	1151.3	-56.4	
23	Spectrogram 1	1	68.598045712	69.014200751	98.0	1061.5	0.416	963.5	-53.4	
24	Spectrogram 1	1	71.662105434	72.109250742	89.8	1094.1	0.447	1004.3	-54.3	
25	Spectrogram 1	1	72.489988331	72.888434646	187.8	1061.5	0.398	873.7	-50.5	
26	Spectrogram 1	1	74.105038651	74.512339328	130.6	759.4	0.407	628.7	-53.4	
27	Spectrogram 1	1	74.490203422	74.777970204	147.0	890.0	0.288	743.0	-54.1	
28	Spectrogram 1	1	75.030319537	75.393348401	130.6	792.0	0.363	661.4	-51.5	
29	Spectrogram 1	1	75.962262814	76.343000404	122.5	890.0	0.381	767.5	-54.2	
30	Spectrogram 1	1	76.537796380	77.064630951	81.7	971.7	0.527	890.0	-55.6	
31	Spectrogram 1	1	78.070283283	78.446593691	171.5	1053.3	0.376	881.8	-56.9	
32	Spectrogram 1	1	78.482011141	78.774205105	89.8	881.8	0.292	792.0	-49.4	
33	Spectrogram 1	1	78.685661479	78.915874905	114.3	898.2	0.230	783.9	-50.8	
34	Spectrogram 1	1	81.154381271	81.676788660	49.0	718.5	0.522	669.5	-56.1	
35	Spectrogram 1	1	83.553819189	83.863721878	163.3	792.0	0.310	628.7	-54.3	
36	Spectrogram 1	1	85.830849059	86.069916848	81.7	1004.3	0.239	922.7	-57.6	
37	Spectrogram 1	1	88.733432615	89.198286648	57.2	1281.9	0.465	1224.8	-47.6	
38	Spectrogram 1	1	89.556189996	89.733277247	98.0	783.9	0.177	685.9	-42.2	
39	Spectrogram 1	1	91.566727539	92.044863116	122.5	1469.7	0.478	1347.3	-53.6	
40	Spectrogram 1	1	92.013872847	92.341484261	130.6	1069.6	0.328	939.0	-54.5	
41	Spectrogram 1	1	93.394455068	94.040823533	106.1	1428.9	0.646	1322.8	-48.3	
42	Spectrogram 1	1	94.647347367	94.886415156	114.3	1028.8	0.239	914.5	-54.5	
43	Spectrogram 1	1	95.563773890	95.917948392	114.3	702.2	0.354	587.9	-54.7	
44	Spectrogram 1	1	96.962124228	97.156920204	73.5	1379.9	0.195	1306.4	-54.1	
45	Spectrogram 1	1	100.350144697	100.646765842	32.7	1143.1	0.297	1110.5	-50.0	
46	Spectrogram 1	1	104.655922207	104.881708452	114.3	1281.9	0.226	1167.6	-52.0	
47	Spectrogram 1	1	106.161163839	106.497629615	65.3	1020.7	0.336	955.3	-51.9	
48	Spectrogram 1	1	106.418622536	106.595709787	130.6	1102.3	0.177	971.7	-52.9	
49	Spectrogram 1	1	107.689223561	108.038970881	73.5	1298.3	0.350	1224.8	-53.0	
50	Spectrogram 1	1	120.368352388	121.165245017	204.1	865.5	0.797	661.4	-61.0	
