Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	0.668629858	1.183506905	196.4	1132.9	0.515	936.6	-58.1	
3	Spectrogram 1	1	9.002289647	9.744253102	109.5	1240.9	0.742	1131.4	-55.5	
4	Spectrogram 1	1	20.916722873	21.624176400	82.1	1213.5	0.707	1131.4	-51.6	
5	Spectrogram 1	1	50.541862556	50.723039678	54.7	757.3	0.181	702.6	-54.8	
6	Spectrogram 1	1	58.832311281	59.030743368	109.5	793.8	0.198	684.3	-52.9	
7	Spectrogram 1	1	61.744086470	62.218597982	73.0	912.4	0.475	839.4	-53.8	
8	Spectrogram 1	1	64.492528849	64.617627339	155.1	720.8	0.125	565.7	-53.8	
9	Spectrogram 1	1	66.783641028	66.947563187	200.7	729.9	0.164	529.2	-46.3	
10	Spectrogram 1	1	68.679408225	68.972742614	200.7	812.0	0.293	611.3	-56.8	
11	Spectrogram 1	1	71.047652045	71.336672693	109.5	675.2	0.289	565.7	-53.5	
12	Spectrogram 1	1	72.946213790	73.308568036	118.6	802.9	0.362	684.3	-52.6	
13	Spectrogram 1	1	74.844259839	74.990927034	146.0	757.3	0.147	611.3	-53.2	
14	Spectrogram 1	1	76.201251453	76.494585842	127.7	739.1	0.293	611.3	-54.3	
15	Spectrogram 1	1	78.573809014	78.681652539	136.9	775.5	0.108	638.7	-51.1	
16	Spectrogram 1	1	80.752248229	80.890287941	118.6	666.1	0.138	547.4	-46.8	
17	Spectrogram 1	1	84.430179817	84.538023342	255.5	711.7	0.108	456.2	-53.2	
18	Spectrogram 1	1	86.298029679	86.530971694	82.1	629.6	0.233	547.4	-55.1	
19	Spectrogram 1	1	86.660383924	86.850188529	109.5	647.8	0.190	538.3	-51.5	
20	Spectrogram 1	1	86.871757234	87.061561839	136.9	593.1	0.190	456.2	-53.0	
21	Spectrogram 1	1	91.307240744	91.505672830	36.5	556.6	0.198	520.1	-53.6	
22	Spectrogram 1	1	97.578416628	97.807044902	73.0	602.2	0.229	529.2	-51.4	
23	Spectrogram 1	1	101.690295845	101.983630234	127.7	793.8	0.293	666.1	-49.9	
24	Spectrogram 1	1	102.962849446	103.165595274	100.4	720.8	0.203	620.4	-50.4	
25	Spectrogram 1	1	107.916055530	108.148997545	63.9	684.3	0.233	620.4	-52.5	
26	Spectrogram 1	1	126.994756401	127.326914460	146.0	866.8	0.332	720.8	-64.9	
27	Spectrogram 1	1	127.982603095	128.370839786	191.6	1113.1	0.388	921.5	-61.7	
