Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	4.824037133	5.748103083	127.7	1836.5	0.924	1708.8	-57.3	
3	Spectrogram 1	1	33.186718793	34.059717940	171.9	1664.6	0.873	1492.8	-60.1	
4	Spectrogram 1	1	39.093174676	39.747316099	68.7	2067.3	0.654	1998.6	-56.9	
5	Spectrogram 1	1	50.605560884	51.050571591	68.7	982.1	0.445	913.3	-56.9	
6	Spectrogram 1	1	58.512472998	59.263884520	157.1	1576.3	0.751	1419.1	-54.4	
7	Spectrogram 1	1	63.165257640	63.238210215	225.9	1036.1	0.073	810.2	-53.7	
8	Spectrogram 1	1	64.728564458	65.309753305	142.4	1581.2	0.581	1438.8	-56.5	
9	Spectrogram 1	1	65.431340930	65.827716588	93.3	1055.7	0.396	962.5	-56.3	
10	Spectrogram 1	1	67.935221960	68.448321737	68.7	1168.7	0.513	1099.9	-56.3	
11	Spectrogram 1	1	72.828294543	73.608887095	132.6	1389.7	0.781	1257.1	-54.7	
12	Spectrogram 1	1	93.998840876	95.025040430	142.4	1890.5	1.026	1748.1	-59.9	
13	Spectrogram 1	1	113.051879484	114.090237801	127.7	2136.1	1.038	2008.4	-57.2	
