Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	34.554269746	34.853195017	158.1	722.9	0.299	564.8	-62.8	
2	Spectrogram 1	1	35.692015930	35.923835528	135.5	790.7	0.232	655.1	-64.1	
3	Spectrogram 1	1	37.399958367	37.640928739	122.5	899.9	0.241	777.4	-64.2	
4	Spectrogram 1	1	43.944048233	44.191119120	181.0	777.4	0.247	596.4	-57.3	
5	Spectrogram 1	1	47.523379054	47.770449941	133.1	825.3	0.247	692.2	-59.8	
6	Spectrogram 1	1	48.767884263	48.932598188	154.4	559.1	0.165	404.7	-64.3	
7	Spectrogram 1	1	53.963971454	54.275097756	127.8	750.8	0.311	623.0	-58.4	
8	Spectrogram 1	1	57.685405768	57.898923819	106.5	798.7	0.214	692.2	-59.6	
9	Spectrogram 1	1	65.756204879	66.076481955	63.9	809.3	0.320	745.4	-53.7	
10	Spectrogram 1	1	68.303170197	68.666150883	79.9	910.5	0.363	830.6	-60.1	
11	Spectrogram 1	1	68.964451485	69.290829077	69.2	804.0	0.326	734.8	-65.3	
12	Spectrogram 1	1	73.011840753	73.307715766	191.7	862.6	0.296	670.9	-53.9	
13	Spectrogram 1	1	73.365670665	73.588339489	191.7	686.9	0.223	495.2	-55.3	
14	Spectrogram 1	1	73.862862697	74.192290547	117.1	702.8	0.329	585.7	-55.9	
15	Spectrogram 1	1	74.372255761	74.662030258	159.7	718.8	0.290	559.1	-52.9	
16	Spectrogram 1	1	74.741336962	75.113468422	207.7	644.3	0.372	436.6	-52.1	
17	Spectrogram 1	1	75.852586469	76.148461482	142.9	666.9	0.296	524.0	-53.6	
18	Spectrogram 1	1	77.969474780	78.225696441	116.4	576.9	0.256	460.5	-49.9	
19	Spectrogram 1	1	79.128572769	79.439699071	68.8	693.3	0.311	624.5	-53.8	
20	Spectrogram 1	1	79.458000618	79.720322795	21.2	576.9	0.262	555.7	-52.8	
21	Spectrogram 1	1	80.492038035	80.757410469	37.0	709.2	0.265	672.2	-55.8	
22	Spectrogram 1	1	81.110092122	81.308358883	206.4	815.1	0.198	608.7	-55.2	
23	Spectrogram 1	1	84.296150998	84.564573690	37.0	751.6	0.268	714.5	-51.2	
24	Spectrogram 1	1	85.504053112	85.680968069	90.0	587.5	0.177	497.5	-49.7	
25	Spectrogram 1	1	85.644364974	85.833480962	111.1	624.5	0.189	513.4	-52.0	
26	Spectrogram 1	1	88.104986132	88.315453924	121.7	746.3	0.210	624.5	-54.3	
27	Spectrogram 1	1	88.480167849	88.650982289	58.2	825.7	0.171	767.4	-45.0	
28	Spectrogram 1	1	89.322039020	89.483702687	344.0	809.8	0.162	465.8	-49.5	
29	Spectrogram 1	1	89.383044177	89.605713001	26.5	534.6	0.223	508.1	-47.9	
30	Spectrogram 1	1	89.624014549	89.819231052	52.9	555.7	0.195	502.8	-45.8	
31	Spectrogram 1	1	92.029207411	92.206122367	105.9	709.2	0.177	603.4	-47.2	
32	Spectrogram 1	1	92.538600474	92.688063110	63.5	672.2	0.149	608.7	-50.0	
33	Spectrogram 1	1	92.910731934	93.081546374	137.6	714.5	0.171	576.9	-51.5	
34	Spectrogram 1	1	93.720529566	93.982851742	74.1	614.0	0.262	539.9	-50.0	
35	Spectrogram 1	1	94.641707441	94.836923945	111.1	756.9	0.195	645.7	-55.0	
36	Spectrogram 1	1	94.876577297	95.047391737	275.2	661.6	0.171	386.4	-52.6	
37	Spectrogram 1	1	99.956644402	100.264720446	31.8	730.4	0.308	698.6	-55.7	
38	Spectrogram 1	1	101.051686976	101.323159926	79.4	783.3	0.271	703.9	-57.0	
39	Spectrogram 1	1	101.417717919	101.664788807	111.1	825.7	0.247	714.5	-57.1	
40	Spectrogram 1	1	107.083544839	107.211655670	79.4	735.7	0.128	656.3	-55.2	
41	Spectrogram 1	1	107.644792286	107.901013947	90.0	698.6	0.256	608.7	-50.5	
42	Spectrogram 1	1	107.772903117	108.056577098	68.8	534.6	0.284	465.8	-50.0	
43	Spectrogram 1	1	114.762854284	115.000774398	164.1	836.2	0.238	672.2	-57.7	
44	Spectrogram 1	1	120.141212640	120.467590232	95.3	741.0	0.326	645.7	-57.7	
