Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	12.006931520	13.203020535	108.7	2065.2	1.196	1956.5	-55.1	
2	Spectrogram 1	1	34.417942756	35.507412452	152.2	1630.4	1.089	1478.3	-57.1	
3	Spectrogram 1	1	47.266278352	48.248746560	54.3	1413.0	0.982	1358.7	-60.6	
4	Spectrogram 1	1	51.351789714	52.908174995	65.2	1826.1	1.556	1760.9	-52.7	
5	Spectrogram 1	1	59.786719496	60.749732889	108.7	1565.2	0.963	1456.5	-55.6	
6	Spectrogram 1	1	61.591529058	62.447540962	54.3	1010.9	0.856	956.5	-52.7	
8	Spectrogram 1	1	77.820159443	78.209255763	65.2	717.4	0.389	652.2	-50.6	
9	Spectrogram 1	1	83.636484730	84.074218090	87.0	782.6	0.438	695.7	-54.3	
10	Spectrogram 1	1	88.023545741	88.325095389	76.1	815.2	0.302	739.1	-53.4	
11	Spectrogram 1	1	92.507880831	92.789975663	76.1	989.1	0.282	913.0	-53.0	
12	Spectrogram 1	1	93.003978639	93.616805344	76.1	869.6	0.613	793.5	-55.1	
13	Spectrogram 1	1	101.252820628	102.128287348	87.0	1206.5	0.875	1119.6	-55.3	
14	Spectrogram 1	1	107.227067225	107.907985785	97.8	1728.3	0.681	1630.4	-52.6	
