Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	2.289881782	3.277768134	159.7	1469.6	0.988	1309.9	-59.5	
2	Spectrogram 1	1	7.025482318	8.259261780	58.6	1379.1	1.234	1320.5	-50.2	
3	Spectrogram 1	1	13.980469725	14.985611733	74.5	1453.6	1.005	1379.1	-57.2	
4	Spectrogram 1	1	30.556199730	31.664875679	159.7	1437.6	1.109	1277.9	-56.6	
5	Spectrogram 1	1	42.345248136	42.910370896	101.2	995.7	0.565	894.5	-66.1	
6	Spectrogram 1	1	46.094039575	46.577197966	85.2	1283.2	0.483	1198.0	-48.7	
7	Spectrogram 1	1	46.672104078	47.194087696	69.2	899.9	0.522	830.6	-59.7	
8	Spectrogram 1	1	48.111188195	48.542579615	138.4	1102.2	0.431	963.8	-53.0	
9	Spectrogram 1	1	49.957543473	50.466585348	282.2	1144.8	0.509	862.6	-54.4	
10	Spectrogram 1	1	53.473213292	53.831268171	133.1	958.4	0.358	825.3	-64.2	
11	Spectrogram 1	1	54.694051011	55.021908490	58.6	851.9	0.328	793.4	-53.1	
12	Spectrogram 1	1	54.819154523	55.336824227	90.5	1022.3	0.518	931.8	-55.0	
13	Spectrogram 1	1	60.072572138	60.219245221	31.9	665.6	0.147	633.6	-63.8	
14	Spectrogram 1	1	61.138108946	61.569500366	111.8	878.6	0.431	766.7	-62.6	
15	Spectrogram 1	1	64.087749003	64.596790879	69.2	958.4	0.509	889.2	-63.7	
16	Spectrogram 1	1	68.548092314	68.875949793	95.8	686.9	0.328	591.0	-54.1	
17	Spectrogram 1	1	71.214091289	71.636854881	79.9	857.3	0.423	777.4	-55.5	
18	Spectrogram 1	1	77.376446515	77.760384879	138.4	926.5	0.384	788.0	-56.5	
19	Spectrogram 1	1	77.566258740	78.010591903	127.8	841.3	0.444	713.5	-56.7	
20	Spectrogram 1	1	80.646982852	81.087002101	138.4	969.1	0.440	830.6	-61.4	
21	Spectrogram 1	1	83.822023703	84.326751665	79.9	883.9	0.505	804.0	-60.6	
22	Spectrogram 1	1	86.158328318	86.404221428	26.6	836.0	0.246	809.3	-59.0	
23	Spectrogram 1	1	86.326570972	86.710509336	37.3	649.6	0.384	612.3	-53.2	
24	Spectrogram 1	1	89.208169060	89.523084797	74.5	921.2	0.315	846.6	-60.9	
25	Spectrogram 1	1	94.834862177	95.136836171	181.0	857.3	0.302	676.2	-54.2	
26	Spectrogram 1	1	95.343904053	95.689017189	111.8	873.2	0.345	761.4	-56.3	
27	Spectrogram 1	1	99.389964288	99.743705252	159.7	867.9	0.354	708.2	-59.7	
28	Spectrogram 1	1	100.917089915	101.244947394	244.9	804.0	0.328	559.1	-56.6	
29	Spectrogram 1	1	102.127241893	102.450785458	127.8	947.8	0.324	820.0	-58.6	
30	Spectrogram 1	1	104.491266874	104.728532155	69.2	580.4	0.237	511.2	-62.5	
31	Spectrogram 1	1	105.828041617	106.168840839	111.8	836.0	0.341	724.1	-61.4	
32	Spectrogram 1	1	114.694608795	115.186395013	63.9	937.1	0.492	873.2	-58.6	
33	Spectrogram 1	1	116.424488389	116.834310238	74.5	910.5	0.410	836.0	-57.2	
34	Spectrogram 1	1	122.075080797	122.575494844	287.5	1277.9	0.500	990.4	-60.7	
