Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	2.173579261	2.712574118	219.8	1544.8	0.539	1325.0	-57.7	
2	Spectrogram 1	1	5.820460159	6.220856338	103.4	1544.8	0.400	1441.4	-49.4	
3	Spectrogram 1	1	9.499851615	9.772649012	219.8	1428.4	0.273	1208.7	-58.5	
4	Spectrogram 1	1	19.728959760	20.498952413	148.7	2281.6	0.770	2133.0	-53.3	
5	Spectrogram 1	1	28.858769436	29.371364546	103.4	1182.8	0.513	1079.4	-60.6	
6	Spectrogram 1	1	31.775941603	32.182937719	103.4	1273.3	0.407	1169.9	-55.2	
7	Spectrogram 1	1	31.949739944	32.446935201	116.3	1169.9	0.497	1053.6	-60.1	
8	Spectrogram 1	1	34.932550566	35.295547102	90.5	1008.3	0.363	917.8	-57.8	
9	Spectrogram 1	1	37.652152707	38.116348278	77.6	1221.6	0.464	1144.0	-55.3	
10	Spectrogram 1	1	38.683942862	39.057939294	45.2	1189.3	0.374	1144.0	-58.5	
11	Spectrogram 1	1	40.775551300	41.277146515	97.0	866.1	0.502	769.2	-57.7	
12	Spectrogram 1	1	41.167147564	41.360745717	71.1	788.5	0.194	717.4	-51.6	
13	Spectrogram 1	1	41.397369793	41.931964693	200.4	1570.6	0.535	1370.3	-55.4	
14	Spectrogram 1	1	42.105763034	42.420360033	84.0	756.2	0.315	672.2	-54.3	
15	Spectrogram 1	1	42.308161103	42.635957975	90.5	717.4	0.328	627.0	-51.1	
16	Spectrogram 1	1	42.565558647	42.816356254	103.4	607.6	0.251	504.2	-51.3	
17	Spectrogram 1	1	42.778956611	42.860355834	77.6	594.6	0.081	517.1	-45.9	
18	Spectrogram 1	1	43.769161208	44.059558437	38.8	827.3	0.290	788.5	-55.0	
19	Spectrogram 1	1	44.404955142	44.662352686	51.7	704.5	0.257	652.8	-51.5	
20	Spectrogram 1	1	45.097948530	45.276146829	135.7	594.6	0.178	458.9	-50.6	
21	Spectrogram 1	1	45.375145885	45.588543849	129.3	827.3	0.213	698.1	-56.2	
22	Spectrogram 1	1	45.592943807	45.775542064	122.8	743.3	0.183	620.5	-53.2	
23	Spectrogram 1	1	45.936140532	46.180338202	213.3	859.6	0.244	646.3	-50.6	
24	Spectrogram 1	1	46.092339042	46.316736901	181.0	775.6	0.224	594.6	-50.4	
25	Spectrogram 1	1	48.160145570	48.410943177	45.2	1066.5	0.251	1021.2	-52.1	
26	Spectrogram 1	1	48.296544269	48.551741834	168.1	717.4	0.255	549.4	-54.6	
27	Spectrogram 1	1	48.721140217	48.980737740	103.4	756.2	0.260	652.8	-44.5	
28	Spectrogram 1	1	49.029137279	49.235935305	77.6	497.7	0.207	420.1	-46.3	
29	Spectrogram 1	1	49.961547312	50.172745297	84.0	937.2	0.211	853.2	-47.5	
30	Spectrogram 1	1	49.992347018	50.251944541	103.4	704.5	0.260	601.1	-47.2	
31	Spectrogram 1	1	51.362933941	51.596131716	122.8	665.7	0.233	542.9	-52.9	
32	Spectrogram 1	1	51.721530520	51.873329071	109.9	840.3	0.152	730.4	-49.9	
33	Spectrogram 1	1	52.646745507	52.937142736	135.7	801.5	0.290	665.7	-53.0	
34	Spectrogram 1	1	54.100931632	54.305529680	161.6	795.0	0.205	633.4	-52.7	
35	Spectrogram 1	1	54.850045654	55.092043345	122.8	788.5	0.242	665.7	-42.3	
36	Spectrogram 1	1	55.362640763	55.543039042	155.1	840.3	0.180	685.1	-46.8	
37	Spectrogram 1	1	55.646438055	55.923635410	58.2	711.0	0.277	652.8	-46.8	
38	Spectrogram 1	1	55.934635305	56.126033479	193.9	698.1	0.191	504.2	-48.3	
39	Spectrogram 1	1	56.152433227	56.339431443	129.3	659.3	0.187	530.0	-45.4	
40	Spectrogram 1	1	55.358240805	55.613438370	168.1	639.9	0.255	471.8	-46.7	
41	Spectrogram 1	1	56.294560368	56.468358710	420.1	853.2	0.174	433.1	-48.7	
42	Spectrogram 1	1	56.813755415	57.042553232	181.0	846.7	0.229	665.7	-48.4	
43	Spectrogram 1	1	57.099752686	57.394549873	97.0	704.5	0.295	607.6	-49.3	
44	Spectrogram 1	1	57.222951510	57.414349684	193.9	588.2	0.191	394.3	-46.5	
