Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	0.830353154	1.123672710	42.6	782.7	0.293	740.1	-57.9	
2	Spectrogram 1	1	8.506667714	8.780576417	207.7	1261.9	0.274	1054.3	-59.5	
3	Spectrogram 1	1	44.452748427	44.707246277	276.9	905.2	0.254	628.3	-58.1	
4	Spectrogram 1	1	44.582154113	44.894884522	122.5	830.6	0.313	708.2	-58.2	
5	Spectrogram 1	1	45.027586950	45.351101166	170.4	931.8	0.324	761.4	-59.6	
6	Spectrogram 1	1	45.894605048	46.123221761	122.5	1011.7	0.229	889.2	-60.1	
7	Spectrogram 1	1	46.138319091	46.347524951	127.8	937.1	0.209	809.3	-62.5	
8	Spectrogram 1	1	47.487096064	47.666107263	170.4	1139.5	0.179	969.1	-49.2	
9	Spectrogram 1	1	49.145645611	49.311716242	90.5	857.3	0.166	766.7	-54.8	
10	Spectrogram 1	1	51.949219836	52.095879614	111.8	857.3	0.147	745.4	-63.4	
11	Spectrogram 1	1	60.792989331	61.183363152	122.5	782.7	0.390	660.3	-58.6	
12	Spectrogram 1	1	60.531755329	60.730177381	106.5	681.5	0.198	575.1	-66.6	
13	Spectrogram 1	1	62.162266977	62.313240278	202.3	1043.6	0.151	841.3	-65.9	
14	Spectrogram 1	1	62.319710563	62.578521935	191.7	905.2	0.259	713.5	-61.9	
15	Spectrogram 1	1	67.661839193	67.931434373	133.1	862.6	0.270	729.5	-56.4	
16	Spectrogram 1	1	68.067310343	68.356316376	111.8	825.3	0.289	713.5	-57.4	
17	Spectrogram 1	1	76.694263715	76.994053555	90.5	1176.7	0.300	1086.2	-57.2	
18	Spectrogram 1	1	80.016215506	80.307378300	159.7	836.0	0.291	676.2	-60.5	
19	Spectrogram 1	1	85.865521981	86.189036197	149.1	862.6	0.324	713.5	-58.8	
20	Spectrogram 1	1	86.620388485	86.889983665	127.8	969.1	0.270	841.3	-55.4	
21	Spectrogram 1	1	87.066838103	87.353687375	165.1	937.1	0.287	772.1	-58.6	
22	Spectrogram 1	1	87.996633367	88.227406841	69.2	575.1	0.231	505.8	-59.6	
23	Spectrogram 1	1	88.585429240	88.704051119	53.2	633.6	0.119	580.4	-55.0	
24	Spectrogram 1	1	88.926197547	89.139716930	122.5	601.7	0.214	479.2	-56.9	
25	Spectrogram 1	1	90.105499263	90.377251204	223.6	766.7	0.272	543.1	-61.3	
26	Spectrogram 1	1	91.207604359	91.337010045	85.2	724.1	0.129	639.0	-55.0	
27	Spectrogram 1	1	94.667665950	94.913536755	79.9	804.0	0.246	724.1	-50.8	
28	Spectrogram 1	1	96.971056352	97.147910790	213.0	686.9	0.177	473.9	-52.9	
29	Spectrogram 1	1	97.132813460	97.344176081	175.7	633.6	0.211	457.9	-52.9	
30	Spectrogram 1	1	98.402622149	98.631238861	149.1	788.0	0.229	639.0	-56.8	
31	Spectrogram 1	1	98.823190629	99.064747911	234.3	836.0	0.242	601.7	-59.1	
32	Spectrogram 1	1	99.858436121	100.186263859	197.0	782.7	0.328	585.7	-64.7	
33	Spectrogram 1	1	102.029355116	102.238560976	175.7	814.7	0.209	639.0	-51.1	
34	Spectrogram 1	1	102.600896897	102.790691904	213.0	729.5	0.190	516.5	-50.5	
35	Spectrogram 1	1	102.779230222	102.988436082	255.6	793.4	0.209	537.8	-53.6	
36	Spectrogram 1	1	105.735595569	105.942644668	292.9	926.5	0.207	633.6	-48.9	
37	Spectrogram 1	1	107.921534888	108.070351427	116.1	702.8	0.149	586.7	-48.5	
38	Spectrogram 1	1	108.098389326	108.260146434	223.6	575.1	0.162	351.4	-53.8	
39	Spectrogram 1	1	114.674601475	114.980861599	51.6	471.0	0.306	419.4	-58.3	
