Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	7.784310117	8.351683266	191.7	1299.2	0.567	1107.5	-54.2	
2	Spectrogram 1	1	31.655393958	32.076348230	85.2	1182.1	0.421	1096.9	-61.6	
3	Spectrogram 1	1	33.948040433	34.332389985	213.0	1501.5	0.384	1288.6	-58.4	
4	Spectrogram 1	1	39.058937945	39.638512667	127.8	1379.1	0.580	1251.3	-56.0	
5	Spectrogram 1	1	44.997337411	45.369485391	95.8	1246.0	0.372	1150.1	-57.5	
6	Spectrogram 1	1	46.421871070	47.074655231	74.5	1176.7	0.653	1102.2	-56.1	
7	Spectrogram 1	1	49.283783362	49.784047859	21.3	1038.3	0.500	1017.0	-40.8	
8	Spectrogram 1	1	56.343781220	56.715929199	127.8	1166.1	0.372	1038.3	-57.9	
9	Spectrogram 1	1	58.874146979	59.227992599	111.8	1192.7	0.354	1080.9	-57.1	
10	Spectrogram 1	1	60.859953000	61.366318284	63.9	820.0	0.506	756.1	-42.2	
11	Spectrogram 1	1	65.617951227	65.941292914	26.6	1096.9	0.323	1070.2	-55.9	
12	Spectrogram 1	1	65.990099206	66.188374769	74.5	1134.1	0.198	1059.6	-55.0	
13	Spectrogram 1	1	67.482697204	67.888399509	26.6	947.8	0.406	921.2	-56.5	
14	Spectrogram 1	1	77.256819422	77.589312289	85.2	782.7	0.332	697.5	-51.8	
15	Spectrogram 1	1	77.586261896	77.921805156	149.1	772.1	0.336	623.0	-51.3	
16	Spectrogram 1	1	79.120609713	79.331086849	95.8	841.3	0.210	745.4	-55.8	
17	Spectrogram 1	1	69.631307865	69.875339327	282.2	1001.0	0.244	718.8	-60.2	
18	Spectrogram 1	1	79.742075820	79.900696271	335.4	836.0	0.159	500.5	-57.6	
19	Spectrogram 1	1	82.570534743	83.183663791	117.1	1022.3	0.613	905.2	-58.2	
20	Spectrogram 1	1	86.126144991	86.452537071	143.8	1315.2	0.326	1171.4	-52.5	
21	Spectrogram 1	1	87.747594511	88.101440131	85.2	1070.2	0.354	985.1	-55.2	
22	Spectrogram 1	1	88.720669966	88.952499855	47.9	761.4	0.232	713.5	-49.8	
23	Spectrogram 1	1	88.928096708	89.263639969	202.3	830.6	0.336	628.3	-52.0	
24	Spectrogram 1	1	89.431411599	89.672392667	58.6	862.6	0.241	804.0	-53.7	
25	Spectrogram 1	1	102.714028526	103.128882011	26.6	921.2	0.415	894.5	-56.3	
26	Spectrogram 1	1	127.176176652	127.612382890	149.1	1693.2	0.436	1544.1	-67.1	
