Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Spectrogram 1	1	9.543910467	11.559125213	83.3	1537.0	2.015	1453.7	-53.3	
2	Spectrogram 1	1	49.757567768	50.202100433	101.9	1240.7	0.445	1138.9	-56.0	
4	Spectrogram 1	1	51.185837625	51.440359840	224.0	1021.5	0.255	797.5	-53.7	
8	Spectrogram 1	1	55.364890482	55.718633221	116.5	949.8	0.354	833.3	-40.7	
9	Spectrogram 1	1	59.315157426	59.595563256	62.7	842.3	0.280	779.6	-55.0	
10	Spectrogram 1	1	61.108677415	61.378420455	71.7	878.1	0.270	806.5	-56.5	
12	Spectrogram 1	1	62.502078694	62.873077177	53.8	797.5	0.371	743.7	-54.0	
13	Spectrogram 1	1	71.656522372	71.938815870	71.7	797.5	0.282	725.8	-54.1	
14	Spectrogram 1	1	77.371631141	77.673606650	71.7	896.1	0.302	824.4	-52.9	
15	Spectrogram 1	1	78.953252617	79.289739613	80.6	851.3	0.336	770.6	-54.7	
16	Spectrogram 1	1	79.401901945	79.608970865	116.5	761.6	0.207	645.2	-53.5	
17	Spectrogram 1	1	80.436560574	80.738536083	134.4	931.9	0.302	797.5	-52.5	
18	Spectrogram 1	1	85.349203619	85.935898895	89.6	716.8	0.587	627.2	-46.9	
19	Spectrogram 1	1	86.358664608	86.652012245	107.5	815.4	0.293	707.9	-47.5	
20	Spectrogram 1	1	88.347071404	88.592965747	80.6	707.9	0.246	627.2	-54.4	
21	Spectrogram 1	1	92.600515551	92.902491061	116.5	779.6	0.302	663.1	-53.0	
22	Spectrogram 1	1	93.183744891	93.266106050	116.5	779.6	0.082	663.1	-44.5	
23	Spectrogram 1	1	93.299660596	93.470483740	143.4	672.0	0.171	528.7	-51.1	
24	Spectrogram 1	1	94.227831552	94.493217508	53.8	761.6	0.265	707.9	-53.3	
25	Spectrogram 1	1	95.925974830	96.243217812	152.3	940.9	0.317	788.5	-52.7	
26	Spectrogram 1	1	97.679962472	97.911793882	143.4	797.5	0.232	654.1	-50.5	
27	Spectrogram 1	1	103.735262952	104.116564614	152.3	967.7	0.381	815.4	-58.9	
